mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	crescendo_hairpin	decrescendo_hairpin
30	29	85	85	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	420									72			
30	29	341/4	341/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	421												
30	29	171/2	171/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	422									76			
30	29	86	86	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	423												
30	29	345/4	345/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	424									77			
30	29	347/4	347/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	425												
30	29	85	85	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	426												
30	29	171/2	171/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	427									78			
30	29	343/4	343/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	428												
30	29	345/4	345/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	429									79			
30	29	173/2	173/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	430												
31	30	87	87	0.0	0	0	Spanner	2/4	1	1	0															5	
31	30	349/4	349/4	0.0	1/16	1/16	Spanner	2/4	1	1	0																
31	30	349/4	349/4	0.0	1/16	1/16	Spanner	2/4	1	1	0															6	
31	30	349/4	349/4	0.0	1/16	1/16	Chord	2/4	1	1	0	grace16	1/16	1	431											6	
31	30	349/4	349/4	0.0	1/16	1/16	Chord	2/4	1	1	0	grace16	1/16	1	432											6	
31	30	349/4	349/4	0.0	1/16	1/16	Chord	2/4	1	1	0	grace16	1/16	1	433											6	
31	30	349/4	349/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	434											6	
31	30	1399/16	1399/16	0.0625	7/64	7/64	Chord	2/4	1	1	1/64		1/64	1	435		articStaccatoAbove									6	
31	30	175/2	175/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	436		articStaccatoAbove									6	
31	30	701/8	701/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	437		articStaccatoAbove									6	
31	30	351/4	351/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	438		articStaccatoAbove									6	
31	30	703/8	703/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	439		articStaccatoAbove									6	
31	30	88	88	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	440		articStaccatoAbove									6	
31	30	705/8	705/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	441		articStaccatoAbove									6	
31	30	353/4	353/4	0.0	5/16	5/16	Spanner	2/4	1	1	0																
31	30	353/4	353/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	442		articStaccatoAbove										
31	30	707/8	707/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	443		articStaccatoAbove										
31	30	177/2	177/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	444		articStaccatoAbove										
31	30	709/8	709/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	445		articStaccatoAbove										
31	30	355/4	355/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	446		articStaccatoAbove										
31	30	711/8	711/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	447		articStaccatoAbove										
31	30	87	87	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>scherzando"									
31	30	87	87	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	448												
31	30	349/4	349/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	449												
31	30	88	88	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	450												
31	30	349/4	349/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	451									80			
31	30	175/2	175/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	452									80			
31	30	351/4	351/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	453									80			
31	30	88	88	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	454									80			
31	30	353/4	353/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	455									80			
31	30	177/2	177/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	456									80			
31	30	355/4	355/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	457												
32	31	89	89	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	458									81			
32	31	713/8	713/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	459									81			
32	31	357/4	357/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	460									81			
32	31	715/8	715/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	461												
32	31	179/2	179/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	462									82			
32	31	717/8	717/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	463									82			
32	31	359/4	359/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	464									82			
32	31	719/8	719/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	465												
32	31	90	90	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	466									83			
32	31	721/8	721/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	467									83			
32	31	361/4	361/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	468									83			
32	31	723/8	723/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	469												
32	31	181/2	181/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	470									84			
32	31	725/8	725/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	471									84			
32	31	363/4	363/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	472									84			
32	31	727/8	727/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	473												
32	31	89	89	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	474									85			
32	31	357/4	357/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	475												
32	31	179/2	179/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	476									86			
32	31	90	90	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	477												
32	31	361/4	361/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	478									87			
32	31	363/4	363/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	479												
33	32	729/8	729/8	0.0	1/32	1/32	Dynamic	2/4	1	1	0					p											
33	32	729/8	729/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	480									88			
33	32	365/4	365/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	481									88			
33	32	731/8	731/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	482									88			
33	32	183/2	183/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	483									88			
33	32	733/8	733/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	484												
33	32	735/8	735/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	485									89			
33	32	92	92	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	486									89			
33	32	737/8	737/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	487									89			
33	32	369/4	369/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	488									89			
33	32	739/8	739/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	489												
33	32	741/8	741/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	490									90			
33	32	371/4	371/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	491									90			
33	32	743/8	743/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	492									90			
33	32	729/8	729/8	0.5	1/32	1/32	Chord	2/4	1	2	1/8		1/8	1	493												
33	32	733/8	733/8	0.25	5/32	5/32	Chord	2/4	1	2	1/16		1/16	1	494												
33	32	91	91	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	495									91			
33	32	183/2	183/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>cresc. ed accelerando"									
33	32	183/2	183/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	496												
33	32	367/4	367/4	0.5	3/16	3/16	Chord	2/4	2	1	1/8		1/8	1	497									92			
33	32	369/4	369/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	498												
33	32	185/2	185/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	499									93			
34	33	93	93	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	500									90			
34	33	745/8	745/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	501												
34	33	747/8	747/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	502									94			
34	33	187/2	187/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	503									94			
34	33	749/8	749/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	504									94			
34	33	375/4	375/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	505									94			
34	33	751/8	751/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	506												
34	33	753/8	753/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	507									95			
34	33	377/4	377/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	508									95			
34	33	755/8	755/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	509									95			
34	33	189/2	189/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	510									95			
34	33	757/8	757/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	511												
34	33	759/8	759/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	512									96			
34	33	93	93	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	513												
34	33	373/4	373/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8		1/8	1	514									97			
34	33	375/4	375/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	515												
34	33	94	94	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	516									98			
34	33	189/2	189/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	517												
34	33	379/4	379/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	518									99			
35	34	95	95	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	519									96			
35	34	761/8	761/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	520									96			
35	34	381/4	381/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	521									96			
35	34	763/8	763/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	522												
35	34	765/8	765/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	523									100			
35	34	383/4	383/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	524									100			
35	34	767/8	767/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	525									100			
35	34	96	96	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	526									100			
35	34	769/8	769/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	527												
35	34	2317/24	2317/24	0.041666666666666664	37/96	37/96	Chord	2/4	1	1	1/96		1/64	2/3	528									101			
35	34	1159/12	1159/12	0.041666666666666664	19/48	19/48	Chord	2/4	1	1	1/96		1/64	2/3	529									101			
35	34	773/8	773/8	0.041666666666666664	13/32	13/32	Chord	2/4	1	1	1/96		1/64	2/3	530									101			
35	34	290/3	290/3	0.041666666666666664	5/12	5/12	Chord	2/4	1	1	1/96		1/64	2/3	531									101			
35	34	2321/24	2321/24	0.041666666666666664	41/96	41/96	Chord	2/4	1	1	1/96		1/64	2/3	532									101			
35	34	387/4	387/4	0.041666666666666664	7/16	7/16	Chord	2/4	1	1	1/96		1/64	2/3	533									101			
35	34	2323/24	2323/24	0.041666666666666664	43/96	43/96	Chord	2/4	1	1	1/96		1/64	2/3	534									101			
35	34	581/6	581/6	0.041666666666666664	11/24	11/24	Chord	2/4	1	1	1/96		1/64	2/3	535									101			
35	34	775/8	775/8	0.041666666666666664	15/32	15/32	Chord	2/4	1	1	1/96		1/64	2/3	536									101			
35	34	1163/12	1163/12	0.041666666666666664	23/48	23/48	Chord	2/4	1	1	1/96		1/64	2/3	537									101			
35	34	2327/24	2327/24	0.041666666666666664	47/96	47/96	Chord	2/4	1	1	1/96		1/64	2/3	538									101			
35	34	95	95	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	539									99			
35	34	381/4	381/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	540												
35	34	191/2	191/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					f											
35	34	191/2	191/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>ritenuto"									
35	34	191/2	191/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	541												
35	34	96	96	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	542												
35	34	385/4	385/4	0.0	5/16	5/16	Dynamic	2/4	2	1	0					p											
35	34	385/4	385/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	543												
35	34	191/2	191/2	0.75	1/8	1/8	Chord	2/4	2	2	3/16		1/8	3/2	544												
35	34	385/4	385/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	545									102			
35	34	193/2	193/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	546									102			
35	34	387/4	387/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	547												
36	35	97	97	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>cantando"									
36	35	97	97	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	548									103			
36	35	195/2	195/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	549									103			
36	35	391/4	391/4	0.0	3/16	3/16	Chord	2/4	1	1	0	acciaccatura	1/8	1	550												
36	35	391/4	391/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	551												
36	35	393/4	393/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	552									104			
36	35	395/4	395/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	553									104			
36	35	97	97	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>a tempo"									
36	35	97	97	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	554									105			
36	35	389/4	389/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8		1/8	1	555												
36	35	391/4	391/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	556									106			
36	35	98	98	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	557												
36	35	197/2	197/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	558									107			
36	35	395/4	395/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	559												
36	35	97	97	0.75	0	0	Chord	2/4	2	2	3/16		1/8	3/2	560												
36	35	391/4	391/4	0.75	3/16	3/16	Chord	2/4	2	2	3/16		1/8	3/2	561												
36	35	197/2	197/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	562												
37	36	99	99	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	563									104			
37	36	199/2	199/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	564									104			
37	36	399/4	399/4	0.0	3/16	3/16	Chord	2/4	1	1	0	acciaccatura	1/8	1	565												
37	36	399/4	399/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	566												
37	36	401/4	401/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	567									108			
37	36	403/4	403/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	568												
37	36	99	99	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	569									109			
37	36	397/4	397/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8		1/8	1	570												
37	36	399/4	399/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	571									110			
37	36	100	100	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	572												
37	36	201/2	201/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	573									111			
37	36	403/4	403/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	574												
37	36	99	99	0.75	0	0	Chord	2/4	2	2	3/16		1/8	3/2	575												
37	36	399/4	399/4	0.75	3/16	3/16	Chord	2/4	2	2	3/16		1/8	3/2	576												
37	36	201/2	201/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	577												
38	37	101	101	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	578									112			
38	37	203/2	203/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	579									112			
38	37	407/4	407/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	580									112			
38	37	102	102	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	581									112			
38	37	102	102	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	582									112			
38	37	409/4	409/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	583									112			
38	37	205/2	205/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	584									112			
38	37	411/4	411/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	585									113			
38	37	101	101	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	586									114			
38	37	405/4	405/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8		1/8	1	587												
38	37	407/4	407/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	588									115			
38	37	102	102	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	589												
38	37	205/2	205/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	590												
38	37	101	101	0.75	0	0	Chord	2/4	2	2	3/16		1/8	3/2	591												
38	37	407/4	407/4	0.75	3/16	3/16	Chord	2/4	2	2	3/16		1/8	3/2	592												
38	37	205/2	205/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	593									116			
38	37	411/4	411/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	594												
39	38	103	103	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	595									117			
39	38	413/4	413/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	596												
39	38	207/2	207/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	597									118			
39	38	104	104	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	598												
39	38	417/4	417/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	599									119			
39	38	419/4	419/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	600									119			
39	38	839/8	839/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	601									119			
39	38	103	103	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	602												
39	38	415/4	415/4	0.75	3/16	3/16	Chord	2/4	2	1	3/16		1/8	3/2	603												
39	38	209/2	209/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	604												
39	38	103	103	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	605									120			
39	38	413/4	413/4	0.5	1/16	1/16	Chord	2/4	2	2	1/8		1/8	1	606												
39	38	415/4	415/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	607									121			
39	38	104	104	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	608												
39	38	209/2	209/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	609									122			
39	38	419/4	419/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	610												
40	39	105	105	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	611									119			
40	39	421/4	421/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	612												
40	39	211/2	211/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	613									123			
40	39	106	106	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	614									123			
40	39	425/4	425/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	615									123			
40	39	851/8	851/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	616												
40	39	213/2	213/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	617												
40	39	427/4	427/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	618												
40	39	423/4	423/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	619												
40	39	425/4	425/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	620												
40	39	427/4	427/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	621												
40	39	105	105	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	622												
40	39	211/2	211/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	623									124			
40	39	213/2	213/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	624												
40	39	105	105	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	625												
40	39	421/4	421/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	626												
40	39	211/2	211/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	627									125			
40	39	106	106	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	628									125			
40	39	213/2	213/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	629												
41	40	107	107	0.0	0	0	Spanner	2/4	1	1	0																17
41	40	107	107	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	630									126			17
41	40	429/4	429/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	631												17
41	40	215/2	215/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	632									127			17
41	40	108	108	0.0	1/4	1/4	Spanner	2/4	1	1	0													127			
41	40	108	108	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	633									127			
41	40	433/4	433/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	634									127			
41	40	867/8	867/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	635									127			
41	40	217/2	217/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	636									127			
41	40	435/4	435/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	637									127			
41	40	107	107	0.125	0	0	Chord	2/4	1	2	1/32		1/32	1	638												
41	40	857/8	857/8	0.125	1/32	1/32	Chord	2/4	1	2	1/32		1/32	1	639												
41	40	429/4	429/4	0.125	1/16	1/16	Chord	2/4	1	2	1/32		1/32	1	640												
41	40	859/8	859/8	0.125	3/32	3/32	Chord	2/4	1	2	1/32		1/32	1	641												
41	40	215/2	215/2	0.125	1/8	1/8	Chord	2/4	1	2	1/32		1/32	1	642												
41	40	861/8	861/8	0.125	5/32	5/32	Chord	2/4	1	2	1/32		1/32	1	643												
41	40	431/4	431/4	0.125	3/16	3/16	Chord	2/4	1	2	1/32		1/32	1	644												
41	40	863/8	863/8	0.125	7/32	7/32	Chord	2/4	1	2	1/32		1/32	1	645												
41	40	108	108	0.125	1/4	1/4	Chord	2/4	1	2	1/32		1/32	1	646												
41	40	865/8	865/8	0.125	9/32	9/32	Chord	2/4	1	2	1/32		1/32	1	647												
41	40	433/4	433/4	0.125	5/16	5/16	Chord	2/4	1	2	1/32		1/32	1	648												
41	40	867/8	867/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	649												
41	40	217/2	217/2	0.125	3/8	3/8	Chord	2/4	1	2	1/32		1/32	1	650												
41	40	869/8	869/8	0.125	13/32	13/32	Chord	2/4	1	2	1/32		1/32	1	651												
41	40	435/4	435/4	0.125	7/16	7/16	Chord	2/4	1	2	1/32		1/32	1	652												
41	40	871/8	871/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	653												
41	40	861/8	861/8	0.25	5/32	5/32	Chord	2/4	1	3	1/16		1/16	1	654												
41	40	865/8	865/8	0.5	9/32	9/32	Chord	2/4	1	3	1/8		1/8	1	655												
41	40	107	107	0.0	0	0	StaffText	2/4	2	1	0							cantando									
41	40	107	107	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	656									128			
41	40	215/2	215/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	657									128			
41	40	431/4	431/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	658												
41	40	433/4	433/4	0.0	5/16	5/16	Chord	2/4	2	1	0	grace16	1/16	1	659									129			
41	40	433/4	433/4	0.0	5/16	5/16	Chord	2/4	2	1	0	grace16	1/16	1	660									129			
41	40	433/4	433/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	661									129			
41	40	435/4	435/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	662									129			
41	40	107	107	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	663												
42	41	109	109	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	664									127			
42	41	437/4	437/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	665												
42	41	219/2	219/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	666									130			
42	41	110	110	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	667									130			
42	41	441/4	441/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	668									130			
42	41	883/8	883/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	669									130			
42	41	221/2	221/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	670									130			
42	41	443/4	443/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	671									130			
42	41	109	109	0.125	0	0	Chord	2/4	1	2	1/32		1/32	1	672												
42	41	873/8	873/8	0.125	1/32	1/32	Chord	2/4	1	2	1/32		1/32	1	673												
42	41	437/4	437/4	0.125	1/16	1/16	Chord	2/4	1	2	1/32		1/32	1	674												
42	41	875/8	875/8	0.125	3/32	3/32	Chord	2/4	1	2	1/32		1/32	1	675												
42	41	219/2	219/2	0.125	1/8	1/8	Chord	2/4	1	2	1/32		1/32	1	676												
42	41	877/8	877/8	0.125	5/32	5/32	Chord	2/4	1	2	1/32		1/32	1	677												
42	41	439/4	439/4	0.125	3/16	3/16	Chord	2/4	1	2	1/32		1/32	1	678												
42	41	879/8	879/8	0.125	7/32	7/32	Chord	2/4	1	2	1/32		1/32	1	679												
42	41	110	110	0.125	1/4	1/4	Chord	2/4	1	2	1/32		1/32	1	680												
42	41	881/8	881/8	0.125	9/32	9/32	Chord	2/4	1	2	1/32		1/32	1	681												
