mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
37	37	441/4	441/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	503									67		5			
37	37	221/2	221/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	504									67		5			
37	37	443/4	443/4	0.0	11/16	11/16	Spanner	6/8	1	1	0														67					
37	37	443/4	443/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	505									67					
37	37	108	108	0.0	0	0	Spanner	6/8	2	1	0																6			
37	37	217/2	217/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	506									68		6			
37	37	219/2	219/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	507											6			
37	37	221/2	221/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																			
37	37	108	108	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	508		articStaccatoBelow												
37	37	217/2	217/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	509		articAccentBelow												
37	37	109	109	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	510														
37	37	219/2	219/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	511									69					
37	37	110	110	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	512									69					
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	513														
38	38	111	111	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	514														
38	38	447/4	447/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	515									70					
38	38	112	112	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	516									70					
38	38	449/4	449/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	517									70					
38	38	225/2	225/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	518														
38	38	453/4	453/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	519									71					
38	38	227/2	227/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	520									71					
38	38	455/4	455/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	521									71					
38	38	111	111	0.0	0	0	StaffText	6/8	2	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>agitato e crescendo"											
38	38	111	111	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	522														
38	38	111	111	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	523									72					
38	38	223/2	223/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	524									72					
38	38	112	112	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	525														
38	38	225/2	225/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	526									73					
38	38	113	113	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	527									73					
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	528														
39	39	114	114	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	529														
39	39	457/4	457/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	530									74					
39	39	229/2	229/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	531									74					
39	39	459/4	459/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	532									74					
39	39	115	115	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	533									74					
39	39	461/4	461/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	534									74					
39	39	231/2	231/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	535									74					
39	39	463/4	463/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	536									74					
39	39	116	116	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	537									74					
39	39	465/4	465/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	538									74					
39	39	233/2	233/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	539									74					
39	39	467/4	467/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	540									74					
39	39	114	114	0.0	0	0	Spanner	6/8	2	1	0																	1	1	
39	39	114	114	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	541									75			1	1	
39	39	229/2	229/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	542									75			1	1	
39	39	115	115	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	543									75			1	1	
39	39	231/2	231/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	544									75			1	1	
39	39	116	116	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	545									75			1	1	
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	546									75			1	1	
39	39	114	114	3.0	0	0	Chord	6/8	2	2	3/4			1/2	3/2	547												1	1	
40	40	117	117	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	548									74					
40	40	469/4	469/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	549									74					
40	40	235/2	235/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	550									74					
40	40	471/4	471/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	551									74					
40	40	118	118	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	552									74					
40	40	473/4	473/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	553									74					
40	40	237/2	237/2	0.0	3/8	3/8	Spanner	6/8	1	1	0														74					5
40	40	237/2	237/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	554									74					5
40	40	475/4	475/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	555									74					5
40	40	119	119	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	556									74					5
40	40	477/4	477/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	557									74					5
40	40	239/2	239/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	558									74					5
40	40	479/4	479/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	559									74					5
40	40	117	117	0.0	0	0	StaffText	6/8	2	1	0								crescendo									1	1	
40	40	117	117	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	560												1	1	
40	40	235/2	235/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	561									76			1	1	
40	40	118	118	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	562									76			1	1	
40	40	237/2	237/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	563									76			1	1	
40	40	119	119	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	564									76			1	1	
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	565									76			1	1	
41	41	120	120	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	566														5
41	41	481/4	481/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	567														5
41	41	241/2	241/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	568														5
41	41	483/4	483/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	569														5
41	41	121	121	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	570														5
41	41	485/4	485/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	571														5
41	41	243/2	243/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	572														5
41	41	487/4	487/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	573														5
41	41	122	122	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	574														5
41	41	489/4	489/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	575														5
41	41	245/2	245/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	576														5
41	41	491/4	491/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	577														5
41	41	120	120	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	578		articStaccatoAbove										1	1	
41	41	241/2	241/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	579		articStaccatoAbove										1	1	
41	41	121	121	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	580		articStaccatoAbove										1	1	
41	41	243/2	243/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	581		articStaccatoAbove										1	1	
41	41	122	122	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	582		articStaccatoAbove										1	1	
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	583		articStaccatoAbove										1	1	
42	42	123	123	0.0	0	0	Dynamic	6/8	1	1	0						sf													5
42	42	123	123	0.0	0	0	Spanner	6/8	1	1	0																7			5
42	42	123	123	0.16666666666666666	0	0	Chord	6/8	1	1	1/24			1/16	2/3	584											7			5
42	42	739/6	739/6	0.16666666666666666	1/24	1/24	Chord	6/8	1	1	1/24			1/16	2/3	585											7			5
42	42	370/3	370/3	0.16666666666666666	1/12	1/12	Chord	6/8	1	1	1/24			1/16	2/3	586											7			5
42	42	247/2	247/2	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	587											7			5
42	42	371/3	371/3	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	588											7			5
42	42	743/6	743/6	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	589											7			5
42	42	124	124	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24			1/16	2/3	590											7			5
42	42	745/6	745/6	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24			1/16	2/3	591											7			5
42	42	373/3	373/3	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24			1/16	2/3	592											7			5
42	42	249/2	249/2	0.0	3/8	3/8	StaffText	6/8	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>trillo"								7			5
42	42	249/2	249/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		c32	1/4	3/2	593											7			5
42	42	501/4	501/4	0.0	9/16	9/16	Spanner	6/8	1	1	0																			5
42	42	249/2	249/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16after		1/16	1	594														5
42	42	249/2	249/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16after		1/16	1	595														5
42	42	249/2	249/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	596														5
42	42	123	123	0.0	0	0	StaffText	6/8	2	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>molto calando"									1	1	
42	42	123	123	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	597									77			1	1	
42	42	247/2	247/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	598									77			1	1	
42	42	124	124	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	599									77			1	1	
42	42	249/2	249/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	600									77			1	1	
42	42	125	125	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	601									77			1	1	
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	602												1	1	
43	43	126	126	0.0	0	0	Dynamic	6/8	1	1	0						pp													5
43	43	126	126	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	603														5
43	43	253/2	253/2	0.0	1/8	1/8	StaffText	6/8	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco espressivo"											
43	43	253/2	253/2	0.0	1/8	1/8	StaffText	6/8	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>tranquillo"											
43	43	253/2	253/2	0.0	1/8	1/8	Spanner	6/8	1	1	0																			
43	43	253/2	253/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	604									78					
43	43	255/2	255/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	605									78					
43	43	513/4	513/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	606									78					
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	607														
43	43	126	126	0.0	0	0	Spanner	6/8	2	1	0																			
43	43	126	126	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	608									79					
43	43	253/2	253/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	609									79					
43	43	127	127	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	610									79					
43	43	255/2	255/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	611									79					
43	43	128	128	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	612									79					
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	613									79					
44	44	259/2	259/2	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	614									80					
44	44	521/4	521/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	615									80					
44	44	261/2	261/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	616									80					
44	44	525/4	525/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	617									80					
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	618														
44	44	261/2	261/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4			1/4	1	619														
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	620														
44	44	129	129	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	621									79					
44	44	259/2	259/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	622									79					
44	44	130	130	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	623									79					
44	44	261/2	261/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	624									79					
44	44	131	131	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	625									79					
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	626														
45	45	265/2	265/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	627									81					
45	45	267/2	267/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	628									81					
45	45	537/4	537/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	629									81					
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	630														
45	45	132	132	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	631									82					
45	45	265/2	265/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	632									82					
45	45	133	133	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	633									82					
45	45	267/2	267/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	634									82					
45	45	134	134	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	635									82					
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	636									82					
46	46	271/2	271/2	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	637									83					
46	46	545/4	545/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	638									83					
46	46	273/2	273/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	639									83					
46	46	549/4	549/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	640									83					
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	641									84					
46	46	273/2	273/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4			1/4	1	642														
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	643														
46	46	135	135	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	644									82					
46	46	271/2	271/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	645									82					
46	46	136	136	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	646									82					
46	46	273/2	273/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	647									82					
46	46	137	137	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	648									82					
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	649														
47	47	138	138	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	650														
47	47	279/2	279/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	651														
47	47	561/4	561/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16			1/8	3/2	652									85					
47	47	138	138	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	653									86					
47	47	277/2	277/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	654									86					
47	47	139	139	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	655									86					
47	47	279/2	279/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	656									86					
47	47	140	140	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	657									86					
47	47	281/2	281/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	658									86					
48	48	141	141	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	659														
48	48	285/2	285/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	660														
48	48	573/4	573/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16			1/8	3/2	661									87					
48	48	141	141	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	662									86					
48	48	283/2	283/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	663									86					
48	48	142	142	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	664									86					
48	48	285/2	285/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	665									86					
48	48	143	143	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	666									86					
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	667														
49	49	144	144	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	668														
49	49	291/2	291/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	669														
49	49	585/4	585/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16			1/8	3/2	670									88					
49	49	144	144	0.0	0	0	StaffText	6/8	2	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"											
49	49	144	144	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	671									89					
49	49	289/2	289/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	672									89					
49	49	145	145	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	673									89					
49	49	291/2	291/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	674									89					
49	49	146	146	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	675									89					
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	676									89					
50	50	147	147	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	677									90					
50	50	297/2	297/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	678														
50	50	597/4	597/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16			1/8	3/2	679									91					
50	50	147	147	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	680									89					
50	50	295/2	295/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	681									89					
50	50	148	148	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	682									89					
50	50	297/2	297/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	683									89					
50	50	149	149	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	684									89					
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	685														
51	51	150	150	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	686		articStaccatoAbove												
51	51	301/2	301/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	687		articStaccatoAbove												
51	51	151	151	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	688		articStaccatoAbove												
51	51	303/2	303/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	689									92					
51	51	152	152	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	690									92					
51	51	609/4	609/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	691									92					
51	51	305/2	305/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	692									92					
51	51	611/4	611/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	693									92					
51	51	150	150	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	694									93					
51	51	301/2	301/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	695									93					
51	51	151	151	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	696									93					
51	51	303/2	303/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	697									93					
51	51	152	152	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	698									93					
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	699									93					
52	52	153	153	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	700														
52	52	307/2	307/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	701														
52	52	154	154	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	702														
52	52	309/2	309/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	703														
52	52	155	155	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	704									94					
52	52	621/4	621/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	705									94					
52	52	311/2	311/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	706									94					
52	52	623/4	623/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	707									94					
52	52	153	153	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	708									93					
52	52	307/2	307/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	709									93					
52	52	154	154	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	710									93					
52	52	309/2	309/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	711									93					
52	52	155	155	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	712									93					
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	713														
53	53	156	156	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	714														
53	53	313/2	313/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	715														
53	53	157	157	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	716														
53	53	315/2	315/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	717														
53	53	158	158	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	718									95					
53	53	633/4	633/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	719									95					
53	53	317/2	317/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	720									95					
53	53	635/4	635/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	721									95					
53	53	156	156	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	722									96					
53	53	313/2	313/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	723									96					
53	53	157	157	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	724									96					
53	53	315/2	315/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	725									96					
53	53	158	158	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	726									96					
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	727									96					
54	54	159	159	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	728														
54	54	319/2	319/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	729														
54	54	160	160	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	730														
54	54	321/2	321/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	731														
54	54	161	161	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	732									97					
54	54	645/4	645/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	733									97					
54	54	323/2	323/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	734									97					
54	54	647/4	647/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	735									97					
54	54	159	159	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	736									96					
54	54	319/2	319/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	737									96					
54	54	160	160	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	738									96					
54	54	321/2	321/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	739									96					
54	54	161	161	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	740									96					
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	741														
55	55	162	162	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	742		articTenutoAbove												
55	55	649/4	649/4	0.0	1/16	1/16	Dynamic	6/8	1	1	0						p													
55	55	649/4	649/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	743									98					
55	55	325/2	325/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	744									98					
55	55	651/4	651/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	745									98					
55	55	163	163	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	746		articTenutoAbove							98					
55	55	653/4	653/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	747									98					
55	55	327/2	327/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	748									98					
55	55	655/4	655/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	749									98					
55	55	164	164	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	750		articTenutoAbove							98					
55	55	657/4	657/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	751									98					
55	55	329/2	329/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	752									98					
55	55	659/4	659/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	753									98					
55	55	649/4	649/4	1.0	1/16	1/16	Chord	6/8	1	2	1/4			1/4	1	754														
55	55	653/4	653/4	1.0	5/16	5/16	Chord	6/8	1	2	1/4			1/4	1	755														
55	55	657/4	657/4	0.75	9/16	9/16	Chord	6/8	1	2	3/16			1/8	3/2	756														
55	55	162	162	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	757									99					
55	55	325/2	325/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	758									99					
55	55	163	163	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	759									99					
