mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
59	58	228	232	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	970									219					
59	58	229	233	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	971														
59	58	230	234	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	972														
59	58	461/2	469/2	0.0		5/8	5/8	Spanner	4/4	1	1	0																	17	
59	58	461/2	469/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	973		articTenutoBelow											17	
59	58	231	235	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	974		articTenutoBelow											17	
59	58	463/2	471/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	975		articTenutoBelow											17	
59	58	228	232	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	976									221					
59	58	230	234	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	977														
59	58	463/2	471/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	978									222					
59	58	228	232	1.5		0	0	Chord	4/4	2	2	3/8		1/4	3/2	979														
59	58	459/2	467/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	980									223					
60	59	232	236	0.0		0	0	Spanner	4/4	1	1	0																		
60	59	465/2	473/2	0.0		1/8	1/8	Dynamic	4/4	1	1	0					f													
60	59	465/2	473/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	981														
60	59	233	237	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	982														
60	59	234	238	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	983														
60	59	469/2	477/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	984									224					
60	59	235	239	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	985									224					
60	59	471/2	479/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	986									224					
60	59	233	237	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	987														
60	59	469/2	477/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	988														
60	59	235	239	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	989														
60	59	232	236	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	990														
60	59	467/2	475/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	991									225					
60	59	234	238	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	992														
60	59	471/2	479/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	993									226					
60	59	232	236	4.0		0	0	Chord	4/4	2	2	1		1	1	994														
61	60	236	240	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	995														
61	60	473/2	481/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	996									227					
61	60	237	241	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	997									227					
61	60	475/2	483/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	998									227					
61	60	238	242	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	999									227					
61	60	239	243	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1000														
61	60	236	240	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1001														
61	60	475/2	483/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1002									228					
61	60	238	242	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1003														
61	60	479/2	487/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1004									229					
61	60	236	240	4.0		0	0	Chord	4/4	2	2	1		1	1	1005														
62	61	240	244	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1006									230					
62	61	483/2	491/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1007									230					
62	61	242	246	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1008									230					
62	61	243	247	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1009									230					
62	61	240	244	0.0		0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"						229					
62	61	240	244	0.0		0	0	Spanner	4/4	2	1	0													229	0				
62	61	240	244	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	1010									229	0				
62	61	240	244	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1011									229	0				
62	61	483/2	491/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1012									229	0				
62	61	967/4	983/4	0.0		7/16	7/16	Spanner	4/4	2	1	0													229					
62	61	967/4	983/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1013									229					
62	61	242	246	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1014														
62	61	487/2	495/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1015									231					
62	61	240	244	4.0		0	0	Chord	4/4	2	2	1		1	1	1016														
63	62	244	248	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1017									230					
63	62	491/2	499/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1018									230					
63	62	246	250	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1019									230					
63	62	247	251	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1020														
63	62	244	248	0.0		0	0	Spanner	4/4	2	1	0													231	1				
63	62	244	248	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	1021									231	1				
63	62	244	248	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1022									231	1				
63	62	491/2	499/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1023									231	1				
63	62	983/4	999/4	0.0		7/16	7/16	Spanner	4/4	2	1	0													231					
63	62	983/4	999/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1024									231					
63	62	246	250	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1025														
64	63	248	252	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1026									232					
64	63	249	253	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1027									232					
64	63	499/2	507/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1028									232					
64	63	250	254	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1029									232					
64	63	501/2	509/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1030									232					
64	63	251	255	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1031									232					
64	63	248	252	4.0		0	0	Chord	4/4	1	2	1		1	1	1032														
64	63	248	252	0.0		0	0	Dynamic	4/4	2	1	0					p													
64	63	248	252	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1033														
64	63	499/2	507/2	0.0		3/8	3/8	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>sereno"											
64	63	499/2	507/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1034									233					
64	63	250	254	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1035		articTenutoBelow												
64	63	503/2	511/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1036									234					
65	64	252	256	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1037														
65	64	253	257	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1038									235					
65	64	507/2	515/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1039									235					
65	64	254	258	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1040									235					
65	64	509/2	517/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1041									235					
65	64	255	259	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1042														
65	64	252	256	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1043		articTenutoBelow												
65	64	507/2	515/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1044														
65	64	254	258	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1045		articTenutoBelow												
65	64	511/2	519/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1046									236					
66	65	256	260	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1047									237					
66	65	513/2	521/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1048									237					
66	65	515/2	523/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1049									237					
66	65	258	262	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1050		articTenutoAbove							237					
66	65	517/2	525/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1051		articTenutoAbove							237					
66	65	259	263	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1052		articTenutoAbove												
66	65	256	260	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1053														
66	65	257	261	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1054		articTenutoBelow							238					
66	65	258	262	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1055		articStaccatoBelow												
66	65	517/2	525/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1056		articStaccatoBelow												
66	65	259	263	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1057		articStaccatoBelow												
66	65	519/2	527/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1058		articStaccatoBelow												
67	66	260	264	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1059									239					
67	66	261	265	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1060		articTenutoBelow							239					
67	66	523/2	531/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1061		articTenutoBelow							239					
67	66	262	266	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1062									239					
67	66	263	267	0.0		3/4	3/4	Dynamic	4/4	1	1	0					sf													
67	66	263	267	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1063		articStaccatoBelow												
67	66	521/2	529/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1064		articStaccatoAbove												
67	66	261	265	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1065		articStaccatoAbove												
67	66	523/2	531/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1066		articStaccatoAbove												
67	66	525/2	533/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1067		articStaccatoAbove												
67	66	263	267	0.0		3/4	3/4	Spanner	4/4	2	1	0															22	22		
67	66	263	267	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1068		articStaccatoAbove									22	22		
67	66	527/2	535/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1069		articStaccatoAbove									22	22		
68	67	264	268	0.0		0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cantando"											
68	67	264	268	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1070		articTenutoAbove							240					
68	67	267	271	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1071														
68	67	264	268	0.0		0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>risoluto diminuendo"											
68	67	264	268	0.0		0	0	Spanner	4/4	2	1	0																		
68	67	529/2	537/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1072		articStaccatoAbove												
68	67	265	269	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1073		articStaccatoAbove												
68	67	531/2	539/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1074														
68	67	266	270	0.0		1/2	1/2	Spanner	4/4	2	1	0																		19
68	67	266	270	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1075									241					19
68	67	533/2	541/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1076														19
68	67	267	271	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1077		articStaccatoAbove												19
68	67	535/2	543/2	0.0		7/8	7/8	Spanner	4/4	2	1	0																		
68	67	535/2	543/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1078		articStaccatoAbove												
68	67	266	270	1.5		1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	1079									242					
68	67	535/2	543/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1080														
69	68	268	272	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1081									243					
69	68	537/2	545/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1082														
69	68	539/2	547/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1083									244					
69	68	270	274	0.0		1/2	1/2	Dynamic	4/4	1	1	0					p								244					
69	68	270	274	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1084									244					
69	68	271	275	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1085														
69	68	268	272	0.0		0	0	Spanner	4/4	2	1	0																		20
69	68	268	272	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1086									245					20
69	68	537/2	545/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1087		articStaccatoAbove												20
69	68	269	273	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1088		articStaccatoAbove												20
69	68	539/2	547/2	0.0		3/8	3/8	Spanner	4/4	2	1	0																		
69	68	539/2	547/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1089		articStaccatoAbove												
69	68	270	274	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1090									246					
69	68	541/2	549/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1091		articStaccatoAbove												
69	68	271	275	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1092		articStaccatoAbove												
69	68	543/2	551/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1093		articStaccatoAbove												
69	68	268	272	1.5		0	0	Chord	4/4	2	2	3/8		1/4	3/2	1094									247					
69	68	539/2	547/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1095														
69	68	270	274	1.5		1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	1096									248					
69	68	543/2	551/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1097														
70	69	545/2	553/2	0.0		1/8	1/8	Spanner	4/4	1	1	0																	18	
70	69	545/2	553/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1098									249				18	
70	69	273	277	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1099		articStaccatoBelow											18	
70	69	547/2	555/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1100		articStaccatoBelow											18	
70	69	274	278	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1101		articStaccatoBelow											18	
70	69	549/2	557/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1102		articStaccatoBelow											18	
70	69	275	279	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1103									250				18	
70	69	551/2	559/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1104		articStaccatoBelow											18	
70	69	272	276	0.0		0	0	Spanner	4/4	2	1	0																		21
70	69	272	276	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1105									251					21
70	69	547/2	555/2	0.0		3/8	3/8	Spanner	4/4	2	1	0													251					
70	69	547/2	555/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1106									251					
70	69	274	278	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1107														
70	69	549/2	557/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1108		articStaccatoBelow												
70	69	275	279	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1109		articAccentBelow							252					
70	69	551/2	559/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1110		articStaccatoBelow												
71	70	276	280	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1111		articStaccatoBelow											18	
71	70	553/2	561/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1112		articStaccatoBelow											18	
71	70	277	281	0.0		1/4	1/4	Spanner	4/4	1	1	0																		
71	70	277	281	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1113									253					
71	70	278	282	0.0		1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	1114														
71	70	278	282	0.0		1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	1115														
71	70	278	282	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1116														
71	70	277	281	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1117		ornamentTrill												
71	70	278	282	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1118														
71	70	276	280	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1119		articStaccatoBelow												
71	70	553/2	561/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1120		articStaccatoBelow												
71	70	277	281	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1121		ornamentTrill							254					
71	70	278	282	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1122														
72	71	280	284	0.0		0	0	Dynamic	4/4	1	1	0					ff													
72	71	280	284	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1123		articAccentBelow												
72	71	282	286	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1124		articAccentBelow												
72	71	283	287	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1125		articAccentBelow												
72	71	281	285	0.0		1/4	1/4	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>pesante"											
72	71	281	285	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1126		articAccentBelow												
72	71	282	286	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1127		articAccentBelow												
72	71	283	287	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1128		articAccentBelow												
73	72	284	288	0.0		0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>tenuto"											
73	72	284	288	4.0		0	0	Chord	4/4	1	1	1		1	1	1129		articAccentAbove												
73	72	284	288	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1130		articTenutoBelow												
73	72	285	289	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	1131		articAccentStaccatoBelow												
73	72	1141/4	1157/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	1132		articAccentStaccatoBelow												
73	72	571/2	579/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	1133		articAccentStaccatoBelow												
73	72	1143/4	1159/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1134		articAccentStaccatoBelow												
73	72	286	290	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1135		articAccentStaccatoBelow												
73	72	573/2	581/2	0.16666666666666666		5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	1136		articAccentStaccatoBelow												
73	72	860/3	872/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1137		articAccentStaccatoBelow												
73	72	287	291	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1138		articAccentStaccatoBelow												
73	72	575/2	583/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1139		articAccentStaccatoBelow												
73	72	284	288	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1140		articAccentBelow												
73	72	285	289	0.0		1/4	1/4	Spanner	4/4	2	1	0																		22
73	72	285	289	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1141		articTenutoBelow												22
73	72	286	290	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1142														22
73	72	287	291	0.0		3/4	3/4	Spanner	4/4	2	1	0																		
73	72	287	291	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1143		articTenutoBelow												
74	73	288	292	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1144		articTenutoBelow												
74	73	289	293	0.16666666666666666		1/4	1/4	Chord	4/4	1	1	1/24		1/16	2/3	1145														
74	73	1735/6	1759/6	0.16666666666666666		7/24	7/24	Chord	4/4	1	1	1/24		1/16	2/3	1146														
74	73	868/3	880/3	0.16666666666666666		1/3	1/3	Chord	4/4	1	1	1/24		1/16	2/3	1147														
74	73	579/2	587/2	0.16666666666666666		3/8	3/8	Chord	4/4	1	1	1/24		1/16	2/3	1148														
74	73	869/3	881/3	0.16666666666666666		5/12	5/12	Chord	4/4	1	1	1/24		1/16	2/3	1149														
74	73	1739/6	1763/6	0.16666666666666666		11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	1150														
74	73	290	294	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1151														
74	73	581/2	589/2	0.16666666666666666		5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	1152														
74	73	872/3	884/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1153														
74	73	291	295	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1154		articStaccatoBelow												
74	73	583/2	591/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1155		articStaccatoBelow												
74	73	288	292	4.0		0	0	Chord	4/4	1	2	1		1	1	1156														
74	73	288	292	0.0		0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"											
74	73	288	292	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1157		articTenutoBelow												
74	73	289	293	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1158		articTenutoBelow												
74	73	290	294	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1159		articTenutoBelow												
74	73	291	295	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1160		articTenutoBelow												
75	74	292	296	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1161														
75	74	295	299	0.0		3/4	3/4	Dynamic	4/4	1	1	0					p													
75	74	295	299	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1162									255					
75	74	1183/4	1199/4	0.0		15/16	15/16	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cantabile"						255					
75	74	1183/4	1199/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1163									255					
75	74	292	296	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1164		articTenutoBelow												
75	74	292	296	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1165		articTenutoBelow												
75	74	293	297	0.0		1/4	1/4	Dynamic	4/4	2	1	0					p													
75	74	293	297	0.16666666666666666		1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	1166		articStaccatoBelow												
75	74	1759/6	1783/6	0.16666666666666666		7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	1167														
75	74	880/3	892/3	0.16666666666666666		1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	1168														
75	74	587/2	595/2	0.16666666666666666		3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	1169														
75	74	881/3	893/3	0.16666666666666666		5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	1170														
75	74	1763/6	1787/6	0.16666666666666666		11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	1171														
75	74	294	298	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1172		articStaccatoBelow												
75	74	589/2	597/2	0.16666666666666666		5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	1173														
75	74	884/3	896/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1174		articStaccatoBelow												
75	74	295	299	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1175		articStaccatoBelow												
75	74	591/2	599/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1176		articStaccatoBelow												
76	75	296	300	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1177														
76	75	297	301	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1178		articTenutoBelow												
76	75	298	302	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1179		articTenutoBelow												
76	75	299	303	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1180									256					
76	75	296	300	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1181		articTenutoAbove												
76	75	297	301	0.16666666666666666		1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	1182		articStaccatoBelow												
76	75	1783/6	1807/6	0.16666666666666666		7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	1183														
76	75	892/3	904/3	0.16666666666666666		1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	1184														
76	75	595/2	603/2	0.16666666666666666		3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	1185														
76	75	893/3	905/3	0.16666666666666666		5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	1186														
76	75	1787/6	1811/6	0.16666666666666666		11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	1187														
76	75	298	302	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1188		articStaccatoBelow												
76	75	597/2	605/2	0.16666666666666666		5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	1189														
76	75	896/3	908/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1190		articStaccatoBelow												
76	75	299	303	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1191		articStaccatoBelow												
76	75	599/2	607/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1192		articStaccatoBelow												
77	76	300	304	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1193									256					
77	76	301	305	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1194									256					
77	76	302	306	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1195														
77	76	303	307	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1196		articAccentBelow							257					
77	76	300	304	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1197		articTenutoBelow												
77	76	301	305	0.16666666666666666		1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	1198		articStaccatoBelow												
77	76	1807/6	1831/6	0.16666666666666666		7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	1199														
77	76	904/3	916/3	0.16666666666666666		1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	1200														
77	76	603/2	611/2	0.16666666666666666		3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	1201														
77	76	905/3	917/3	0.16666666666666666		5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	1202														
