mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
456	455	3059/4	3059/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3419																
456	455	765	765	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3420																
457	456	1531/2	1531/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3421		articStaccatoAbove														
457	456	3065/4	3065/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3422									370							
457	456	1533/2	1533/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3423																
457	456	766	766	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	3424																
458	457	767	767	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3425		articStaccatoAbove														
458	457	3071/4	3071/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3426									371							
458	457	768	768	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3427		articStaccatoAbove														
458	457	767	767	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3428																
458	457	3071/4	3071/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3429																
458	457	768	768	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3430																
459	458	1537/2	1537/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3431		articStaccatoAbove														
459	458	3077/4	3077/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3432									372							
459	458	1539/2	1539/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3433		articStaccatoAbove														
459	458	769	769	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	3434																
460	459	770	770	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3435		articStaccatoAbove														
460	459	3083/4	3083/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3436									373							
460	459	771	771	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3437		articStaccatoAbove														
460	459	770	770	0.0	0	0	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"													
460	459	770	770	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3438																
460	459	3083/4	3083/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3439																
460	459	771	771	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3440																
461	460	1543/2	1543/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3441		articStaccatoBelow														
461	460	3089/4	3089/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3442									374							
461	460	1545/2	1545/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3443																
461	460	772	772	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	3444																
462	461	773	773	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3445		articStaccatoBelow														
462	461	3095/4	3095/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3446									375							
462	461	774	774	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3447																
462	461	773	773	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3448																
462	461	3095/4	3095/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3449									376							
462	461	774	774	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3450																
463	462	1549/2	1549/2	0.0	0	0	Dynamic	3/8	1	1	0					p															
463	462	1549/2	1549/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3451		articStaccatoBelow														
463	462	3101/4	3101/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3452									377							
463	462	1551/2	1551/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3453		articStaccatoBelow														
463	462	775	775	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	3454																
465	464	1555/2	1555/2	0.0	0	0	StaffText	2/8	1	1	0							"<b><font size=""10.7894""/><font face=""Plantin MT Std""/>3/8=2/8 Pesante sostenuto</b>"													
465	464	1555/2	1555/2	0.0	0	0	Tempo	2/8	1	1	0								𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0								
465	464	778	778	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3455		articAccentBelow														
465	464	778	778	0.0	1/8	1/8	Dynamic	2/8	2	1	0					f															
465	464	778	778	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3456		articTenutoBelow														
466	465	1557/2	1557/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3457		articAccentBelow														
466	465	779	779	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3458		articAccentBelow														
466	465	1557/2	1557/2	0.0	0	0	StaffText	2/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>portamento"													
466	465	1557/2	1557/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3459		articTenutoBelow														
466	465	779	779	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3460		articTenutoBelow														
467	466	1559/2	1559/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3461																
467	466	780	780	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3462																
467	466	4681/6	4681/6	0.0	1/6	1/6	Spanner	2/8	1	1	0																65				
467	466	2341/3	2341/3	0.0	5/24	5/24	Spanner	2/8	1	1	0																				
467	466	780	780	0.16666666666666666	1/8	1/8	Chord	2/8	1	2	1/24		1/16	2/3	3463									378							
467	466	4681/6	4681/6	0.16666666666666666	1/6	1/6	Chord	2/8	1	2	1/24		1/16	2/3	3464									378							
467	466	2341/3	2341/3	0.16666666666666666	5/24	5/24	Chord	2/8	1	2	1/24		1/16	2/3	3465									378							
467	466	1559/2	1559/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3466		articTenutoBelow														
467	466	780	780	0.0	1/8	1/8	Spanner	2/8	2	1	0															48					
467	466	780	780	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3467									379		48					
468	467	1561/2	1561/2	0.0	0	0	Spanner	2/8	1	1	0															49					
468	467	1561/2	1561/2	0.0	0	0	Spanner	2/8	1	1	0															49, 50					
468	467	1561/2	1561/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3468									380		49, 50					
468	467	781	781	0.0	1/8	1/8	StaffText	2/8	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>espressivo"						380		50					
468	467	781	781	0.0	1/8	1/8	Spanner	2/8	1	1	0													380		50					
468	467	781	781	0.25	1/8	1/8	Chord	2/8	1	1	1/16		1/16	1	3469									380		50					
468	467	3125/4	3125/4	0.25	3/16	3/16	Chord	2/8	1	1	1/16		1/16	1	3470									380		50					
468	467	1561/2	1561/2	1.0	0	0	Chord	2/8	1	2	1/4		1/4	1	3471											50					
468	467	1561/2	1561/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3472											48					
468	467	781	781	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3473											48					
468	467	781	781	0.16666666666666666	1/8	1/8	Chord	2/8	2	2	1/24		1/16	2/3	3474									381		48					
468	467	4687/6	4687/6	0.16666666666666666	1/6	1/6	Chord	2/8	2	2	1/24		1/16	2/3	3475									381		48					
468	467	2344/3	2344/3	0.16666666666666666	5/24	5/24	Chord	2/8	2	2	1/24		1/16	2/3	3476									381		48					
469	468	1563/2	1563/2	0.25	0	0	Chord	2/8	1	1	1/16		1/16	1	3477									380		50					
469	468	3127/4	3127/4	0.0	1/16	1/16	Spanner	2/8	1	1	0																				
469	468	3127/4	3127/4	0.25	1/16	1/16	Chord	2/8	1	1	1/16		1/16	1	3478																
469	468	782	782	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3479		articAccentAbove														
469	468	1563/2	1563/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3480											48					
469	468	782	782	0.0	1/8	1/8	Dynamic	2/8	2	1	0					f															
469	468	782	782	0.0	1/8	1/8	Spanner	2/8	2	1	0																				
469	468	782	782	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3481		articTenutoBelow														
469	468	1563/2	1563/2	0.5	0	0	Chord	2/8	2	2	1/8		1/8	1	3482																
470	469	1565/2	1565/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3483		articAccentAbove														
470	469	783	783	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3484		articAccentAbove														
470	469	1565/2	1565/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3485		articTenutoBelow														
470	469	783	783	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3486		articTenutoBelow														
471	470	1567/2	1567/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3487		articAccentAbove														
471	470	784	784	0.0	1/8	1/8	Spanner	2/8	1	1	0																66				
471	470	784	784	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3488												66				
471	470	2353/3	2353/3	0.0	5/24	5/24	Spanner	2/8	1	1	0																				
471	470	784	784	0.16666666666666666	1/8	1/8	Chord	2/8	1	2	1/24		1/16	2/3	3489									382							
471	470	4705/6	4705/6	0.16666666666666666	1/6	1/6	Chord	2/8	1	2	1/24		1/16	2/3	3490									382							
471	470	2353/3	2353/3	0.16666666666666666	5/24	5/24	Chord	2/8	1	2	1/24		1/16	2/3	3491									382							
471	470	1567/2	1567/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3492		articTenutoBelow														
471	470	784	784	0.0	1/8	1/8	Spanner	2/8	2	1	0															51					
471	470	784	784	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3493									383		51					
472	471	1569/2	1569/2	0.0	0	0	StaffText	2/8	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>espressivo"													
472	471	1569/2	1569/2	0.0	0	0	Spanner	2/8	1	1	0															52					
472	471	1569/2	1569/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3494									384		52					
472	471	785	785	0.25	1/8	1/8	Chord	2/8	1	1	1/16		1/16	1	3495									384		52					
472	471	3141/4	3141/4	0.25	3/16	3/16	Chord	2/8	1	1	1/16		1/16	1	3496									384		52					
472	471	1569/2	1569/2	1.0	0	0	Chord	2/8	1	2	1/4		1/4	1	3497											52					
472	471	1569/2	1569/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3498											51					
472	471	785	785	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3499									385		51					
472	471	785	785	0.16666666666666666	1/8	1/8	Chord	2/8	2	2	1/24		1/16	2/3	3500											51					
472	471	4711/6	4711/6	0.16666666666666666	1/6	1/6	Chord	2/8	2	2	1/24		1/16	2/3	3501											51					
472	471	2356/3	2356/3	0.16666666666666666	5/24	5/24	Chord	2/8	2	2	1/24		1/16	2/3	3502											51					
473	472	1571/2	1571/2	0.25	0	0	Chord	2/8	1	1	1/16		1/16	1	3503									384		52					
473	472	3143/4	3143/4	0.0	1/16	1/16	Spanner	2/8	1	1	0																				
473	472	3143/4	3143/4	0.25	1/16	1/16	Chord	2/8	1	1	1/16		1/16	1	3504																
473	472	786	786	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3505		articTenutoAbove														
473	472	1571/2	1571/2	0.0	0	0	Spanner	2/8	2	1	0																				
473	472	1571/2	1571/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3506																
473	472	786	786	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3507		articTenutoBelow														
474	473	1573/2	1573/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3508		articTenutoAbove														
474	473	787	787	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3509		articTenutoAbove														
474	473	1573/2	1573/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3510		articTenutoBelow														
474	473	787	787	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3511		articTenutoBelow														
475	474	1575/2	1575/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3512		articTenutoAbove														
475	474	788	788	0.0	1/8	1/8	Spanner	2/8	1	1	0																67				
475	474	788	788	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3513		articTenutoBelow										67				
475	474	1575/2	1575/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3514		articTenutoBelow														
475	474	788	788	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3515		articTenutoAbove														
476	475	1577/2	1577/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3516		articTenutoBelow										67				
476	475	789	789	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3517		articTenutoBelow										67				
476	475	1577/2	1577/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3518		articTenutoAbove														
476	475	789	789	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3519		articTenutoAbove														
477	476	1579/2	1579/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3520		articTenutoBelow										67				
477	476	790	790	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3521												67				
477	476	790	790	0.16666666666666666	1/8	1/8	Chord	2/8	1	2	1/24		1/16	2/3	3522												67				
477	476	4741/6	4741/6	0.16666666666666666	1/6	1/6	Chord	2/8	1	2	1/24		1/16	2/3	3523												67				
477	476	2371/3	2371/3	0.16666666666666666	5/24	5/24	Chord	2/8	1	2	1/24		1/16	2/3	3524												67				
477	476	1579/2	1579/2	0.0	0	0	StaffText	2/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>allargando"													
477	476	1579/2	1579/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3525		articTenutoAbove														
477	476	790	790	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3526		articTenutoAbove														
478	477	1581/2	1581/2	0.0	0	0	Spanner	2/8	1	1	0																				
478	477	1581/2	1581/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3527									386							
478	477	791	791	0.25	1/8	1/8	Chord	2/8	1	1	1/16		1/16	1	3528									386							
478	477	3165/4	3165/4	0.25	3/16	3/16	Chord	2/8	1	1	1/16		1/16	1	3529									386							
478	477	1581/2	1581/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3530		articTenutoBelow														
478	477	791	791	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3531		articTenutoBelow														
479	478	1583/2	1583/2	0.25	0	0	Chord	2/8	1	1	1/16		1/16	1	3532									386							
479	478	3167/4	3167/4	0.25	1/16	1/16	Chord	2/8	1	1	1/16		1/16	1	3533									386							
479	478	792	792	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3534		articAccentBelow							387							
479	478	1583/2	1583/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3535		articTenutoAbove														
479	478	792	792	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3536		articAccentAbove														
480	479	1585/2	1585/2	0.0	0	0	StaffText	2/8	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>allargando"						387							
480	479	1585/2	1585/2	0.0	0	0	Chord	2/8	1	1	0	acciaccatura	1/8	1	3537									387							
480	479	1585/2	1585/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3538									387							
480	479	793	793	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3539																
480	479	1585/2	1585/2	0.16666666666666666	0	0	Chord	2/8	2	1	1/24		1/16	2/3	3540																
480	479	2378/3	2378/3	0.16666666666666666	1/24	1/24	Chord	2/8	2	1	1/24		1/16	2/3	3541																
480	479	4757/6	4757/6	0.16666666666666666	1/12	1/12	Chord	2/8	2	1	1/24		1/16	2/3	3542																
480	479	793	793	0.0	1/8	1/8	Spanner	2/8	2	1	0														2						
480	479	793	793	0.0	1/8	1/8	Spanner	2/8	2	1	0														2		68				
480	479	793	793	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3543										2		68				
480	479	1585/2	1585/2	1.0	0	0	Chord	2/8	2	2	1/4		1/4	1	3544												68				
481	480	1587/2	1587/2	0.5	0	0	Chord	2/8	1	1	1/8		1/8	1	3545																
481	480	794	794	0.0	1/8	1/8	Tempo	2/8	1	1	0								𝅘𝅥.=82-88	123.0			0.0								
481	480	794	794	0.5	1/8	1/8	Chord	2/8	1	1	1/8		1/8	1	3546		articAccentBelow														
481	480	1587/2	1587/2	0.5	0	0	Chord	2/8	2	1	1/8		1/8	1	3547										2		68				
481	480	794	794	0.0	1/8	1/8	Spanner	2/8	2	1	0																				
481	480	794	794	0.0	1/8	1/8	Spanner	2/8	2	1	0																				
481	480	794	794	0.0	1/8	1/8	Chord	2/8	2	1	0	grace16	1/16	1	3548																
481	480	794	794	0.0	1/8	1/8	Chord	2/8	2	1	0	grace16	1/16	1	3549																
481	480	794	794	0.5	1/8	1/8	Chord	2/8	2	1	1/8		1/8	1	3550		articAccentAbove														
482	481	1589/2	1589/2	0.0	0	0	StaffText	3/8	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>a tempo I"													
482	481	1589/2	1589/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	3551									388							
482	481	3179/4	3179/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	3552									388							
482	481	795	795	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	3553									388							
482	481	3181/4	3181/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3554									388							
482	481	1591/2	1591/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3555									388							
482	481	1589/2	1589/2	0.0	0	0	Dynamic	3/8	2	1	0					ff															
482	481	1589/2	1589/2	0.0	0	0	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>brioso"													
482	481	1589/2	1589/2	0.0	0	0	Spanner	3/8	2	1	0															53					
482	481	1589/2	1589/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3556									389		53					
482	481	3181/4	3181/4	0.0	3/16	3/16	Spanner	3/8	2	1	0																				
482	481	3181/4	3181/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3557																
483	482	796	796	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3558		articStaccatoAbove														
483	482	1593/2	1593/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	3559									390							
483	482	3187/4	3187/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3560									390							
483	482	797	797	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	3561									390							
483	482	3189/4	3189/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	3562									390							
483	482	796	796	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3563		articTenutoAbove														
483	482	3187/4	3187/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3564		articTenutoAbove														
484	483	1595/2	1595/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3565																
484	483	798	798	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3566		articStaccatoBelow														
484	483	1597/2	1597/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3567		articStaccatoBelow														
484	483	1595/2	1595/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3568		articTenutoBelow														
484	483	3193/4	3193/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3569		articTenutoBelow														
485	484	799	799	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	3570		articTenutoBelow							391							
485	484	800	800	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3571		articAccentStaccatoBelow														
485	484	799	799	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3572		articTenutoBelow														
485	484	3199/4	3199/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3573		articAccentBelow														
486	485	1601/2	1601/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	3574		articTenutoBelow							392							
486	485	1603/2	1603/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3575		articAccentStaccatoBelow														
486	485	1601/2	1601/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3576		articTenutoBelow														
486	485	3205/4	3205/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3577		articAccentBelow														
487	486	802	802	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	3578		articTenutoBelow							393							
487	486	803	803	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3579		articAccentBelow														
487	486	802	802	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3580		articTenutoBelow														
487	486	3211/4	3211/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3581		articAccentBelow														
488	487	1607/2	1607/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	3582		articTenutoAbove														
488	487	3217/4	3217/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3583		articTenutoAbove														
488	487	1609/2	1609/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3584		articTenutoAbove														
488	487	1607/2	1607/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3585		articTenutoBelow														
488	487	3217/4	3217/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3586		articAccentBelow														
489	488	805	805	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	3587		articTenutoAbove														
489	488	805	805	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	3588																
490	489	1613/2	1613/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	3589																
490	489	1615/2	1615/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0					p															
490	489	1615/2	1615/2	0.0	1/4	1/4	Spanner	3/8	1	1	0																				5
490	489	1615/2	1615/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3590		articStaccatoAbove														5
490	489	1613/2	1613/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	3591																
490	489	1615/2	1615/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3592																
491	490	808	808	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	3593																5
491	490	808	808	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3594									394							5
491	490	1617/2	1617/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3595		articStaccatoAbove														5
491	490	809	809	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3596		articStaccatoAbove														5
491	490	808	808	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3597																
491	490	3235/4	3235/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3598																
492	491	1619/2	1619/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	3599																5
492	491	1619/2	1619/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3600									395							5
492	491	810	810	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3601																5
492	491	1621/2	1621/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3602		articAccentAbove														5
492	491	1619/2	1619/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3603																
492	491	3241/4	3241/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3604																
493	492	811	811	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3605		articStaccatoAbove							396							5
493	492	1623/2	1623/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3606		articStaccatoAbove							396							5
493	492	812	812	0.0	1/4	1/4	StaffText	3/8	1	1	0							cresc.													5
493	492	812	812	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3607		articStaccatoAbove														5
493	492	811	811	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3608																
493	492	3247/4	3247/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3609																
494	493	1625/2	1625/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3610									397							5
494	493	813	813	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3611																5
494	493	1627/2	1627/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3612		articStaccatoAbove														5
494	493	1625/2	1625/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3613																
494	493	3253/4	3253/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3614																
495	494	814	814	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3615		articStaccatoBelow							398							5
495	494	1629/2	1629/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3616		articStaccatoBelow							398							5
495	494	815	815	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3617		articStaccatoBelow														5
495	494	814	814	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3618																
495	494	3259/4	3259/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3619																
496	495	1631/2	1631/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3620									399							5
496	495	816	816	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3621																5
496	495	1633/2	1633/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3622																5
496	495	1631/2	1631/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3623																
496	495	3265/4	3265/4	0.75	3/16	3/16	Chord	3/8	2	1	3/16		1/8	3/2	3624																
497	496	817	817	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	3625		articAccentBelow														5
497	496	817	817	0.0	0	0	Dynamic	3/8	2	1	0					f															
497	496	817	817	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3626																
497	496	3271/4	3271/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3627																
497	496	818	818	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3628																
498	497	1637/2	1637/2	0.0	0	0	Spanner	3/8	1	1	0																				
498	497	1637/2	1637/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	3629		articAccentBelow														
498	497	1637/2	1637/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	3630																
498	497	3277/4	3277/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3631																
498	497	1639/2	1639/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3632																
499	498	820	820	0.0	0	0	Spanner	3/8	1	1	0															54					
499	498	820	820	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	3633		articTenutoAbove							400		54					
499	498	3283/4	3283/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3634		articStaccatoAbove							400		54					
499	498	821	821	0.0	1/4	1/4	Spanner	3/8	1	1	0																				
499	498	821	821	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3635		articStaccatoAbove														
