mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
56	56	1787/8	1787/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1658									248						27
56	56	447/2	447/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	1659									248						27
56	56	1789/8	1789/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	1660									248						27
56	56	895/4	895/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1661									248						27
56	56	1791/8	1791/8	0.0	31/32	31/32	Spanner	4/4	2	1	0																			
56	56	1791/8	1791/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1662															
56	56	889/4	889/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16		1/16	1	1663															
56	56	445/2	445/2	1.0	5/8	5/8	Chord	4/4	2	2	1/4		1/4	1	1664															
57	57	224	224	0.0	0	0	Dynamic	4/4	1	1	0					ff														
57	57	224	224	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1665															
57	57	897/4	897/4	0.0	1/16	1/16	Spanner	4/4	1	1	0															0				
57	57	897/4	897/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	1666									249		0				
57	57	1795/8	1795/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1667									249		0				
57	57	449/2	449/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1668											0				
57	57	899/4	899/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1669									250		0				
57	57	1799/8	1799/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1670									250		0				
57	57	225	225	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	1671									250		0				
57	57	1801/8	1801/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1672									250		0				
57	57	901/4	901/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1673									250		0				
57	57	451/2	451/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	1674									250		0				
57	57	1805/8	1805/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	1675									250		0				
57	57	903/4	903/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1676									250		0				
57	57	226	226	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1677											0				
57	57	905/4	905/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1678									251		0				
57	57	1811/8	1811/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1679									251		0				
57	57	453/2	453/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1680											0				
57	57	907/4	907/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1681									252		0				
57	57	1815/8	1815/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1682									252		0				
57	57	227	227	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1683									252		0				
57	57	1817/8	1817/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1684									252		0				
57	57	909/4	909/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1685									252		0				
57	57	455/2	455/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1686									252		0				
57	57	1821/8	1821/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1687									252		0				
57	57	911/4	911/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1688									252		0				
57	57	224	224	0.125	0	0	Chord	4/4	2	1	1/32		1/32	1	1689									253						
57	57	1793/8	1793/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1690									253						
57	57	897/4	897/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1691									253						
57	57	1795/8	1795/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1692									253						
57	57	449/2	449/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1693									253						
57	57	1797/8	1797/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1694									253						
57	57	899/4	899/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1695									253						
57	57	1799/8	1799/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1696									253						
57	57	225	225	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1697									253						
57	57	226	226	0.125	1/2	1/2	Chord	4/4	2	1	1/32		1/32	1	1698															
57	57	1809/8	1809/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	1699									254						
57	57	905/4	905/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	1700									254						
57	57	1811/8	1811/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1701									254						
57	57	453/2	453/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	1702									254						
57	57	1813/8	1813/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	1703									254						
57	57	907/4	907/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1704									254						
57	57	1815/8	1815/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1705									254						
57	57	227	227	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1706									254						
57	57	225	225	0.125	1/4	1/4	Chord	4/4	2	2	1/32		1/32	1	1707															
57	57	1801/8	1801/8	0.125	9/32	9/32	Chord	4/4	2	2	1/32		1/32	1	1708															
57	57	901/4	901/4	0.125	5/16	5/16	Chord	4/4	2	2	1/32		1/32	1	1709															
57	57	1803/8	1803/8	0.125	11/32	11/32	Chord	4/4	2	2	1/32		1/32	1	1710															
57	57	451/2	451/2	0.125	3/8	3/8	Chord	4/4	2	2	1/32		1/32	1	1711															
57	57	1805/8	1805/8	0.125	13/32	13/32	Chord	4/4	2	2	1/32		1/32	1	1712															
57	57	903/4	903/4	0.125	7/16	7/16	Chord	4/4	2	2	1/32		1/32	1	1713															
57	57	1807/8	1807/8	0.125	15/32	15/32	Chord	4/4	2	2	1/32		1/32	1	1714															
57	57	227	227	0.125	3/4	3/4	Chord	4/4	2	2	1/32		1/32	1	1715															
57	57	1817/8	1817/8	0.125	25/32	25/32	Chord	4/4	2	2	1/32		1/32	1	1716															
57	57	909/4	909/4	0.125	13/16	13/16	Chord	4/4	2	2	1/32		1/32	1	1717															
57	57	1819/8	1819/8	0.125	27/32	27/32	Chord	4/4	2	2	1/32		1/32	1	1718															
57	57	455/2	455/2	0.125	7/8	7/8	Chord	4/4	2	2	1/32		1/32	1	1719															
57	57	1821/8	1821/8	0.125	29/32	29/32	Chord	4/4	2	2	1/32		1/32	1	1720															
57	57	911/4	911/4	0.125	15/16	15/16	Chord	4/4	2	2	1/32		1/32	1	1721															
57	57	1823/8	1823/8	0.125	31/32	31/32	Chord	4/4	2	2	1/32		1/32	1	1722															
58	58	913/4	913/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1723											0				
58	58	457/2	457/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1724											0				
58	58	1831/8	1831/8	0.125	7/32	7/32	Chord	9/8	1	1	1/32		1/32	1	1725											0				
58	58	229	229	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1726											0				
58	58	917/4	917/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1727											0				
58	58	459/2	459/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1728											0				
58	58	1839/8	1839/8	0.125	15/32	15/32	Chord	9/8	1	1	1/32		1/32	1	1729											0				
58	58	230	230	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1730											0				
58	58	921/4	921/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1731											0				
58	58	461/2	461/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1732											0				
58	58	1847/8	1847/8	0.125	23/32	23/32	Chord	9/8	1	1	1/32		1/32	1	1733											0				
58	58	231	231	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1734											0				
58	58	925/4	925/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1735											0				
58	58	463/2	463/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1736											0				
58	58	1855/8	1855/8	0.125	31/32	31/32	Chord	9/8	1	1	1/32		1/32	1	1737											0				
58	58	232	232	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1738											0				
58	58	929/4	929/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1739											0				
58	58	228	228	0.25	0	0	Chord	9/8	1	2	1/16		1/16	1	1740											0				
58	58	913/4	913/4	0.125	1/16	1/16	Chord	9/8	1	2	1/32		1/32	1	1741											0				
58	58	1827/8	1827/8	0.125	3/32	3/32	Chord	9/8	1	2	1/32		1/32	1	1742											0				
58	58	457/2	457/2	0.125	1/8	1/8	Chord	9/8	1	2	1/32		1/32	1	1743											0				
58	58	1829/8	1829/8	0.125	5/32	5/32	Chord	9/8	1	2	1/32		1/32	1	1744											0				
58	58	915/4	915/4	0.125	3/16	3/16	Chord	9/8	1	2	1/32		1/32	1	1745											0				
58	58	1831/8	1831/8	0.125	7/32	7/32	Chord	9/8	1	2	1/32		1/32	1	1746											0				
58	58	229	229	0.125	1/4	1/4	Chord	9/8	1	2	1/32		1/32	1	1747											0				
58	58	1833/8	1833/8	0.125	9/32	9/32	Chord	9/8	1	2	1/32		1/32	1	1748											0				
58	58	917/4	917/4	0.125	5/16	5/16	Chord	9/8	1	2	1/32		1/32	1	1749											0				
58	58	1835/8	1835/8	0.125	11/32	11/32	Chord	9/8	1	2	1/32		1/32	1	1750											0				
58	58	459/2	459/2	0.125	3/8	3/8	Chord	9/8	1	2	1/32		1/32	1	1751											0				
58	58	1837/8	1837/8	0.125	13/32	13/32	Chord	9/8	1	2	1/32		1/32	1	1752											0				
58	58	919/4	919/4	0.125	7/16	7/16	Chord	9/8	1	2	1/32		1/32	1	1753											0				
58	58	1839/8	1839/8	0.125	15/32	15/32	Chord	9/8	1	2	1/32		1/32	1	1754											0				
58	58	230	230	0.125	1/2	1/2	Chord	9/8	1	2	1/32		1/32	1	1755											0				
58	58	1841/8	1841/8	0.125	17/32	17/32	Chord	9/8	1	2	1/32		1/32	1	1756											0				
58	58	921/4	921/4	0.125	9/16	9/16	Chord	9/8	1	2	1/32		1/32	1	1757											0				
58	58	1843/8	1843/8	0.125	19/32	19/32	Chord	9/8	1	2	1/32		1/32	1	1758											0				
58	58	461/2	461/2	0.125	5/8	5/8	Chord	9/8	1	2	1/32		1/32	1	1759											0				
58	58	1845/8	1845/8	0.125	21/32	21/32	Chord	9/8	1	2	1/32		1/32	1	1760											0				
58	58	923/4	923/4	0.125	11/16	11/16	Chord	9/8	1	2	1/32		1/32	1	1761											0				
58	58	1847/8	1847/8	0.125	23/32	23/32	Chord	9/8	1	2	1/32		1/32	1	1762											0				
58	58	231	231	0.125	3/4	3/4	Chord	9/8	1	2	1/32		1/32	1	1763											0				
58	58	1849/8	1849/8	0.125	25/32	25/32	Chord	9/8	1	2	1/32		1/32	1	1764											0				
58	58	925/4	925/4	0.125	13/16	13/16	Chord	9/8	1	2	1/32		1/32	1	1765											0				
58	58	1851/8	1851/8	0.125	27/32	27/32	Chord	9/8	1	2	1/32		1/32	1	1766											0				
58	58	463/2	463/2	0.125	7/8	7/8	Chord	9/8	1	2	1/32		1/32	1	1767											0				
58	58	1853/8	1853/8	0.125	29/32	29/32	Chord	9/8	1	2	1/32		1/32	1	1768											0				
58	58	927/4	927/4	0.125	15/16	15/16	Chord	9/8	1	2	1/32		1/32	1	1769											0				
58	58	1855/8	1855/8	0.125	31/32	31/32	Chord	9/8	1	2	1/32		1/32	1	1770											0				
58	58	232	232	0.125	1	1	Chord	9/8	1	2	1/32		1/32	1	1771											0				
58	58	1857/8	1857/8	0.125	33/32	33/32	Chord	9/8	1	2	1/32		1/32	1	1772											0				
58	58	929/4	929/4	0.125	17/16	17/16	Chord	9/8	1	2	1/32		1/32	1	1773											0				
58	58	1859/8	1859/8	0.125	35/32	35/32	Chord	9/8	1	2	1/32		1/32	1	1774											0				
58	58	228	228	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1775															
58	58	913/4	913/4	0.125	1/16	1/16	Chord	9/8	2	1	1/32		1/32	1	1776									255						
58	58	1827/8	1827/8	0.125	3/32	3/32	Chord	9/8	2	1	1/32		1/32	1	1777									255						
58	58	457/2	457/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1778															
58	58	915/4	915/4	0.125	3/16	3/16	Chord	9/8	2	1	1/32		1/32	1	1779									256						
58	58	1831/8	1831/8	0.125	7/32	7/32	Chord	9/8	2	1	1/32		1/32	1	1780									256						
58	58	229	229	0.125	1/4	1/4	Chord	9/8	2	1	1/32		1/32	1	1781									256						
58	58	1833/8	1833/8	0.125	9/32	9/32	Chord	9/8	2	1	1/32		1/32	1	1782									256						
58	58	917/4	917/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1783															
58	58	459/2	459/2	0.125	3/8	3/8	Chord	9/8	2	1	1/32		1/32	1	1784									257						
58	58	1837/8	1837/8	0.125	13/32	13/32	Chord	9/8	2	1	1/32		1/32	1	1785									257						
58	58	919/4	919/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1786															
58	58	230	230	0.125	1/2	1/2	Chord	9/8	2	1	1/32		1/32	1	1787									258						
58	58	1841/8	1841/8	0.125	17/32	17/32	Chord	9/8	2	1	1/32		1/32	1	1788									258						
58	58	921/4	921/4	0.125	9/16	9/16	Chord	9/8	2	1	1/32		1/32	1	1789									258						
58	58	1843/8	1843/8	0.125	19/32	19/32	Chord	9/8	2	1	1/32		1/32	1	1790									258						
58	58	461/2	461/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1791															
58	58	923/4	923/4	0.125	11/16	11/16	Chord	9/8	2	1	1/32		1/32	1	1792									259						
58	58	1847/8	1847/8	0.125	23/32	23/32	Chord	9/8	2	1	1/32		1/32	1	1793									259						
58	58	231	231	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1794															
58	58	925/4	925/4	0.125	13/16	13/16	Chord	9/8	2	1	1/32		1/32	1	1795									260						
58	58	1851/8	1851/8	0.125	27/32	27/32	Chord	9/8	2	1	1/32		1/32	1	1796									260						
58	58	463/2	463/2	0.125	7/8	7/8	Chord	9/8	2	1	1/32		1/32	1	1797									260						
58	58	1853/8	1853/8	0.125	29/32	29/32	Chord	9/8	2	1	1/32		1/32	1	1798									260						
58	58	927/4	927/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1799															
58	58	3713/16	3713/16	0.0	65/64	65/64	Spanner	9/8	2	1	0																		18	
58	58	3713/16	3713/16	0.0625	65/64	65/64	Chord	9/8	2	1	1/64		1/64	1	1800									261					18	
58	58	1857/8	1857/8	0.0625	33/32	33/32	Chord	9/8	2	1	1/64		1/64	1	1801									261					18	
58	58	3715/16	3715/16	0.0625	67/64	67/64	Chord	9/8	2	1	1/64		1/64	1	1802									261					18	
58	58	929/4	929/4	0.0625	17/16	17/16	Chord	9/8	2	1	1/64		1/64	1	1803									261					18	
58	58	3717/16	3717/16	0.0625	69/64	69/64	Chord	9/8	2	1	1/64		1/64	1	1804									261					18	
58	58	1859/8	1859/8	0.0625	35/32	35/32	Chord	9/8	2	1	1/64		1/64	1	1805									261					18	
58	58	3719/16	3719/16	0.0625	71/64	71/64	Chord	9/8	2	1	1/64		1/64	1	1806									261					18	
59	59	465/2	465/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1807									262		0				
59	59	233	233	0.0625	1/8	1/8	Chord	4/4	1	1	1/64		1/64	1	1808									262		0				
59	59	3729/16	3729/16	0.0625	9/64	9/64	Chord	4/4	1	1	1/64		1/64	1	1809									262		0				
59	59	1865/8	1865/8	0.0625	5/32	5/32	Chord	4/4	1	1	1/64		1/64	1	1810									262		0				
59	59	3731/16	3731/16	0.0625	11/64	11/64	Chord	4/4	1	1	1/64		1/64	1	1811									262		0				
59	59	933/4	933/4	0.0625	3/16	3/16	Chord	4/4	1	1	1/64		1/64	1	1812									262		0				
59	59	3733/16	3733/16	0.0625	13/64	13/64	Chord	4/4	1	1	1/64		1/64	1	1813									262		0				
59	59	1867/8	1867/8	0.0625	7/32	7/32	Chord	4/4	1	1	1/64		1/64	1	1814									262		0				
59	59	3735/16	3735/16	0.0625	15/64	15/64	Chord	4/4	1	1	1/64		1/64	1	1815									262		0				
59	59	467/2	467/2	0.0625	1/4	1/4	Chord	4/4	1	1	1/64		1/64	1	1816									262		0				
59	59	3737/16	3737/16	0.0625	17/64	17/64	Chord	4/4	1	1	1/64		1/64	1	1817									262		0				
59	59	1869/8	1869/8	0.0625	9/32	9/32	Chord	4/4	1	1	1/64		1/64	1	1818									262		0				
59	59	3739/16	3739/16	0.0625	19/64	19/64	Chord	4/4	1	1	1/64		1/64	1	1819									262		0				
59	59	935/4	935/4	0.0625	5/16	5/16	Chord	4/4	1	1	1/64		1/64	1	1820									262		0				
59	59	3741/16	3741/16	0.0625	21/64	21/64	Chord	4/4	1	1	1/64		1/64	1	1821									262		0				
59	59	1871/8	1871/8	0.0625	11/32	11/32	Chord	4/4	1	1	1/64		1/64	1	1822									262		0				
59	59	3743/16	3743/16	0.0625	23/64	23/64	Chord	4/4	1	1	1/64		1/64	1	1823									262		0				
59	59	234	234	0.0	3/8	3/8	Spanner	4/4	1	1	0													262		0			19	
59	59	234	234	0.0625	3/8	3/8	Chord	4/4	1	1	1/64		1/64	1	1824									262		0			19	
59	59	3745/16	3745/16	0.0625	25/64	25/64	Chord	4/4	1	1	1/64		1/64	1	1825									262		0			19	
59	59	1873/8	1873/8	0.0625	13/32	13/32	Chord	4/4	1	1	1/64		1/64	1	1826									262		0			19	
59	59	3747/16	3747/16	0.0625	27/64	27/64	Chord	4/4	1	1	1/64		1/64	1	1827									262		0			19	
59	59	937/4	937/4	0.0625	7/16	7/16	Chord	4/4	1	1	1/64		1/64	1	1828									262		0			19	
59	59	3749/16	3749/16	0.0625	29/64	29/64	Chord	4/4	1	1	1/64		1/64	1	1829									262		0			19	
59	59	1875/8	1875/8	0.0625	15/32	15/32	Chord	4/4	1	1	1/64		1/64	1	1830									262		0			19	
59	59	3751/16	3751/16	0.0	31/64	31/64	Spanner	4/4	1	1	0															0				
59	59	3751/16	3751/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64		1/64	1	1831											0				
59	59	469/2	469/2	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1832		articStaccatoAbove									0				
59	59	1877/8	1877/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1833		articStaccatoAbove									0				
59	59	939/4	939/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1834		articStaccatoAbove									0				
59	59	1879/8	1879/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1835		articStaccatoAbove									0				
59	59	235	235	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1836		articStaccatoAbove									0				
59	59	1881/8	1881/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1837		articStaccatoAbove									0				
59	59	941/4	941/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1838		articStaccatoAbove									0				
59	59	1883/8	1883/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1839		articStaccatoAbove									0				
59	59	471/2	471/2	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1840		articStaccatoAbove									0				
59	59	1885/8	1885/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1841		articStaccatoAbove									0				
59	59	943/4	943/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1842		articStaccatoAbove									0				
59	59	1887/8	1887/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1843		articStaccatoAbove									0				
59	59	236	236	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1844		articStaccatoAbove									0				
59	59	1889/8	1889/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1845		articStaccatoAbove									0				
59	59	945/4	945/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1846		articStaccatoAbove									0				
59	59	1891/8	1891/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1847		articStaccatoAbove									0				
59	59	465/2	465/2	0.0625	0	0	Chord	4/4	1	2	1/64		1/64	1	1848											0				
59	59	3721/16	3721/16	0.0625	1/64	1/64	Chord	4/4	1	2	1/64		1/64	1	1849											0				
59	59	1861/8	1861/8	0.0625	1/32	1/32	Chord	4/4	1	2	1/64		1/64	1	1850											0				
59	59	3723/16	3723/16	0.0625	3/64	3/64	Chord	4/4	1	2	1/64		1/64	1	1851											0				
59	59	931/4	931/4	0.0625	1/16	1/16	Chord	4/4	1	2	1/64		1/64	1	1852											0				
59	59	3725/16	3725/16	0.0625	5/64	5/64	Chord	4/4	1	2	1/64		1/64	1	1853											0				
59	59	1863/8	1863/8	0.0625	3/32	3/32	Chord	4/4	1	2	1/64		1/64	1	1854											0				
59	59	3727/16	3727/16	0.0625	7/64	7/64	Chord	4/4	1	2	1/64		1/64	1	1855											0				
59	59	465/2	465/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>diminuendo leggiero"												
59	59	465/2	465/2	0.0	0	0	Dynamic	4/4	2	1	0					sf														
59	59	465/2	465/2	0.0	0	0	Spanner	4/4	2	1	0																			
59	59	465/2	465/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1856															
59	59	3729/16	3729/16	0.0	9/64	9/64	Spanner	4/4	2	1	0																		20	
59	59	3729/16	3729/16	0.0625	9/64	9/64	Chord	4/4	2	1	1/64		1/64	1	1857									263					20	
59	59	1865/8	1865/8	0.0625	5/32	5/32	Chord	4/4	2	1	1/64		1/64	1	1858									263					20	
59	59	3731/16	3731/16	0.0625	11/64	11/64	Chord	4/4	2	1	1/64		1/64	1	1859									263					20	
59	59	933/4	933/4	0.0625	3/16	3/16	Chord	4/4	2	1	1/64		1/64	1	1860									263					20	
59	59	3733/16	3733/16	0.0625	13/64	13/64	Chord	4/4	2	1	1/64		1/64	1	1861									263					20	
59	59	1867/8	1867/8	0.0625	7/32	7/32	Chord	4/4	2	1	1/64		1/64	1	1862									263					20	
59	59	3735/16	3735/16	0.0625	15/64	15/64	Chord	4/4	2	1	1/64		1/64	1	1863									263					20	
59	59	467/2	467/2	0.0	1/4	1/4	Spanner	4/4	2	1	0																			
59	59	467/2	467/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1864															
59	59	3745/16	3745/16	0.0625	25/64	25/64	Chord	4/4	2	1	1/64		1/64	1	1865									264						
59	59	1873/8	1873/8	0.0625	13/32	13/32	Chord	4/4	2	1	1/64		1/64	1	1866									264						
59	59	3747/16	3747/16	0.0625	27/64	27/64	Chord	4/4	2	1	1/64		1/64	1	1867									264						
59	59	937/4	937/4	0.0625	7/16	7/16	Chord	4/4	2	1	1/64		1/64	1	1868									264						
59	59	3749/16	3749/16	0.0625	29/64	29/64	Chord	4/4	2	1	1/64		1/64	1	1869									264						
59	59	1875/8	1875/8	0.0625	15/32	15/32	Chord	4/4	2	1	1/64		1/64	1	1870									264						
59	59	3751/16	3751/16	0.0625	31/64	31/64	Chord	4/4	2	1	1/64		1/64	1	1871									264						
59	59	469/2	469/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1872		articStaccatoAbove													
59	59	1879/8	1879/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1873		articStaccatoAbove													
59	59	235	235	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1874		articTenutoAbove													
59	59	236	236	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1875		articTenutoBelow													
60	60	473/2	473/2	0.0	0	0	Dynamic	4/4	1	1	0					p										0				
60	60	473/2	473/2	0.375	0	0	Chord	4/4	1	1	3/32		1/16	3/2	1876											0				
60	60	1895/8	1895/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1877											0				
60	60	237	237	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1878											0				
60	60	949/4	949/4	0.375	3/16	3/16	Chord	4/4	1	1	3/32		1/16	3/2	1879											0				
60	60	1901/8	1901/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1880											0				
60	60	951/4	951/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1881											0				
60	60	238	238	0.375	3/8	3/8	Chord	4/4	1	1	3/32		1/16	3/2	1882											0				
60	60	1907/8	1907/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1883											0				
60	60	477/2	477/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1884											0				
60	60	955/4	955/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1885											0				
60	60	1911/8	1911/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1886											0				
60	60	1913/8	1913/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1887											0				
60	60	957/4	957/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1888											0				
60	60	479/2	479/2	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1889											0				
60	60	1917/8	1917/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1890											0				
60	60	1919/8	1919/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1891											0				
60	60	240	240	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1892											0				
60	60	961/4	961/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1893											0				
60	60	1923/8	1923/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1894											0				
60	60	473/2	473/2	0.0	0	0	Spanner	4/4	2	1	0																15	15		
60	60	473/2	473/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1895		articTenutoBelow							265			15	15		
60	60	947/4	947/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1896									265			15	15		
60	60	1895/8	1895/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1897									265			15	15		
60	60	237	237	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1898									265			15	15		
60	60	1897/8	1897/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1899									265			15	15		
60	60	949/4	949/4	0.0	3/16	3/16	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>leggierissimo mancando"						265			15	15		
60	60	949/4	949/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1900									265			15	15		
60	60	1899/8	1899/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1901									265			15	15		
