mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
23	23	181/2	181/2	0.0	5/8	5/8	Spanner	4/4	1	1	0																		4	
23	23	181/2	181/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	486														4	
23	23	725/8	725/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	487														4	
23	23	363/4	363/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	488														4	
23	23	727/8	727/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	489														4	
23	23	91	91	0.0	3/4	3/4	Spanner	4/4	1	1	0																			
23	23	91	91	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	490															
23	23	729/8	729/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	491															
23	23	183/2	183/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																		5	
23	23	183/2	183/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	492														5	
23	23	733/8	733/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	493														5	
23	23	367/4	367/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	494														5	
23	23	735/8	735/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	495														5	
23	23	88	88	0.0	0	0	Spanner	4/4	1	2	0																		5	10
23	23	88	88	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	496		articTenutoBelow												5	10
23	23	89	89	0.0	1/4	1/4	Spanner	4/4	1	2	0																		5	
23	23	90	90	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	497		articTenutoBelow												5	
23	23	361/4	361/4	0.125	9/16	9/16	Chord	4/4	1	2	1/32		1/32	1	498									83					5	
23	23	723/8	723/8	0.125	19/32	19/32	Chord	4/4	1	2	1/32		1/32	1	499									83					5	
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	500									83					5	
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	501									83					5	
23	23	91	91	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	502														5	
23	23	365/4	365/4	0.125	13/16	13/16	Chord	4/4	1	2	1/32		1/32	1	503									84					5	
23	23	731/8	731/8	0.125	27/32	27/32	Chord	4/4	1	2	1/32		1/32	1	504									84					5	
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	505									84					5	
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	506									84					5	
23	23	88	88	0.0	0	0	Spanner	4/4	2	1	0																12	12		
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	507												12	12		
23	23	713/8	713/8	0.0	9/32	9/32	Dynamic	4/4	2	1	0					pp											12	12		
23	23	717/8	717/8	0.375	13/32	13/32	Chord	4/4	2	1	3/32		1/16	3/2	508												12	12		
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	509												12	12		
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	510		articTenutoAbove							85			12	12		
23	23	363/4	363/4	0.0	11/16	11/16	Spanner	4/4	2	1	0													85						
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	511		articTenutoAbove							85						
23	23	91	91	0.0	3/4	3/4	Spanner	4/4	2	1	0																13	13		
23	23	91	91	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	512		articTenutoAbove										13	13		
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	513		articTenutoAbove							86			13	13		
23	23	367/4	367/4	0.0	15/16	15/16	Spanner	4/4	2	1	0													86						
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	514		articTenutoAbove							86						
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	515															
23	23	713/8	713/8	0.125	9/32	9/32	Chord	4/4	2	2	1/32		1/32	1	516		articStaccatoBelow							87						
23	23	357/4	357/4	0.125	5/16	5/16	Chord	4/4	2	2	1/32		1/32	1	517		articStaccatoBelow							87						
23	23	715/8	715/8	0.125	11/32	11/32	Chord	4/4	2	2	1/32		1/32	1	518		articStaccatoBelow							87						
23	23	179/2	179/2	0.125	3/8	3/8	Chord	4/4	2	2	1/32		1/32	1	519		articStaccatoBelow							87						
23	23	717/8	717/8	0.125	13/32	13/32	Chord	4/4	2	2	1/32		1/32	1	520									87						
23	23	359/4	359/4	0.125	7/16	7/16	Chord	4/4	2	2	1/32		1/32	1	521									87						
23	23	719/8	719/8	0.125	15/32	15/32	Chord	4/4	2	2	1/32		1/32	1	522									87						
24	24	92	92	0.0	0	0	Spanner	4/4	1	1	0																			
24	24	92	92	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	523															
24	24	737/8	737/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	524															
24	24	369/4	369/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	525															
24	24	739/8	739/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	526															
24	24	185/2	185/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	527															
24	24	741/8	741/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	528															
24	24	371/4	371/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	529															
24	24	743/8	743/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	530															
24	24	93	93	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f														
24	24	93	93	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	531															
24	24	745/8	745/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	532															
24	24	373/4	373/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	533															
24	24	747/8	747/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	534															
24	24	94	94	0.0	1/2	1/2	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"												
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	535															
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	536															
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	537									88						
24	24	92	92	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	538									84						
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	539									84						
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	540									84						
24	24	93	93	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	541															
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	542									89						
24	24	92	92	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	543		articTenutoAbove							86						
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	544		articTenutoAbove							86						
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	545		articTenutoAbove													
24	24	187/2	187/2	0.0	3/8	3/8	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>espress."												
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	546									90						
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	547									90						
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	548									90						
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	549									90						
24	24	95	95	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	550									90						
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	551									90						
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	552									90						
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	553									91						
24	24	94	94	1.5	1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	554									91						
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	555									91						
25	25	96	96	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	556		articTenutoBelow													
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	557		articTenutoBelow													
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	558		articTenutoBelow													
25	25	97	97	0.375	1/4	1/4	Chord	4/4	1	1	3/32		1/16	3/2	559															
25	25	779/8	779/8	0.25	11/32	11/32	Chord	4/4	1	1	1/16		1/16	1	560															
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	561															
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	562															
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	563									92						
25	25	97	97	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	564															
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	565									93						
25	25	96	96	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	566		articTenutoBelow													
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	567		articTenutoBelow													
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	568		articTenutoBelow													
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	569									94						
25	25	98	98	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	570									94						
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	571									94						
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	572									94						
25	25	99	99	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	573									94						
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	574									94						
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	575									94						
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	576															
25	25	98	98	1.5	1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	577															
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	578															
26	26	100	100	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	579		articStaccatoBelow													
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	580		articStaccatoBelow													
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	581		articStaccatoBelow													
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	582		articStaccatoBelow													
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	583		articStaccatoBelow													
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	584		articStaccatoBelow													
26	26	409/4	409/4	0.0	9/16	9/16	Spanner	4/4	1	1	0																		6	
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	585														6	
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	586														6	
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	587														6	
26	26	103	103	0.0	3/4	3/4	Spanner	4/4	1	1	0																			
26	26	103	103	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	588															
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	589									95						
26	26	100	100	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>irresoluto"												
26	26	100	100	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	590		articStaccatoBelow													
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	591		articStaccatoBelow													
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	592		articStaccatoBelow													
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	593		articStaccatoAbove													
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	594		articStaccatoAbove													
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	595		articStaccatoAbove													
26	26	409/4	409/4	0.0	9/16	9/16	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>risoluto"												
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	596															
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	597															
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	598															
26	26	103	103	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	599									96						
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	600															
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	601									97						
27	27	104	104	0.0	0	0	Dynamic	4/4	1	1	0					sf								95						
27	27	104	104	0.0	0	0	Spanner	4/4	1	1	0													95						11
27	27	104	104	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	602									95						11
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	603															11
27	27	209/2	209/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																			
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	604									98						
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	605									98						
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	606		articTenutoAbove													
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	607		articTenutoAbove							99						
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	608									100						
27	27	105	105	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	609															
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	610															
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	611									101						
27	27	213/2	213/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4		1/4	1	612															
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	613															
27	27	104	104	0.0	0	0	Dynamic	4/4	2	1	0					sf														
27	27	104	104	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>meno"												
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	614															
27	27	209/2	209/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														0					
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	615									102	0					
27	27	419/4	419/4	0.0	3/16	3/16	Dynamic	4/4	2	1	0					f								102	0					
27	27	419/4	419/4	0.0	3/16	3/16	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>concentrando"						102	0					
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	616									102	0					
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	617		articTenutoBelow								0					
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	618		articTenutoBelow								0					
27	27	106	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	619									103	0					
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	620										0					
27	27	107	107	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	621										0					
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	622										0					
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	623															
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	624									104						
28	28	435/4	435/4	0.0	3/16	3/16	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>crescendo"						104						
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	625									104						
28	28	109	109	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	626									104						
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	627															
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	628									105						
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	629									105						
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	630									105						
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	631															
28	28	108	108	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	632															
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	633															
28	28	109	109	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	634															
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	635															
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	636															
28	28	221/2	221/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4		1/4	1	637															
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	638															
28	28	109	109	1.0	1/4	1/4	Chord	4/4	1	4	1/4		1/4	1	639															
28	28	108	108	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	640		articTenutoBelow								0					
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	641		articTenutoBelow								0					
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	642		articAccentAbove							106	0					
28	28	439/4	439/4	0.0	7/16	7/16	Spanner	4/4	2	1	0													106						
28	28	110	110	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	643		articStaccatoBelow							107						
28	28	441/4	441/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	644		articStaccatoBelow							107						
28	28	221/2	221/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	645		articStaccatoBelow							107						
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	646		articStaccatoBelow							107						
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	647		articStaccatoBelow													
28	28	223/2	223/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	648		articStaccatoBelow							108						
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	649		articStaccatoBelow							108						
28	28	109	109	0.08333333333333333	1/4	1/4	Chord	4/4	2	2	1/48		1/32	2/3	650															
28	28	1309/12	1309/12	0.08333333333333333	13/48	13/48	Chord	4/4	2	2	1/48		1/32	2/3	651															
28	28	655/6	655/6	0.08333333333333333	7/24	7/24	Chord	4/4	2	2	1/48		1/32	2/3	652															
28	28	437/4	437/4	0.08333333333333333	5/16	5/16	Chord	4/4	2	2	1/48		1/32	2/3	653															
28	28	328/3	328/3	0.08333333333333333	1/3	1/3	Chord	4/4	2	2	1/48		1/32	2/3	654															
28	28	1313/12	1313/12	0.08333333333333333	17/48	17/48	Chord	4/4	2	2	1/48		1/32	2/3	655															
28	28	219/2	219/2	0.08333333333333333	3/8	3/8	Chord	4/4	2	2	1/48		1/32	2/3	656															
28	28	1315/12	1315/12	0.08333333333333333	19/48	19/48	Chord	4/4	2	2	1/48		1/32	2/3	657															
28	28	329/3	329/3	0.08333333333333333	5/12	5/12	Chord	4/4	2	2	1/48		1/32	2/3	658															
28	28	439/4	439/4	0.08333333333333333	7/16	7/16	Chord	4/4	2	2	1/48		1/32	2/3	659															
28	28	659/6	659/6	0.08333333333333333	11/24	11/24	Chord	4/4	2	2	1/48		1/32	2/3	660															
28	28	1319/12	1319/12	0.08333333333333333	23/48	23/48	Chord	4/4	2	2	1/48		1/32	2/3	661															
29	29	112	112	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	662															
29	29	225/2	225/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					f														
29	29	225/2	225/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																		7	
29	29	225/2	225/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	663									109					7	
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	664									109					7	
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	665									109					7	
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	666														7	
29	29	114	114	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	667									110					7	
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	668									110					7	
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	669									110					7	
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	670														7	
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	671									111					7	
29	29	113	113	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	672									111					7	
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	673									111					7	
29	29	114	114	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	674									112					7	
29	29	229/2	229/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4		1/4	1	675														7	
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	676		articAccentBelow												7	
29	29	112	112	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	677		articStaccatoBelow							108						
29	29	225/2	225/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	678		articStaccatoBelow							108						
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	679		articStaccatoBelow							108						
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	680		articStaccatoBelow													
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	681		articStaccatoBelow							113						
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	682		articStaccatoBelow							113						
29	29	114	114	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	683		articStaccatoBelow							113						
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	684		articStaccatoBelow							113						
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	685		articStaccatoBelow													
29	29	115	115	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	686		articStaccatoBelow							114						
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	687		articStaccatoBelow							114						
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	688		articStaccatoBelow													
30	30	116	116	0.0	0	0	Spanner	4/4	1	1	0																			
30	30	116	116	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	689		articStaccatoAbove													
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	690		articStaccatoAbove													
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	691		articStaccatoAbove													
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	692		articStaccatoAbove													
30	30	117	117	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	693															
30	30	117	117	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	694															
30	30	117	117	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	695		articStaccatoAbove													
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	696		articStaccatoAbove													
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	697		articStaccatoAbove													
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	698		articStaccatoAbove													
30	30	118	118	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	699									115						
30	30	473/4	473/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	700									115						
30	30	237/2	237/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	701									115						
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	702															
30	30	119	119	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	703		articStaccatoAbove							116						
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	704		articStaccatoAbove							116						
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	705		articStaccatoAbove							116						
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	706		articStaccatoAbove													
30	30	116	116	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	707		articAccentBelow													
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	708															
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	709		articAccentBelow							117						
30	30	119	119	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	710		articStaccatoBelow							117						
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	711		articStaccatoBelow							117						
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	712		articStaccatoBelow							117						
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	713		articStaccatoBelow													
30	30	116	116	0.0	0	0	Dynamic	4/4	2	1	0					ff														
30	30	116	116	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>diminuendo"												
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	714		articTenutoBelow							118						
30	30	117	117	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	715		articStaccatoBelow							118						
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	716		articStaccatoBelow							118						
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	717		articStaccatoBelow							118						
