mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
8	8	179/6	179/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	222									20					
8	8	30	30	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	223									20					
8	8	181/6	181/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	224									20					
8	8	91/3	91/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	225									20					
8	8	61/2	61/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	226									20					
8	8	92/3	92/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	227									20					
8	8	185/6	185/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	228									20					
8	8	31	31	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	229									20					
8	8	187/6	187/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	230									20					
8	8	94/3	94/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	231									20					
8	8	63/2	63/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	232									20					
8	8	95/3	95/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	233									20					
8	8	191/6	191/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	234														
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	235									19				4	
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	236									19				4	
9	9	33	33	0.0	1/4	1/4	Spanner	4/4	1	1	0																		
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	237														
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	238									21					
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	239									21					
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	240									21					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	241									21					
9	9	32	32	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	242														
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	243														
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	244														
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	245														
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	246														
9	9	32	32	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	247									22					
9	9	193/6	193/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	248									22					
9	9	97/3	97/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	249									22					
9	9	65/2	65/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	250									22					
9	9	98/3	98/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	251									22					
9	9	197/6	197/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	252									22					
9	9	33	33	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	253									22					
9	9	199/6	199/6	0.0	7/24	7/24	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"						22					
9	9	199/6	199/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	254									22					
9	9	100/3	100/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	255									22					
9	9	67/2	67/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	256									22					
9	9	101/3	101/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	257									22					
9	9	203/6	203/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	258									22					
9	9	34	34	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	259									22					
9	9	205/6	205/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	260									22					
9	9	103/3	103/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	261									22					
9	9	69/2	69/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	262									22					
9	9	104/3	104/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	263									22					
9	9	209/6	209/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	264									22					
9	9	35	35	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	265									22					
9	9	211/6	211/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	266									22					
9	9	106/3	106/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	267									22					
9	9	71/2	71/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	268									22					
9	9	107/3	107/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	269									22					
9	9	215/6	215/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	270									22					
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	271														
10	10	37	37	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f													
10	10	37	37	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	272		articAccentBelow												
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	273		articAccentBelow												
10	10	36	36	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	274														
10	10	36	36	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	275									22					
10	10	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	276									22					
10	10	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	277									22					
10	10	73/2	73/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	278									22					
10	10	110/3	110/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	279									22					
10	10	221/6	221/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	280									22					
10	10	37	37	0.0	1/4	1/4	Spanner	4/4	2	1	0													22		6	6		
10	10	37	37	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	281									22		6	6		
10	10	223/6	223/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	282									22		6	6		
10	10	112/3	112/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	283									22		6	6		
10	10	75/2	75/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	284									22		6	6		
10	10	113/3	113/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	285									22		6	6		
10	10	227/6	227/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	286											6	6		
10	10	38	38	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	287									23		6	6		
10	10	229/6	229/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	288									23		6	6		
10	10	115/3	115/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	289									23		6	6		
10	10	77/2	77/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	290									23		6	6		
10	10	116/3	116/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	291									23		6	6		
10	10	233/6	233/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	292									23		6	6		
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	293											6	6		
10	10	159/4	159/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																		
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	294														
11	11	40	40	0.0	0	0	StaffText	4/4	1	1	0							risoluto											
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	295		articAccentBelow												
11	11	43	43	0.0	3/4	3/4	StaffText	4/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>piu"											
11	11	43	43	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f													
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	296									24					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	297									24					
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	298														
11	11	40	40	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	299									25					
11	11	241/6	241/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	300									25					
11	11	121/3	121/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	301									25					
11	11	81/2	81/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	302									25					
11	11	122/3	122/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	303									25					
11	11	245/6	245/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	304									25					
11	11	41	41	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	305									25					
11	11	247/6	247/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	306									25					
11	11	124/3	124/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	307									25					
11	11	83/2	83/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	308									25					
11	11	125/3	125/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	309									25					
11	11	251/6	251/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	310									25					
11	11	42	42	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	311									25					
11	11	253/6	253/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	312									25					
11	11	127/3	127/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	313									25					
11	11	85/2	85/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	314									25					
11	11	128/3	128/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	315									25					
11	11	257/6	257/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	316									25					
11	11	43	43	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	317									25					
11	11	259/6	259/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	318									25					
11	11	130/3	130/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	319									25					
11	11	87/2	87/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	320									25					
11	11	131/3	131/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	321									25					
11	11	263/6	263/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	322														
12	12	44	44	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	323									24					
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	324									24					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	325														
12	12	47	47	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	326									26					
12	12	47	47	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	327									26					
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	328									26					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	329									26					
12	12	44	44	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	330														
12	12	44	44	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	331									27					
12	12	265/6	265/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	332									27					
12	12	133/3	133/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	333									27					
12	12	89/2	89/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	334									27					
12	12	134/3	134/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	335									27					
12	12	269/6	269/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	336									27					
12	12	45	45	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	337									27					
12	12	271/6	271/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	338									27					
12	12	136/3	136/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	339									27					
12	12	91/2	91/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	340									27					
12	12	137/3	137/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	341									27					
12	12	275/6	275/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	342									27					
12	12	46	46	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	343									27					
12	12	277/6	277/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	344									27					
12	12	139/3	139/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	345									27					
12	12	93/2	93/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	346									27					
12	12	140/3	140/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	347									27					
12	12	281/6	281/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	348									27					
12	12	47	47	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	349									27					
12	12	283/6	283/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	350									27					
12	12	142/3	142/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	351									27					
12	12	95/2	95/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	352									27					
12	12	143/3	143/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	353									27					
12	12	287/6	287/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	354														
13	13	48	48	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	355														
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	356									28					
13	13	49	49	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	357									28					
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	358									28					
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	359									28					
13	13	101/2	101/2	0.75	5/8	5/8	Chord	4/4	1	1	3/16		1/8	3/2	360														
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	361									29					
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	362									29					
13	13	48	48	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	363									30					
13	13	289/6	289/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	364									30					
13	13	145/3	145/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	365									30					
13	13	97/2	97/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	366									30					
13	13	146/3	146/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	367									30					
13	13	293/6	293/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	368									30					
13	13	49	49	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	369									30					
13	13	295/6	295/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	370									30					
13	13	148/3	148/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	371									30					
13	13	99/2	99/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	372									30					
13	13	149/3	149/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	373									30					
13	13	299/6	299/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	374									30					
13	13	50	50	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	375									30					
13	13	301/6	301/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	376									30					
13	13	151/3	151/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	377									30					
13	13	101/2	101/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	378									30					
13	13	152/3	152/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	379									30					
13	13	305/6	305/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	380									30					
13	13	51	51	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	381									30					
13	13	307/6	307/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	382									30					
13	13	154/3	154/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	383									30					
13	13	103/2	103/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	384									30					
13	13	155/3	155/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	385									30					
13	13	311/6	311/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	386														
14	14	52	52	0.0	0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	387									29					
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	388									29					
14	14	105/2	105/2	0.0	1/8	1/8	StaffText	4/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>dolce"											
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	389														
14	14	53	53	0.0	1/4	1/4	Spanner	4/4	1	1	0																		3
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	390		articAccentAbove							31					3
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	1	1	0													31					
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	391									31					
14	14	109/2	109/2	0.0	5/8	5/8	Spanner	4/4	1	1	0													31				5	
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	392									31				5	
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	393									31				5	
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	394									31				5	
14	14	52	52	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	395									32					
14	14	313/6	313/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	396									32					
14	14	157/3	157/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	397									32					
14	14	105/2	105/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	398									32					
14	14	158/3	158/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	399									32					
14	14	317/6	317/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	400									32					
14	14	53	53	0.0	1/4	1/4	Spanner	4/4	2	1	0													32					4
14	14	53	53	0.0	1/4	1/4	Spanner	4/4	2	1	0													32		7	7		4
14	14	53	53	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	401									32		7	7		4
14	14	319/6	319/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	402									32		7	7		4
14	14	160/3	160/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	403									32		7	7		4
14	14	107/2	107/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	404									32		7	7		4
14	14	161/3	161/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	405									32		7	7		4
14	14	323/6	323/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	406									32		7	7		4
14	14	54	54	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	407									32		7	7		4
14	14	325/6	325/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	408									32		7	7		4
14	14	163/3	163/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	409									32		7	7		4
14	14	109/2	109/2	0.0	5/8	5/8	Spanner	4/4	2	1	0													32		7	7		
14	14	109/2	109/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	410									32		7	7		
14	14	164/3	164/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	411									32		7	7		
14	14	329/6	329/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	412									32		7	7		
14	14	55	55	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	413									32		7	7		
14	14	331/6	331/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	414									32		7	7		
14	14	166/3	166/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	415									32		7	7		
14	14	111/2	111/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	416									32		7	7		
14	14	167/3	167/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	417									32		7	7		
14	14	335/6	335/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	418											7	7		
14	14	52	52	4.0	0	0	Chord	4/4	2	2	1		1	1	419											7	7		
15	15	56	56	0.0	0	0	Spanner	4/4	1	1	0																		
15	15	56	56	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	420														
15	15	115/2	115/2	0.0	3/8	3/8	StaffText	4/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>diminuendo"											
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	421									33					
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	422									33					
15	15	58	58	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	423									33					
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	424									33					
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	425									33					
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	426									33					
15	15	59	59	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	427									33					
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	428									33					
15	15	56	56	0.0	0	0	Spanner	4/4	2	1	0																		
15	15	337/6	337/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	429									34					
15	15	169/3	169/3	0.0	1/12	1/12	Spanner	4/4	2	1	0													34					5
15	15	169/3	169/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	430									34					5
15	15	113/2	113/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	431									34					5
15	15	170/3	170/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	432									34					5
15	15	341/6	341/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	433									34					5
15	15	57	57	0.0	1/4	1/4	Spanner	4/4	2	1	0													34					
15	15	57	57	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	434									34					
15	15	343/6	343/6	0.0	7/24	7/24	Spanner	4/4	2	1	0													34				6	
15	15	343/6	343/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	435									34				6	
15	15	172/3	172/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	436									34				6	
15	15	115/2	115/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	437									34				6	
15	15	173/3	173/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	438									34				6	
15	15	347/6	347/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	439									34				6	
15	15	58	58	0.0	1/2	1/2	Spanner	4/4	2	1	0													34					
15	15	58	58	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	440									34					
15	15	349/6	349/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	441									34					
15	15	175/3	175/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	442									34					
15	15	117/2	117/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	443									34					
15	15	176/3	176/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	444									34					
15	15	353/6	353/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	445									34					
15	15	59	59	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	446									34					
15	15	473/8	473/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	447									34					
15	15	237/4	237/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	448									34					
15	15	475/8	475/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	449									34					
15	15	119/2	119/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	450									34					
15	15	477/8	477/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	451									34					
15	15	239/4	239/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	452									34					
