mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill
130	130	259	259	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1661		articTenutoStaccatoAbove													
130	130	258	258	0.0	0	0	Dynamic	2/4	2	1	0					f														
130	130	258	258	0.0	0	0	Spanner	2/4	2	1	0																			
130	130	258	258	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1662		articStaccatoBelow													
130	130	517/2	517/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>pesante"												
130	130	517/2	517/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1663		articAccentStaccatoBelow													
130	130	259	259	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1664		articAccentStaccatoBelow													
130	130	519/2	519/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1665		articAccentStaccatoBelow													
131	131	260	260	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1666		articTenutoStaccatoAbove													
131	131	261	261	0.0	1/4	1/4	Spanner	2/4	1	1	0														33					
131	131	261	261	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1667		articTenutoStaccatoAbove								33					
131	131	260	260	0.0	0	0	Chord	2/4	2	1	0	appoggiatura	1/8	1	1668															
131	131	260	260	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1669		articAccentBelow													
131	131	521/2	521/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1670		articAccentStaccatoBelow													
131	131	2087/8	2087/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1671		articAccentStaccatoBelow													
131	131	261	261	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1672		articAccentStaccatoBelow													
131	131	523/2	523/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1673		articAccentStaccatoBelow													
132	132	262	262	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>allargando"							33					
132	132	263	263	0.0	1/4	1/4	Dynamic	2/4	1	1	0					ff														
132	132	263	263	0.0	1/4	1/4	Spanner	2/4	1	1	0																			
132	132	263	263	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1674		articAccentAbove													
132	132	262	262	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1675		articAccentStaccatoBelow													
132	132	525/2	525/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1676		articAccentStaccatoBelow													
132	132	263	263	0.0	1/4	1/4	Spanner	2/4	2	1	0																			9
132	132	263	263	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1677															9
132	132	263	263	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1678															
133	133	264	264	0.0	0	0	Spanner	2/4	1	1	0															22				
133	133	264	264	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1679											22				
133	133	265	265	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1680											22				
133	133	1063/4	1063/4	0.0	7/16	7/16	Spanner	2/4	1	1	0																			
133	133	1063/4	1063/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1681															
133	133	264	264	1.75	0	0	Chord	2/4	2	1	7/16		1/4	7/4	1682															9
133	133	1063/4	1063/4	0.0	7/16	7/16	Spanner	2/4	2	1	0																			
133	133	1063/4	1063/4	0.0	7/16	7/16	Spanner	2/4	2	1	0														34					
133	133	1063/4	1063/4	0.0625	7/16	7/16	Chord	2/4	2	1	1/64		1/64	1	1683									123	34					
133	133	4253/16	4253/16	0.0625	29/64	29/64	Chord	2/4	2	1	1/64		1/64	1	1684									123	34					
133	133	2127/8	2127/8	0.0625	15/32	15/32	Chord	2/4	2	1	1/64		1/64	1	1685									123	34					
133	133	4255/16	4255/16	0.0	31/64	31/64	Spanner	2/4	2	1	0													123						
133	133	4255/16	4255/16	0.0625	31/64	31/64	Chord	2/4	2	1	1/64		1/64	1	1686									123						
134	134	266	266	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco a poco piu mosso"												
134	134	802/3	802/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1687									124						
134	134	535/2	535/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1688									124						
134	134	803/3	803/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1689									124						
134	134	1607/6	1607/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1690									124						
134	134	266	266	0.0	0	0	Dynamic	2/4	2	1	0					sf														
134	134	266	266	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	1691		articStaccatoBelow							125						
134	134	799/3	799/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	1692		articStaccatoBelow							125						
134	134	800/3	800/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	1693		articStaccatoAbove													
134	134	267	267	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	1694		articStaccatoAbove													
134	134	802/3	802/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	1695		articStaccatoAbove													
134	134	803/3	803/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	1696		articStaccatoAbove													
134	134	266	266	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1697															
134	134	266	266	0.0	0	0	Dynamic	2/4	3	1	0					sf														
135	135	268	268	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1698									124						
135	135	1609/6	1609/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1699									124						
135	135	805/3	805/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1700									124						
135	135	537/2	537/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1701									124						
135	135	806/3	806/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1702									124						
135	135	1613/6	1613/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1703									124						
135	135	269	269	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1704									124						
135	135	1615/6	1615/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1705									124						
135	135	808/3	808/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	1706															
135	135	268	268	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	1707		articStaccatoAbove													
135	135	805/3	805/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	1708		articStaccatoAbove													
135	135	806/3	806/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	1709		articStaccatoAbove													
135	135	269	269	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	1710		articStaccatoBelow													
135	135	808/3	808/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	1711		articStaccatoBelow													
135	135	809/3	809/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	1712		articStaccatoBelow													
136	136	814/3	814/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1713									126						
136	136	543/2	543/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1714									126						
136	136	815/3	815/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1715									126						
136	136	1631/6	1631/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1716									126						
136	136	270	270	0.0	0	0	Dynamic	2/4	2	1	0					f														
136	136	270	270	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	1717		articStaccatoBelow													
136	136	811/3	811/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	1718		articStaccatoBelow													
136	136	812/3	812/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	1719		articStaccatoBelow													
136	136	271	271	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	1720		articStaccatoBelow													
136	136	814/3	814/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	1721		articStaccatoBelow													
136	136	815/3	815/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	1722		articStaccatoBelow													
137	137	272	272	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1723									126						
137	137	1633/6	1633/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1724									126						
137	137	817/3	817/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1725									126						
137	137	545/2	545/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1726									126						
137	137	818/3	818/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1727									126						
137	137	1637/6	1637/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1728									126						
137	137	273	273	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1729									126						
137	137	1639/6	1639/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1730									126						
137	137	820/3	820/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1731									126						
137	137	547/2	547/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1732									126						
137	137	821/3	821/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1733									126						
137	137	1643/6	1643/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1734									126						
137	137	272	272	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	1735		articStaccatoBelow													
137	137	817/3	817/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	1736		articStaccatoBelow													
137	137	818/3	818/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	1737		articStaccatoBelow													
137	137	273	273	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	1738		articStaccatoBelow													
137	137	820/3	820/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	1739		articStaccatoBelow													
137	137	821/3	821/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	1740		articStaccatoBelow													
138	138	274	274	0.0	0	0	Dynamic	2/4	1	1	0					ff								126						
138	138	274	274	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1741									126						
138	138	1645/6	1645/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1742									126						
138	138	823/3	823/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1743									126						
138	138	549/2	549/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1744									126						
138	138	824/3	824/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1745									126						
138	138	1649/6	1649/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1746									126						
138	138	275	275	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1747									126						
138	138	1651/6	1651/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1748									126						
138	138	826/3	826/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1749									126						
138	138	551/2	551/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1750									126						
138	138	827/3	827/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1751									126						
138	138	1655/6	1655/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1752									126						
138	138	274	274	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>quasi trillo"												
138	138	274	274	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>presto"												
138	138	274	274	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1753									127						
138	138	1645/6	1645/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1754									127						
138	138	823/3	823/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1755									127						
138	138	549/2	549/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1756									127						
138	138	824/3	824/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1757									127						
138	138	1649/6	1649/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1758									127						
138	138	275	275	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1759									127						
138	138	1651/6	1651/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1760									127						
138	138	826/3	826/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1761									127						
138	138	551/2	551/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1762									127						
138	138	827/3	827/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1763									127						
138	138	1655/6	1655/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1764									127						
139	139	276	276	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1765									126						
139	139	1657/6	1657/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1766									126						
139	139	829/3	829/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1767									126						
139	139	553/2	553/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1768									126						
139	139	830/3	830/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1769									126						
139	139	1661/6	1661/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1770									126						
139	139	277	277	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1771									126						
139	139	1663/6	1663/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1772									126						
139	139	832/3	832/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1773									126						
139	139	555/2	555/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1774									126						
139	139	833/3	833/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1775									126						
139	139	1667/6	1667/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1776									126						
139	139	276	276	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1777									127						
139	139	1657/6	1657/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1778									127						
139	139	829/3	829/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1779									127						
139	139	553/2	553/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1780									127						
139	139	830/3	830/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1781									127						
139	139	1661/6	1661/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1782									127						
139	139	277	277	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1783									127						
139	139	1663/6	1663/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1784									127						
139	139	832/3	832/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1785									127						
139	139	555/2	555/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1786									127						
139	139	833/3	833/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1787									127						
139	139	1667/6	1667/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1788									127						
140	140	278	278	0.0	0	0	Spanner	2/4	1	1	0													126		23				
140	140	278	278	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1789									126		23				
140	140	1669/6	1669/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1790									126		23				
140	140	835/3	835/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1791									126		23				
140	140	557/2	557/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1792									126		23				
140	140	836/3	836/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1793									126		23				
140	140	1673/6	1673/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1794									126		23				
140	140	279	279	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1795									126		23				
140	140	1675/6	1675/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1796									126		23				
140	140	838/3	838/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1797									126		23				
140	140	559/2	559/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1798									126		23				
140	140	839/3	839/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1799									126		23				
140	140	1679/6	1679/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1800									126		23				
140	140	278	278	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1801									127						
140	140	1669/6	1669/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1802									127						
140	140	835/3	835/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1803									127						
140	140	557/2	557/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1804									127						
140	140	836/3	836/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1805									127						
140	140	1673/6	1673/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1806									127						
140	140	279	279	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1807									127						
140	140	1675/6	1675/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1808									127						
140	140	838/3	838/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1809									127						
140	140	559/2	559/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1810									127						
140	140	839/3	839/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1811									127						
140	140	1679/6	1679/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1812									127						
141	141	280	280	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1813									126		23				
141	141	1681/6	1681/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1814									126		23				
141	141	841/3	841/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1815									126		23				
141	141	561/2	561/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1816									126		23				
141	141	842/3	842/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1817									126		23				
141	141	1685/6	1685/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1818									126		23				
141	141	281	281	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1819									126		23				
141	141	1687/6	1687/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1820									126		23				
141	141	844/3	844/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1821									126		23				
141	141	563/2	563/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1822									126		23				
141	141	845/3	845/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1823									126		23				
141	141	1691/6	1691/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1824									126		23				
141	141	280	280	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1825									127						
141	141	1681/6	1681/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1826									127						
141	141	841/3	841/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1827									127						
141	141	561/2	561/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1828									127						
141	141	842/3	842/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1829									127						
141	141	1685/6	1685/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1830									127						
141	141	281	281	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1831									127						
141	141	1687/6	1687/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1832									127						
141	141	844/3	844/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1833									127						
141	141	563/2	563/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1834									127						
141	141	845/3	845/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1835									127						
141	141	1691/6	1691/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1836									127						
142	142	282	282	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1837									126		23				
142	142	1693/6	1693/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1838									126		23				
142	142	847/3	847/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1839									126		23				
142	142	565/2	565/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1840									126		23				
142	142	848/3	848/3	0.0	1/6	1/6	Dynamic	2/4	1	1	0					pp										23				
142	142	848/3	848/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	1841		articStaccatoBelow									23				
142	142	283	283	0.0	1/4	1/4	Spanner	2/4	1	1	0																			
142	142	282	282	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1842									127						
142	142	1693/6	1693/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1843									127						
142	142	847/3	847/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1844									127						
142	142	565/2	565/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1845									127						
142	142	848/3	848/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1846									127						
142	142	1697/6	1697/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1847									127						
142	142	283	283	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1848									127						
142	142	1699/6	1699/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1849									127						
142	142	850/3	850/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1850									127						
142	142	567/2	567/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1851									127						
142	142	851/3	851/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1852									127						
142	142	1703/6	1703/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1853									127						
143	143	571/2	571/2	0.0	3/8	3/8	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>a tempo (senza rit.)"												
143	143	571/2	571/2	0.1	3/8	3/8	Chord	2/4	1	1	1/40		1/32	4/5	1854									128						
143	143	1428/5	1428/5	0.1	2/5	2/5	Chord	2/4	1	1	1/40		1/32	4/5	1855									128						
143	143	2857/10	2857/10	0.1	17/40	17/40	Chord	2/4	1	1	1/40		1/32	4/5	1856									128						
143	143	1429/5	1429/5	0.1	9/20	9/20	Chord	2/4	1	1	1/40		1/32	4/5	1857									128						
143	143	2859/10	2859/10	0.1	19/40	19/40	Chord	2/4	1	1	1/40		1/32	4/5	1858									128						
143	143	571/2	571/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1859															
143	143	284	284	0.0	0	0	Dynamic	2/4	2	1	0					ppp														
143	143	284	284	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>senza ped."												
