mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
53	53	210	210	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	743														
53	53	421/2	421/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	744									174					
53	53	843/4	843/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	745									174					
53	53	211	211	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	746														
53	53	423/2	423/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	747									175					
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	748									175					
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	749									176					
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	750														
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	751									177					
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	752														
54	54	431/2	431/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																		0
54	54	431/2	431/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	753									178					0
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	754														0
54	54	212	212	4.0	0	0	Chord	4/4	1	2	1		1	1	755		articTenutoBelow												0
54	54	212	212	0.0	0	0	Spanner	4/4	2	1	0																2	2	
54	54	212	212	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	756												2	2	
54	54	425/2	425/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	757									179			2	2	
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	758									179			2	2	
54	54	213	213	0.0	1/4	1/4	Spanner	4/4	2	1	0														19		2	2	
54	54	213	213	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	759										19		2	2	
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	760									180	19		2	2	
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	761									180	19		2	2	
54	54	214	214	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	762										19		2	2	
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	763									181	19		2	2	
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	764									181	19		2	2	
54	54	215	215	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	765										19		2	2	
54	54	431/2	431/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	766									182	19		2	2	
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	767									182	19		2	2	
55	55	433/2	433/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	768									183					0
55	55	867/4	867/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	769														0
55	55	217	217	0.0	1/4	1/4	Spanner	4/4	1	1	0																		
55	55	435/2	435/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	770									184					
55	55	871/4	871/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	771														
55	55	437/2	437/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	772									185					
55	55	875/4	875/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	773														
55	55	439/2	439/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0					p													
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	774									186					
55	55	216	216	0.0	0	0	Spanner	4/4	2	1	0														19				
55	55	216	216	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	775										19				
55	55	433/2	433/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	776									187	19				
55	55	867/4	867/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	777									187	19				
55	55	217	217	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	778										19				
55	55	435/2	435/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	779									188	19				
55	55	871/4	871/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	780									188	19				
55	55	218	218	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	781										19				
55	55	437/2	437/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	782									189	19				
55	55	875/4	875/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	783									189	19				
55	55	219	219	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	784										19				
55	55	439/2	439/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																		
55	55	439/2	439/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	785									190					
55	55	879/4	879/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	786									190					
56	56	220	220	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	787									186					
56	56	441/2	441/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	788									186					
56	56	883/4	883/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	789									186					
56	56	221	221	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	790									186					
56	56	443/2	443/2	0.0	3/8	3/8	Spanner	4/4	1	1	0													186	20				
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	791									186	20				
56	56	222	222	0.0	1/2	1/2	Spanner	4/4	1	1	0													186					
56	56	222	222	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	792									186					
56	56	445/2	445/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	793									186					
56	56	223	223	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	794														
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	795									191					
56	56	220	220	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	796														
56	56	221	221	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	797														
56	56	222	222	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	798														
56	56	220	220	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	799														
56	56	441/2	441/2	0.0	1/8	1/8	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>lusigando"											
56	56	441/2	441/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	800									192					
56	56	883/4	883/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	801									192					
56	56	221	221	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	802														
56	56	443/2	443/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	803									193					
56	56	887/4	887/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	804									193					
56	56	222	222	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	805														
56	56	445/2	445/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	806									194					
56	56	891/4	891/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	807									194					
56	56	223	223	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	808														
56	56	447/2	447/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	809									195					
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	810									195					
57	57	224	224	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	811									191					
57	57	449/2	449/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	812									191					
57	57	899/4	899/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	813									191					
57	57	225	225	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	814									191					
57	57	451/2	451/2	0.0	3/8	3/8	Spanner	4/4	1	1	0													191	21				
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	815									191	21				
57	57	226	226	0.0	1/2	1/2	Spanner	4/4	1	1	0													191					
57	57	226	226	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	816									191					
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	817									191					
57	57	227	227	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	818														
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	819									196					
57	57	224	224	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	820														
57	57	225	225	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	821														
57	57	226	226	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	822														
57	57	224	224	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	823														
57	57	449/2	449/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	824									197					
57	57	899/4	899/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	825									197					
57	57	225	225	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	826														
57	57	451/2	451/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	827									198					
57	57	903/4	903/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	828									198					
57	57	226	226	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	829														
57	57	453/2	453/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	830									199					
57	57	907/4	907/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	831									199					
57	57	227	227	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	832														
57	57	455/2	455/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	833									200					
57	57	911/4	911/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	834									200					
58	58	228	228	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	835									196					
58	58	457/2	457/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	836									196					
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	837									196					
58	58	229	229	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	838									196					
58	58	459/2	459/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	839									196					
58	58	230	230	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	840									196					
58	58	461/2	461/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	841									196					
58	58	231	231	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	842														
58	58	463/2	463/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	843									201					
58	58	228	228	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	844														
58	58	229	229	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	845														
58	58	230	230	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	846														
58	58	228	228	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	847														
58	58	457/2	457/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	848									202					
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	849									202					
58	58	229	229	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	850														
58	58	459/2	459/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	851									203					
58	58	919/4	919/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	852									203					
58	58	230	230	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	853														
58	58	461/2	461/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	854									204					
58	58	923/4	923/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	855									204					
58	58	231	231	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	856														
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	857									205					
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	858									205					
59	59	232	232	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	859									201					
59	59	232	232	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	860									201					
59	59	232	232	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	861									201					
59	59	465/2	465/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	862									201					
59	59	233	233	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	863									201					
59	59	467/2	467/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	864									201					
59	59	234	234	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	865									201					
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	866									201					
59	59	235	235	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	867														
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	868									206					
59	59	232	232	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	869														
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	870									207					
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	871									207					
59	59	233	233	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	872														
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	873									208					
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	874									208					
59	59	234	234	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	875														
59	59	469/2	469/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	876									209					
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	877									209					
59	59	235	235	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	878														
59	59	471/2	471/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	879									210					
59	59	943/4	943/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	880									210					
60	60	236	236	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	881									206					
60	60	473/2	473/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					f								206					
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	882									206					
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	883									206					
60	60	237	237	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	884									206					
60	60	475/2	475/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	885														
60	60	238	238	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	886														
60	60	238	238	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	887														
60	60	238	238	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	888									211					
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	889														
60	60	239	239	0.0	3/4	3/4	Chord	4/4	1	1	0	acciaccatura	1/8	1	890														
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	891									212					
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	892														
60	60	236	236	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	893														
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	894									213					
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	895									213					
60	60	237	237	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	896														
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	897									214					
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	898									214					
60	60	238	238	0.0	1/2	1/2	Spanner	4/4	2	1	0														22				
60	60	238	238	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	899										22				
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	900									215	22				
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	901									215	22				
60	60	239	239	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	902										22				
60	60	479/2	479/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	903									216	22				
60	60	959/4	959/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	904									216	22				
61	61	240	240	0.0	0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	905														
61	61	240	240	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	906									217					
61	61	481/2	481/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	907														
61	61	241	241	0.0	1/4	1/4	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>riten."											
61	61	241	241	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	908									218					
61	61	483/2	483/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	909														
61	61	242	242	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	910									219					
61	61	485/2	485/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	911														
61	61	243	243	0.0	3/4	3/4	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco"											
61	61	243	243	0.0	3/4	3/4	Dynamic	4/4	1	1	0					pp													
61	61	243	243	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	912														
61	61	243	243	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	913														
61	61	240	240	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	914										22				
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	915									220	22				
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	916									220	22				
61	61	241	241	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	917										22				
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	918									221	22				
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	919									221	22				
61	61	242	242	0.0	1/2	1/2	Spanner	4/4	2	1	0													221	22		3	3	
61	61	242	242	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	920		articTenutoAbove							221	22		3	3	
61	61	485/2	485/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	921									221	22		3	3	
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	922									221	22		3	3	
61	61	243	243	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco"									3	3	
61	61	243	243	0.0	3/4	3/4	Spanner	4/4	2	1	0																3	3	
61	61	243	243	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	923												3	3	
62	62	244	244	0.0	0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	924														
62	62	244	244	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	925		articTenutoBelow							222					
62	62	491/2	491/2	0.0	3/8	3/8	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>calando"						222					
62	62	491/2	491/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	926									222					
62	62	246	246	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	927									222					
62	62	493/2	493/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	928									222					
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	929									222					
62	62	244	244	0.0	0	0	Spanner	4/4	2	1	0																		
62	62	244	244	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	930														
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	931									223					
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	932									223					
62	62	245	245	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	933														
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	934									224					
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	935									224					
62	62	246	246	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	936														
62	62	493/2	493/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	937									225					
62	62	987/4	987/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	938									225					
62	62	247	247	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	939														
62	62	495/2	495/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	940									226					
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	941									226					
63	63	248	248	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	942									222					
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	943									222					
63	63	249	249	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	944									222					
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	945									222					
63	63	250	250	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	946									222					
63	63	251	251	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	947														
63	63	248	248	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	948														
63	63	497/2	497/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	949									227					
63	63	995/4	995/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	950									227					
63	63	249	249	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	951														
63	63	499/2	499/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	952									228					
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	953									228					
63	63	250	250	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	954														
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	955									229					
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	956									229					
63	63	251	251	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	957														
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	958									230					
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	959									230					
64	64	252	252	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco a poco con moto"											
64	64	252	252	0.0	0	0	Spanner	4/4	1	1	0															19			
64	64	505/2	505/2	0.0	1/8	1/8	StaffText	4/4	1	1	0							crescendo								19			
64	64	505/2	505/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	960									231		19			
64	64	2021/8	2021/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	961									231		19			
64	64	1011/4	1011/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	962									231		19			
64	64	2023/8	2023/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	963											19			
64	64	507/2	507/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	964									232		19			
64	64	2029/8	2029/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	965									232		19			
64	64	1015/4	1015/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	966									232		19			
64	64	2031/8	2031/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	967											19			
64	64	509/2	509/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	968									233		19			
64	64	2037/8	2037/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	969									233		19			
64	64	1019/4	1019/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	970									233		19			
64	64	2039/8	2039/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	971											19			
64	64	511/2	511/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	972									234		19			
64	64	2045/8	2045/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	973									234		19			
64	64	1023/4	1023/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	974									234		19			
64	64	2047/8	2047/8	0.0	31/32	31/32	Spanner	4/4	1	1	0																		
64	64	2047/8	2047/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	975														
64	64	252	252	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	976														
64	64	505/2	505/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	977									235					
64	64	1011/4	1011/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	978									235					
64	64	253	253	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	979														
64	64	507/2	507/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	980									236					
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	981									236					
64	64	254	254	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	982														
64	64	509/2	509/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	983									237					
64	64	1019/4	1019/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	984									237					
64	64	255	255	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	985														
64	64	511/2	511/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	986									238					
64	64	1023/4	1023/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	987									238					
65	65	513/2	513/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	988									239					
65	65	2053/8	2053/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	989									239					
65	65	1027/4	1027/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	990									239					
65	65	2055/8	2055/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	991														
65	65	515/2	515/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	992									240					
65	65	2061/8	2061/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	993									240					
65	65	1031/4	1031/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	994									240					
65	65	2063/8	2063/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	995														
65	65	258	258	0.0	1/2	1/2	Spanner	4/4	1	1	0																		1
