mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill
23	22	175/2	175/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	476									69						
23	22	527/6	527/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	477									69						
23	22	529/6	529/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	478															
24	23	177/2	177/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	479															
24	23	89	89	0.75	1/8	1/8	Chord	4/4	1	1	3/16		1/8	3/2	480									70						
24	23	359/4	359/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	481									70						
24	23	90	90	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	482															
24	23	181/2	181/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	483									71						
24	23	92	92	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	484															
24	23	177/2	177/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	485									72						
24	23	533/6	533/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	486									72						
24	23	535/6	535/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	487									72						
24	23	179/2	179/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	488									72						
24	23	539/6	539/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	489									72						
24	23	541/6	541/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	490									72						
24	23	181/2	181/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	491									72						
24	23	545/6	545/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	492									72						
24	23	547/6	547/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	493									72						
24	23	183/2	183/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	494									72						
24	23	551/6	551/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	495									72						
24	23	553/6	553/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	496															
25	24	185/2	185/2	0.0	0	0	Dynamic	4/4	1	1	0					f														
25	24	93	93	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	497									73						
25	24	94	94	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	498									73						
25	24	94	94	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	499									73						
25	24	189/2	189/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	500									73						
25	24	95	95	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	501															
25	24	96	96	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	502									74						
25	24	185/2	185/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	503									75						
25	24	557/6	557/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	504									75						
25	24	559/6	559/6	0.0	1/6	1/6	StaffText	4/4	2	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>risoluto (poco piu mosso)"						75						
25	24	559/6	559/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	505									75						
25	24	187/2	187/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	506									75						
25	24	563/6	563/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	507									75						
25	24	565/6	565/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	508									75						
25	24	189/2	189/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	509									75						
25	24	569/6	569/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	510									75						
25	24	571/6	571/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	511									75						
25	24	191/2	191/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	512									75						
25	24	575/6	575/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	513									75						
25	24	577/6	577/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	514															
26	25	193/2	193/2	0.0	0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	515															
26	25	193/2	193/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	516															
26	25	195/2	195/2	0.14285714285714285	1/4	1/4	Chord	4/4	1	1	1/28		1/16	4/7	517									76						
26	25	1367/14	1367/14	0.14285714285714285	2/7	2/7	Chord	4/4	1	1	1/28		1/16	4/7	518									76						
26	25	1369/14	1369/14	0.14285714285714285	9/28	9/28	Chord	4/4	1	1	1/28		1/16	4/7	519									76						
26	25	1371/14	1371/14	0.14285714285714285	5/14	5/14	Chord	4/4	1	1	1/28		1/16	4/7	520									76						
26	25	1373/14	1373/14	0.14285714285714285	11/28	11/28	Chord	4/4	1	1	1/28		1/16	4/7	521									76						
26	25	1375/14	1375/14	0.14285714285714285	3/7	3/7	Chord	4/4	1	1	1/28		1/16	4/7	522									76						
26	25	1377/14	1377/14	0.14285714285714285	13/28	13/28	Chord	4/4	1	1	1/28		1/16	4/7	523									76						
26	25	197/2	197/2	0.0	1/2	1/2	Chord	4/4	1	1	0	acciaccatura	1/8	1	524									76						
26	25	197/2	197/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	525									76						
26	25	199/2	199/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	526															
26	25	193/2	193/2	0.0	0	0	Spanner	4/4	2	1	0															0				
26	25	193/2	193/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	527									77		0				
26	25	581/6	581/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	528									77		0				
26	25	583/6	583/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	529											0				
26	25	195/2	195/2	0.0	1/4	1/4	Spanner	4/4	2	1	0																			
26	25	195/2	195/2	0.0	1/4	1/4	Spanner	4/4	2	1	0															1				
26	25	195/2	195/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	530									78		1				
26	25	587/6	587/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	531									78		1				
26	25	589/6	589/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	532											1				
26	25	197/2	197/2	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
26	25	197/2	197/2	0.0	1/2	1/2	Spanner	4/4	2	1	0															2				
26	25	197/2	197/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	533									79		2				
26	25	593/6	593/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	534									79		2				
26	25	595/6	595/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	535											2				
26	25	199/2	199/2	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
26	25	199/2	199/2	0.0	3/4	3/4	Spanner	4/4	2	1	0															3				
26	25	199/2	199/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	536									80		3				
26	25	599/6	599/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	537									80		3				
26	25	601/6	601/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	538											3				
27	26	101	101	0.0	1/8	1/8	Dynamic	4/4	1	1	0					mf														
27	26	101	101	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	539		articTenutoBelow							81						
27	26	203/2	203/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	540									81						
27	26	407/4	407/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	541		articStaccatoAbove							81						
27	26	102	102	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	542		articStaccatoAbove							81						
27	26	409/4	409/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	543		articStaccatoAbove							81						
27	26	205/2	205/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	544									81, 82						
27	26	411/4	411/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	545		articStaccatoBelow							81						
27	26	103	103	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	546		articStaccatoBelow							81						
27	26	413/4	413/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	547		articStaccatoBelow							81						
27	26	207/2	207/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	548									81, 83						
27	26	415/4	415/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	549		articStaccatoBelow							81						
27	26	104	104	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	550		articStaccatoBelow							81						
27	26	417/4	417/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	551		articStaccatoBelow													
27	26	201/2	201/2	0.0	0	0	Spanner	4/4	2	1	0																			
27	26	201/2	201/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	552									84						
27	26	605/6	605/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	553									84						
27	26	607/6	607/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	554									84						
27	26	203/2	203/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	555									84						
27	26	611/6	611/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	556									84						
27	26	613/6	613/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	557									84						
27	26	205/2	205/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	558									84						
27	26	617/6	617/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	559									84						
27	26	619/6	619/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	560									84						
27	26	207/2	207/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	561									84						
27	26	623/6	623/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	562									84						
27	26	625/6	625/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	563															
28	27	209/2	209/2	0.0	0	0	Dynamic	4/4	1	1	0					f														
28	27	105	105	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	564									85						
28	27	211/2	211/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	565									85						
28	27	423/4	423/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	566									85						
28	27	106	106	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	567									85						
28	27	425/4	425/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	568									85						
28	27	213/2	213/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	569									85						
28	27	427/4	427/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	570									85						
28	27	107	107	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	571									85						
28	27	429/4	429/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	572									85						
28	27	215/2	215/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	573									85						
28	27	431/4	431/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	574									85						
28	27	108	108	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	575									85						
28	27	433/4	433/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	576															
28	27	209/2	209/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	577									86						
28	27	629/6	629/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	578									86						
28	27	631/6	631/6	0.0	1/6	1/6	StaffText	4/4	2	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>risoluto"						86						
28	27	631/6	631/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	579									86						
28	27	211/2	211/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	580									86						
28	27	635/6	635/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	581									86						
28	27	637/6	637/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	582									86						
28	27	213/2	213/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	583									86						
28	27	641/6	641/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	584									86						
28	27	643/6	643/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	585									86						
28	27	215/2	215/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	586									86						
28	27	647/6	647/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	587									86						
28	27	649/6	649/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	588															
29	28	217/2	217/2	0.0	0	0	Dynamic	4/4	1	1	0					mf														
29	28	109	109	0.0	1/8	1/8	StaffText	4/4	1	1	0							♮												
29	28	109	109	0.0	1/8	1/8	Spanner	4/4	1	1	0																			0
29	28	109	109	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	589									87						0
29	28	110	110	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	590															0
29	28	221/2	221/2	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
29	28	111	111	0.0	5/8	5/8	Dynamic	4/4	1	1	0					f														
29	28	111	111	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	591									88						
29	28	667/6	667/6	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	592									88						
29	28	334/3	334/3	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	593									88						
29	28	223/2	223/2	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	594									88						
29	28	335/3	335/3	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24		1/16	2/3	595									88						
29	28	671/6	671/6	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24		1/16	2/3	596									88						
29	28	112	112	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	597															
29	28	217/2	217/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	598									89						
29	28	653/6	653/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	599									89						
29	28	655/6	655/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	600									89						
29	28	219/2	219/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	601															
29	28	659/6	659/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	602									90						
29	28	661/6	661/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	603															
29	28	221/2	221/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	604									91						
29	28	665/6	665/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	605									91						
29	28	667/6	667/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	606									91						
29	28	223/2	223/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	607															
29	28	671/6	671/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	608									92						
29	28	673/6	673/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	609															
30	29	225/2	225/2	0.0	0	0	Dynamic	4/4	1	1	0					mf														
30	29	113	113	0.0	1/8	1/8	StaffText	4/4	1	1	0							♮												
30	29	113	113	0.0	1/8	1/8	Spanner	4/4	1	1	0																			1
30	29	113	113	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	610									93						1
30	29	114	114	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	611									93						1
30	29	229/2	229/2	0.0	1/2	1/2	Spanner	4/4	1	1	0													93						
30	29	229/2	229/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	612									93						
30	29	115	115	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	613									93						
30	29	116	116	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	614									93						
30	29	225/2	225/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	615									94						
30	29	677/6	677/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	616									94						
30	29	679/6	679/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	617									94						
30	29	227/2	227/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	618									94						
30	29	683/6	683/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	619									94						
30	29	685/6	685/6	0.0	5/12	5/12	StaffText	4/4	2	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>dimin."												
30	29	685/6	685/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	620															
30	29	229/2	229/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	621									95						
30	29	689/6	689/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	622									95						
30	29	691/6	691/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	623									95						
30	29	231/2	231/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	624									95						
30	29	695/6	695/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	625									95						
30	29	697/6	697/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	626															
31	30	233/2	233/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	627															
31	30	118	118	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	628									96						
31	30	237/2	237/2	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	629									96						
31	30	237/2	237/2	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	630									96						
31	30	237/2	237/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	631									96						
31	30	119	119	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	632															
31	30	239/2	239/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	633															
31	30	719/6	719/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	634															
31	30	721/6	721/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	635															
31	30	233/2	233/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	636									97						
31	30	701/6	701/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	637									97						
31	30	703/6	703/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	638									97						
31	30	235/2	235/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	639									97						
31	30	707/6	707/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	640									97						
31	30	709/6	709/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	641									97						
31	30	237/2	237/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	642									97						
31	30	713/6	713/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	643									97						
31	30	715/6	715/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	644									97						
31	30	120	120	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	645									97, 98						
32	31	241/2	241/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	646															
32	31	122	122	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	647									99						
32	31	245/2	245/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	648									99						
32	31	123	123	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	649															
32	31	247/2	247/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	650															
32	31	743/6	743/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	651															
32	31	745/6	745/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	652															
32	31	241/2	241/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	653									100						
32	31	725/6	725/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	654									100						
32	31	727/6	727/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	655									100						
32	31	243/2	243/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	656									100						
32	31	731/6	731/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	657									100						
32	31	733/6	733/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	658									100						
32	31	245/2	245/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	659									100						
32	31	737/6	737/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	660									100						
32	31	739/6	739/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	661									100						
32	31	124	124	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	662									100, 101						
33	32	249/2	249/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>calando"												
33	32	249/2	249/2	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	663									102						
33	32	749/6	749/6	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	664									102						
33	32	751/6	751/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	665									102						
33	32	251/2	251/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	666									102						
33	32	755/6	755/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	667									102						
33	32	757/6	757/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	668									102						
33	32	253/2	253/2	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	669									102						
33	32	761/6	761/6	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	670									102						
33	32	763/6	763/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	671									102						
33	32	255/2	255/2	0.0	3/4	3/4	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/><i>molto rit.</i>"						102						
33	32	128	128	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	672									102, 103						
33	32	249/2	249/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	673															
33	32	253/2	253/2	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	674															
33	32	255/2	255/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	675															
33	32	767/6	767/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	676															
33	32	769/6	769/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	677															
33	32	249/2	249/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	678															
33	32	251/2	251/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	679									104						
33	32	253/2	253/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	680															
33	32	127	127	1.5	5/8	5/8	Chord	4/4	2	1	3/8		1/4	3/2	681									105						
33	32	249/2	249/2	1.5	0	0	Chord	4/4	2	2	3/8		1/4	3/2	682															
33	32	126	126	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	683															
33	32	253/2	253/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	684															
33	32	255/2	255/2	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	685															
34	33	257/2	257/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>Tempo I"												
34	33	257/2	257/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>leggierissimo"												
34	33	257/2	257/2	0.0	0	0	Dynamic	4/4	1	1	0					ppp														
34	33	257/2	257/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	686									106						
34	33	129	129	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	687									106						
34	33	259/2	259/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	688									106						
34	33	779/6	779/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	689									106						
34	33	781/6	781/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	690									106						
34	33	261/2	261/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	691		articTenutoAbove							106						
34	33	131	131	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	692		articTenutoAbove							106						
34	33	263/2	263/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	693		articTenutoAbove													
34	33	132	132	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	694		articTenutoAbove													
34	33	793/6	793/6	0.0	11/12	11/12	Dynamic	4/4	1	1	0					ppp														
34	33	257/2	257/2	0.0	0	0	Chord	4/4	1	2	0	acciaccatura	1/8	1	695		articAccentBelow													
34	33	257/2	257/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	696															
34	33	261/2	261/2	0.0	1/2	1/2	Chord	4/4	1	2	0	acciaccatura	1/8	1	697		articAccentBelow													
34	33	261/2	261/2	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	698															
34	33	257/2	257/2	0.0	0	0	Spanner	4/4	2	1	0																			
34	33	257/2	257/2	0.0	0	0	Spanner	4/4	2	1	0																			
34	33	257/2	257/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	699									107						
