mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
56	56	223/2	223/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	734		articStaccatoBelow													5	
56	56	447/4	447/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	735		articStaccatoBelow													5	
57	57	225/2	225/2	0.0	1/8	1/8	Spanner	4/8	1	1	0																			6	
57	57	227/2	227/2	0.0	3/8	3/8	Spanner	4/8	1	1	0																				
57	57	227/2	227/2	0.0	3/8	3/8	Spanner	4/8	1	1	0																			7	
57	57	227/2	227/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	736															7	
57	57	455/4	455/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	737															7	
57	57	225/2	225/2	0.25	1/8	1/8	Chord	4/8	1	2	1/16		1/16	1	738		articStaccatoBelow													7	
57	57	451/4	451/4	0.25	3/16	3/16	Chord	4/8	1	2	1/16		1/16	1	739		articStaccatoBelow													7	
57	57	113	113	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	740															7	
57	57	227/2	227/2	0.25	3/8	3/8	Chord	4/8	1	2	1/16		1/16	1	741															7	
57	57	455/4	455/4	0.25	7/16	7/16	Chord	4/8	1	2	1/16		1/16	1	742															7	
57	57	227/2	227/2	0.5	3/8	3/8	Chord	4/8	1	3	1/8		1/8	1	743															7	
57	57	112	112	0.0	0	0	Spanner	4/8	2	1	0																				
57	57	225/2	225/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	744																
57	57	113	113	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	745																
57	57	227/2	227/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	746										108						
57	57	112	112	0.5	0	0	Chord	4/8	2	2	1/8		1/8	1	747										109						
57	57	225/2	225/2	0.25	1/8	1/8	Chord	4/8	2	2	1/16		1/16	1	748																
57	57	451/4	451/4	0.25	3/16	3/16	Chord	4/8	2	2	1/16		1/16	1	749																
57	57	113	113	0.25	1/4	1/4	Chord	4/8	2	2	1/16		1/16	1	750										110						
57	57	453/4	453/4	0.25	5/16	5/16	Chord	4/8	2	2	1/16		1/16	1	751																
57	57	227/2	227/2	0.25	3/8	3/8	Chord	4/8	2	2	1/16		1/16	1	752		articStaccatoBelow														
57	57	455/4	455/4	0.25	7/16	7/16	Chord	4/8	2	2	1/16		1/16	1	753		articStaccatoBelow														
58	58	114	114	0.0	0	0	Dynamic	4/8	1	1	0					f															
58	58	114	114	0.0	0	0	Spanner	4/8	1	1	0																				
58	58	114	114	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	754										111						
58	58	229/2	229/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	755																
58	58	459/4	459/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	756		articStaccatoAbove														
58	58	115	115	0.25	1/4	1/4	Chord	4/8	1	1	1/16		1/16	1	757										112						
58	58	461/4	461/4	0.25	5/16	5/16	Chord	4/8	1	1	1/16		1/16	1	758																
58	58	231/2	231/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	759		articStaccatoAbove														
58	58	463/4	463/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	760		articStaccatoAbove														
58	58	114	114	0.75	0	0	Chord	4/8	1	2	3/16		1/8	3/2	761																
58	58	459/4	459/4	0.25	3/16	3/16	Chord	4/8	1	2	1/16		1/16	1	762																
58	58	115	115	0.25	1/4	1/4	Chord	4/8	1	2	1/16		1/16	1	763										113						
58	58	461/4	461/4	0.25	5/16	5/16	Chord	4/8	1	2	1/16		1/16	1	764																
58	58	231/2	231/2	0.25	3/8	3/8	Chord	4/8	1	2	1/16		1/16	1	765																
58	58	463/4	463/4	0.25	7/16	7/16	Chord	4/8	1	2	1/16		1/16	1	766																
58	58	114	114	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	767										114						
58	58	457/4	457/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	768										114						
58	58	229/2	229/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	769																
58	58	459/4	459/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	770																
58	58	115	115	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	771										115						
58	58	231/2	231/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	772																
58	58	463/4	463/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	773																
58	58	114	114	0.25	0	0	Chord	4/8	2	2	1/16		1/16	1	774		articStaccatoBelow														
58	58	457/4	457/4	0.25	1/16	1/16	Chord	4/8	2	2	1/16		1/16	1	775		articStaccatoBelow														
58	58	229/2	229/2	0.25	1/8	1/8	Chord	4/8	2	2	1/16		1/16	1	776		articStaccatoBelow														
58	58	459/4	459/4	0.25	3/16	3/16	Chord	4/8	2	2	1/16		1/16	1	777		articStaccatoBelow														
58	58	115	115	0.25	1/4	1/4	Chord	4/8	2	2	1/16		1/16	1	778										116						
58	58	461/4	461/4	0.25	5/16	5/16	Chord	4/8	2	2	1/16		1/16	1	779																
58	58	231/2	231/2	0.25	3/8	3/8	Chord	4/8	2	2	1/16		1/16	1	780		articStaccatoBelow														
58	58	463/4	463/4	0.25	7/16	7/16	Chord	4/8	2	2	1/16		1/16	1	781		articStaccatoBelow														
58	58	114	114	0.5	0	0	Chord	4/8	2	3	1/8		1/8	1	782																
59	59	116	116	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	783										117						
59	59	233/2	233/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	784																
59	59	467/4	467/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	785		articStaccatoAbove														
59	59	117	117	0.25	1/4	1/4	Chord	4/8	1	1	1/16		1/16	1	786										118						
59	59	469/4	469/4	0.25	5/16	5/16	Chord	4/8	1	1	1/16		1/16	1	787																
59	59	235/2	235/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	788		articStaccatoAbove														
59	59	471/4	471/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	789		articStaccatoAbove														
59	59	116	116	0.75	0	0	Chord	4/8	1	2	3/16		1/8	3/2	790																
59	59	467/4	467/4	0.25	3/16	3/16	Chord	4/8	1	2	1/16		1/16	1	791																
59	59	117	117	0.25	1/4	1/4	Chord	4/8	1	2	1/16		1/16	1	792										119						
59	59	469/4	469/4	0.25	5/16	5/16	Chord	4/8	1	2	1/16		1/16	1	793																
59	59	235/2	235/2	0.25	3/8	3/8	Chord	4/8	1	2	1/16		1/16	1	794																
59	59	471/4	471/4	0.25	7/16	7/16	Chord	4/8	1	2	1/16		1/16	1	795																
59	59	116	116	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	796										120						
59	59	465/4	465/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	797										120						
59	59	233/2	233/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	798																
59	59	467/4	467/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	799																
59	59	117	117	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	800										121						
59	59	235/2	235/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	801																
59	59	471/4	471/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	802																
59	59	116	116	0.25	0	0	Chord	4/8	2	2	1/16		1/16	1	803		articStaccatoBelow														
59	59	465/4	465/4	0.25	1/16	1/16	Chord	4/8	2	2	1/16		1/16	1	804		articStaccatoBelow														
59	59	233/2	233/2	0.25	1/8	1/8	Chord	4/8	2	2	1/16		1/16	1	805		articStaccatoBelow														
59	59	467/4	467/4	0.25	3/16	3/16	Chord	4/8	2	2	1/16		1/16	1	806		articStaccatoBelow														
59	59	117	117	0.25	1/4	1/4	Chord	4/8	2	2	1/16		1/16	1	807										122						
59	59	469/4	469/4	0.25	5/16	5/16	Chord	4/8	2	2	1/16		1/16	1	808																
59	59	235/2	235/2	0.25	3/8	3/8	Chord	4/8	2	2	1/16		1/16	1	809		articStaccatoBelow														
59	59	471/4	471/4	0.25	7/16	7/16	Chord	4/8	2	2	1/16		1/16	1	810		articStaccatoBelow														
60	60	118	118	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	811		articStaccatoAbove														
60	60	237/2	237/2	0.0	1/8	1/8	Spanner	4/8	1	1	0																			8	
60	60	237/2	237/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	812															8	
60	60	475/4	475/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	813															8	
60	60	119	119	0.0	1/4	1/4	Dynamic	4/8	1	1	0					sff															
60	60	119	119	0.0	1/4	1/4	Spanner	4/8	1	1	0																				
60	60	119	119	0.0	1/4	1/4	Spanner	4/8	1	1	0																				14
60	60	119	119	1.0	1/4	1/4	Chord	4/8	1	1	1/4		1/4	1	814																14
60	60	118	118	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	815																14
60	60	237/2	237/2	0.25	1/8	1/8	Chord	4/8	1	2	1/16		1/16	1	816																14
60	60	475/4	475/4	0.25	3/16	3/16	Chord	4/8	1	2	1/16		1/16	1	817																14
60	60	119	119	0.25	1/4	1/4	Chord	4/8	1	2	1/16		1/16	1	818																14
60	60	118	118	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	819																
60	60	119	119	0.0	1/4	1/4	Spanner	4/8	2	1	0																				15
60	60	119	119	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	820		articStaccatoBelow								123						15
60	60	477/4	477/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	821		articStaccatoBelow								123						15
60	60	239/2	239/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	822		articStaccatoBelow								123						15
60	60	479/4	479/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	823		articStaccatoBelow								123						15
60	60	118	118	0.25	0	0	Chord	4/8	2	2	1/16		1/16	1	824		articStaccatoBelow								124						15
60	60	473/4	473/4	0.25	1/16	1/16	Chord	4/8	2	2	1/16		1/16	1	825		articStaccatoBelow														15
60	60	237/2	237/2	0.25	1/8	1/8	Chord	4/8	2	2	1/16		1/16	1	826		articStaccatoBelow								125						15
60	60	475/4	475/4	0.25	3/16	3/16	Chord	4/8	2	2	1/16		1/16	1	827		articStaccatoBelow														15
61	61	120	120	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	828		articStaccatoBelow								126						14
61	61	241/2	241/2	0.0	1/8	1/8	Dynamic	4/8	1	1	0					p									126						14
61	61	241/2	241/2	0.0	1/8	1/8	Chord	4/8	1	1	0	acciaccatura	1/8	1	829										126						14
61	61	241/2	241/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	830		articStaccatoBelow								126						14
61	61	121	121	0.0	1/4	1/4	SystemText	4/8	1	1	0								<i>picchietando</i>												14
61	61	121	121	0.0	1/4	1/4	Chord	4/8	1	1	0	acciaccatura	1/8	1	831																14
61	61	121	121	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	832		articStaccatoBelow														14
61	61	243/2	243/2	0.0	3/8	3/8	SystemText	4/8	1	1	0								<i>crescendo</i>												
61	61	243/2	243/2	0.0	3/8	3/8	Spanner	4/8	1	1	0																				
61	61	243/2	243/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	833																
61	61	487/4	487/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	834																
61	61	120	120	0.0	0	0	Spanner	4/8	2	1	0																				
61	61	120	120	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	835																
61	61	241/2	241/2	0.0	1/8	1/8	Chord	4/8	2	1	0	acciaccatura	1/8	1	836																
61	61	241/2	241/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	837																
61	61	121	121	0.0	1/4	1/4	Chord	4/8	2	1	0	acciaccatura	1/8	1	838																
61	61	121	121	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	839																
61	61	243/2	243/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	840																
62	62	122	122	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	841		articStaccatoBelow								127						
62	62	245/2	245/2	0.0	1/8	1/8	Chord	4/8	1	1	0	acciaccatura	1/8	1	842										127						
62	62	245/2	245/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	843		articStaccatoBelow								127						
62	62	123	123	0.0	1/4	1/4	Chord	4/8	1	1	0	acciaccatura	1/8	1	844																
62	62	123	123	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	845		articStaccatoBelow														
62	62	247/2	247/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	846																
62	62	495/4	495/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	847																
62	62	122	122	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	848																
62	62	245/2	245/2	0.0	1/8	1/8	Chord	4/8	2	1	0	acciaccatura	1/8	1	849																
62	62	245/2	245/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	850																
62	62	123	123	0.0	1/4	1/4	Chord	4/8	2	1	0	acciaccatura	1/8	1	851																
62	62	123	123	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	852																
62	62	247/2	247/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	853																
63	63	124	124	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	854																
63	63	249/2	249/2	0.0	1/8	1/8	Dynamic	4/8	1	1	0					f															
63	63	249/2	249/2	0.0	1/8	1/8	Spanner	4/8	1	1	0																			9	
63	63	249/2	249/2	0.0	1/8	1/8	Chord	4/8	1	1	0	acciaccatura	1/8	1	855															9	
63	63	249/2	249/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	856															9	
63	63	125	125	0.0	1/4	1/4	Chord	4/8	1	1	0	acciaccatura	1/8	1	857															9	
63	63	125	125	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	858															9	
63	63	251/2	251/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	859															9	
63	63	124	124	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	860																
63	63	249/2	249/2	0.0	1/8	1/8	Chord	4/8	2	1	0	acciaccatura	1/8	1	861																
63	63	249/2	249/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	862																
63	63	125	125	0.0	1/4	1/4	Chord	4/8	2	1	0	acciaccatura	1/8	1	863																
63	63	125	125	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	864																
63	63	251/2	251/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	865										128						
64	64	126	126	0.0	0	0	Spanner	4/8	1	1	0																				
64	64	126	126	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	866																
64	64	253/2	253/2	0.0	1/8	1/8	Chord	4/8	1	1	0	acciaccatura	1/8	1	867																
64	64	253/2	253/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	868																
64	64	127	127	0.0	1/4	1/4	Chord	4/8	1	1	0	acciaccatura	1/8	1	869																
64	64	127	127	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	870																
64	64	255/2	255/2	0.0	3/8	3/8	SystemText	4/8	1	1	0								<i>pesante</i>												
64	64	255/2	255/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	871																
64	64	511/4	511/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	872																
64	64	126	126	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	873																
64	64	253/2	253/2	0.0	1/8	1/8	Chord	4/8	2	1	0	acciaccatura	1/8	1	874																
64	64	253/2	253/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	875																
64	64	127	127	0.0	1/4	1/4	Chord	4/8	2	1	0	acciaccatura	1/8	1	876																
64	64	127	127	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	877																
64	64	255/2	255/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	878																
64	64	511/4	511/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	879																
65	65	128	128	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	880																
65	65	257/2	257/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	881																
65	65	515/4	515/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	882																
65	65	129	129	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	883																
65	65	259/2	259/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	884																
65	65	519/4	519/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	885																
65	65	128	128	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	886										129						
65	65	513/4	513/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	887																
65	65	257/2	257/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	888										130						
65	65	515/4	515/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	889																
65	65	129	129	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	890										131						
65	65	517/4	517/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	891																
65	65	259/2	259/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	892										132						
65	65	519/4	519/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	893																
66	66	130	130	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	894																
66	66	261/2	261/2	0.0	1/8	1/8	Spanner	4/8	1	1	0																				16
66	66	261/2	261/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	895										133						16
66	66	131	131	0.25	1/4	1/4	Chord	4/8	1	1	1/16		1/16	1	896																16
66	66	525/4	525/4	0.0	5/16	5/16	Spanner	4/8	1	1	0																				
66	66	525/4	525/4	0.25	5/16	5/16	Chord	4/8	1	1	1/16		1/16	1	897																
66	66	263/2	263/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	898																
66	66	527/4	527/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	899																
66	66	130	130	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	900										134						
66	66	521/4	521/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	901																
66	66	261/2	261/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	902										135						
66	66	523/4	523/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	903																
66	66	131	131	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	904										136						
66	66	525/4	525/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	905																
66	66	263/2	263/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	906										137						
66	66	527/4	527/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	907																
67	67	132	132	0.0	0	0	Spanner	4/8	1	1	0																				17
67	67	132	132	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	908										138						17
67	67	265/2	265/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	909																17
67	67	531/4	531/4	0.0	3/16	3/16	Spanner	4/8	1	1	0																				
67	67	531/4	531/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	910																
67	67	133	133	0.25	1/4	1/4	Chord	4/8	1	1	1/16		1/16	1	911																
67	67	533/4	533/4	0.0	5/16	5/16	SystemText	4/8	1	1	0								<i>dimin.</i>												
67	67	533/4	533/4	0.25	5/16	5/16	Chord	4/8	1	1	1/16		1/16	1	912																
67	67	267/2	267/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	913										139						
67	67	132	132	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	914										140						
67	67	529/4	529/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	915																
67	67	265/2	265/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	916		articAccentAbove								141						
67	67	531/4	531/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	917																
67	67	133	133	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	918										142						
67	67	533/4	533/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	919																
67	67	267/2	267/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	920										143						
67	67	535/4	535/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	921																
67	67	265/2	265/2	1.0	1/8	1/8	Chord	4/8	2	2	1/4		1/4	1	922																
67	67	267/2	267/2	0.5	3/8	3/8	Chord	4/8	2	2	1/8		1/8	1	923																
68	68	134	134	0.25	0	0	Chord	4/8	1	1	1/16		1/16	1	924																
68	68	537/4	537/4	0.25	1/16	1/16	Chord	4/8	1	1	1/16		1/16	1	925																
68	68	269/2	269/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	926																
68	68	539/4	539/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	927																
68	68	135	135	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	928																
68	68	134	134	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	929										144						
68	68	537/4	537/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	930																
68	68	269/2	269/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	931										145						
68	68	539/4	539/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	932																
68	68	135	135	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	933																
68	68	271/2	271/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	934																
68	68	543/4	543/4	0.0	7/16	7/16	Dynamic	4/8	2	1	0					mp															
68	68	543/4	543/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	935																
69	69	273/2	273/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	936		articTenutoStaccatoBelow								146						
69	69	275/2	275/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	937		articTenutoStaccatoBelow								146						
69	69	136	136	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	938		articStaccatoBelow														
69	69	273/2	273/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	939		articTenutoBelow														
69	69	137	137	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	940		articStaccatoBelow														
69	69	275/2	275/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	941		articTenutoBelow														
70	70	277/2	277/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	942		articTenutoStaccatoBelow								146						
70	70	279/2	279/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	943		articTenutoStaccatoBelow								146						
70	70	138	138	0.0	0	0	Spanner	4/8	2	1	0																				18
70	70	138	138	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	944										147						18
70	70	553/4	553/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	945										147						18
70	70	277/2	277/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	946		articStaccatoBelow								147						18
70	70	555/4	555/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	947		articStaccatoBelow								147						18
70	70	139	139	0.0	1/4	1/4	Spanner	4/8	2	1	0																				
70	70	139	139	0.0	1/4	1/4	Spanner	4/8	2	1	0																				19
70	70	139	139	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	948																19
70	70	279/2	279/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	949										148						19
70	70	559/4	559/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	950										148						19
71	71	281/2	281/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	951		articTenutoStaccatoBelow														
71	71	283/2	283/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	952																
71	71	140	140	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	953		articStaccatoBelow								148						19
71	71	561/4	561/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	954		articStaccatoBelow								148						19
71	71	281/2	281/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	955																19
71	71	141	141	0.0	1/4	1/4	Spanner	4/8	2	1	0																				
71	71	141	141	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	956																
71	71	283/2	283/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	957																
72	72	142	142	0.0	0	0	Dynamic	4/8	1	1	0					p															
72	72	142	142	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	958																
72	72	285/2	285/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	959																
72	72	143	143	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	960																
72	72	142	142	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	961										149						
72	72	285/2	285/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	962										149						
72	72	143	143	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	963																
72	72	287/2	287/2	0.0	3/8	3/8	Spanner	4/8	2	1	0																			10	
72	72	287/2	287/2	0.0	3/8	3/8	Spanner	4/8	2	1	0															0				10	
72	72	287/2	287/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	964		articStaccatoBelow									0				10	
72	72	575/4	575/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	965		articStaccatoBelow									0				10	
73	73	144	144	0.0	0	0	SystemText	4/8	1	1	0								<i>tenebroso</i>												
73	73	291/2	291/2	0.0	3/8	3/8	SystemText	4/8	1	1	0								<i>piu</i>												
73	73	291/2	291/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	966		articTenutoAbove														
73	73	583/4	583/4	0.0	7/16	7/16	Dynamic	4/8	1	1	0					p															
73	73	144	144	0.0	0	0	Spanner	4/8	2	1	0															0					
73	73	144	144	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	967										150	0					
73	73	289/2	289/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	968											0					
73	73	579/4	579/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	969											0					
73	73	145	145	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	970											0					
73	73	581/4	581/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	971											0					
73	73	291/2	291/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	972											0					
73	73	583/4	583/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	973											0					
74	74	146	146	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	974		articTenutoBelow														
74	74	293/2	293/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	975		articTenutoBelow														
