mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
47	46	273/2	273/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	553																
47	46	137	137	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	554																
47	46	275/2	275/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	555																
47	46	138	138	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	556																
47	46	277/2	277/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	557																
47	46	139	139	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	558																
47	46	273/2	273/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	559																
47	46	138	138	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	560																
47	46	273/2	273/2	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>sempre più agitato e crescendo"													
47	46	273/2	273/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	561																
47	46	137	137	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	562																
47	46	275/2	275/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	563																
47	46	138	138	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	564																
47	46	277/2	277/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	565																
47	46	139	139	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	566																
47	46	273/2	273/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	567																
47	46	138	138	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	568																
48	47	279/2	279/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	569																
48	47	140	140	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	570																
48	47	281/2	281/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	571																
48	47	141	141	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	572																
48	47	283/2	283/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	573																
48	47	142	142	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	574																
48	47	279/2	279/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	575																
48	47	141	141	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	576																
48	47	279/2	279/2	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>crescendo"													
48	47	279/2	279/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	577																
48	47	140	140	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	578																
48	47	281/2	281/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	579																
48	47	141	141	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	580																
48	47	283/2	283/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	581																
48	47	142	142	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	582																
48	47	279/2	279/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	583																
48	47	141	141	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	584		articAccentBelow														
49	48	285/2	285/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	585																
49	48	143	143	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	586																
49	48	287/2	287/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	587																
49	48	144	144	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	588																
49	48	289/2	289/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	589																
49	48	145	145	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	590																
49	48	285/2	285/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	591																
49	48	144	144	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	592		articAccentBelow														
49	48	285/2	285/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	593																
49	48	143	143	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	594																
49	48	287/2	287/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	595																
49	48	144	144	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	596																
49	48	289/2	289/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	597																
49	48	145	145	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	598																
49	48	285/2	285/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	599																
49	48	144	144	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	600																
50	49	291/2	291/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	601																
50	49	146	146	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	602																
50	49	293/2	293/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	603																
50	49	147	147	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	604																
50	49	295/2	295/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	605																
50	49	148	148	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	606																
50	49	291/2	291/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	607																
50	49	147	147	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	608																
50	49	291/2	291/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	609																
50	49	146	146	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	610																
50	49	293/2	293/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	611																
50	49	147	147	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	612																
50	49	295/2	295/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	613																
50	49	148	148	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	614																
50	49	291/2	291/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	615																
50	49	147	147	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	616																
51	50	297/2	297/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	617																
51	50	149	149	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	618																
51	50	299/2	299/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	619																
51	50	150	150	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	620																
51	50	301/2	301/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	621																
51	50	151	151	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	622																
51	50	297/2	297/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	623																
51	50	150	150	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	624																
51	50	297/2	297/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	625																
51	50	149	149	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	626																
51	50	299/2	299/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	627																
51	50	150	150	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	628																
51	50	301/2	301/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	629																
51	50	151	151	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	630																
51	50	297/2	297/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	631																
51	50	150	150	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	632		articAccentBelow														
52	51	303/2	303/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	633																
52	51	152	152	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	634																
52	51	305/2	305/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	635																
52	51	153	153	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	636																
52	51	307/2	307/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	637																
52	51	154	154	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	638																
52	51	303/2	303/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	639																
52	51	153	153	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	640		articAccentBelow														
52	51	303/2	303/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	641																
52	51	152	152	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	642																
52	51	305/2	305/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	643																
52	51	153	153	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	644																
52	51	307/2	307/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	645																
52	51	154	154	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	646																
52	51	303/2	303/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	647																
52	51	153	153	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	648																
53	52	309/2	309/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	649																
53	52	155	155	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	650																
53	52	311/2	311/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	651																
53	52	156	156	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	652																
53	52	313/2	313/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	653																
53	52	157	157	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	654																
53	52	309/2	309/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	655																
53	52	309/2	309/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	656																
53	52	155	155	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	657																
53	52	311/2	311/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	658																
53	52	156	156	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	659																
53	52	313/2	313/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	660																
53	52	157	157	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	661																
53	52	309/2	309/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	662																
53	52	156	156	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	663																
54	53	315/2	315/2	0.0	0	0	Spanner	6/8	1	1	0																				9
54	53	315/2	315/2	0.16666666666666666	0	0	Chord	6/8	1	1	1/24		1/16	2/3	664									102							9
54	53	473/3	473/3	0.16666666666666666	1/24	1/24	Chord	6/8	1	1	1/24		1/16	2/3	665									102							9
54	53	947/6	947/6	0.16666666666666666	1/12	1/12	Chord	6/8	1	1	1/24		1/16	2/3	666									102							9
54	53	158	158	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24		1/16	2/3	667									102							9
54	53	949/6	949/6	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24		1/16	2/3	668									102							9
54	53	475/3	475/3	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24		1/16	2/3	669									102							9
54	53	317/2	317/2	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	670									102							9
54	53	476/3	476/3	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	671									102							9
54	53	953/6	953/6	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	672									102							9
54	53	159	159	0.0	3/8	3/8	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>ritenuto"						102							9
54	53	159	159	0.0	3/8	3/8	Spanner	6/8	1	1	0													102	0						9
54	53	159	159	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16after	1/16	1	673									102	0						9
54	53	159	159	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16after	1/16	1	674									102	0						9
54	53	159	159	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	675									102	0						9
54	53	315/2	315/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	676																9
54	53	315/2	315/2	0.0	0	0	Spanner	6/8	2	1	0																	2	2		
54	53	315/2	315/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	677													2	2		
54	53	158	158	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	678													2	2		
54	53	317/2	317/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	679													2	2		
54	53	159	159	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	680													2	2		
54	53	319/2	319/2	0.0	1/2	1/2	Spanner	6/8	2	1	0																				
54	53	319/2	319/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	681																
54	53	160	160	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	682																
54	53	315/2	315/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	683																
54	53	159	159	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	684																
55	54	321/2	321/2	0.0	0	0	Spanner	6/8	1	1	0																				9
55	54	321/2	321/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	685									103							9
55	54	643/4	643/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	686									103							9
55	54	161	161	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	687									103							9
55	54	645/4	645/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	688									103							9
55	54	323/2	323/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	689									103							9
55	54	647/4	647/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	690									103							9
55	54	162	162	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	691									103							9
55	54	649/4	649/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	692									103							9
55	54	325/2	325/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	693									103							9
55	54	651/4	651/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	694									103							9
55	54	163	163	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	695									103							9
55	54	653/4	653/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	696																9
55	54	321/2	321/2	0.0	0	0	Spanner	6/8	2	1	0																	3	3		
55	54	321/2	321/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	697													3	3		
55	54	161	161	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	698													3	3		
55	54	323/2	323/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	699													3	3		
55	54	162	162	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	700									104				3	3		
55	54	163	163	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	701									104				3	3		
55	54	321/2	321/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	702													3	3		
56	55	327/2	327/2	0.0	0	0	Spanner	6/8	1	1	0																				
56	55	164	164	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	703																
56	55	329/2	329/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	704																
56	55	165	165	0.0	3/8	3/8	StaffText	6/8	1	1	0							"<font size=""11.1614""/><font face=""Plantin MT Std""/><b>Tempo I</b>"													
56	55	165	165	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	705																
56	55	164	164	1.0	1/8	1/8	Chord	6/8	1	2	1/4		1/4	1	706																
56	55	165	165	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	707									105							
56	55	331/2	331/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	708									105							
56	55	166	166	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	709									105							
56	55	327/2	327/2	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>riten."						104							
56	55	327/2	327/2	0.0	0	0	Spanner	6/8	2	1	0													104							
56	55	327/2	327/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	710									104							
56	55	165	165	0.0	3/8	3/8	Spanner	6/8	2	1	0													104	1						
56	55	165	165	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	711									104	1						
57	56	333/2	333/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	712																
57	56	168	168	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	713									106							
57	56	333/2	333/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	714																
57	56	333/2	333/2	0.0	0	0	Dynamic	6/8	2	1	0					mp															
57	56	333/2	333/2	0.0	0	0	Spanner	6/8	2	1	0																				
57	56	333/2	333/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	715																
57	56	168	168	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	716																
57	56	168	168	0.0	3/8	3/8	Chord	6/8	2	2	0	acciaccatura	1/8	1	717		articTenutoBelow														
57	56	168	168	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	718																
58	57	339/2	339/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	719									106, 107							
58	57	171	171	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	720									106							
58	57	339/2	339/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	721																
58	57	339/2	339/2	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	722		articTenutoBelow														
58	57	339/2	339/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	723																
58	57	171	171	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	724																
58	57	172	172	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	725																
59	58	345/2	345/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	726									106							
59	58	174	174	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	727									106							
59	58	345/2	345/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	728																
59	58	174	174	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	729																
59	58	345/2	345/2	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	730		articTenutoBelow														
59	58	345/2	345/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	731									108							
59	58	347/2	347/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	732																
59	58	174	174	0.0	3/8	3/8	Chord	6/8	2	2	0	acciaccatura	1/8	1	733		articTenutoBelow														
59	58	174	174	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	734									109							
59	58	175	175	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	735																
60	59	351/2	351/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	736									106							
60	59	177	177	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	737																
60	59	177	177	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	738																
60	59	351/2	351/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	739																
60	59	351/2	351/2	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	740		articTenutoBelow														
60	59	351/2	351/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	741																
60	59	177	177	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	742									110							
60	59	355/2	355/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	743									110							
60	59	178	178	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	744									110							
61	60	180	180	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	745									111							
61	60	180	180	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	746																
61	60	357/2	357/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	747																
61	60	359/2	359/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	748																
61	60	180	180	0.0	3/8	3/8	Chord	6/8	2	2	0	acciaccatura	1/8	1	749		articTenutoBelow														
61	60	180	180	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	750									112							
61	60	181	181	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	751																
62	61	363/2	363/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	752									111, 113							
62	61	183	183	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	753									111							
62	61	363/2	363/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	754																
62	61	183	183	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	755																
62	61	363/2	363/2	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	756																
62	61	363/2	363/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	757									114							
62	61	365/2	365/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	758																
62	61	183	183	0.0	3/8	3/8	Chord	6/8	2	2	0	acciaccatura	1/8	1	759																
62	61	183	183	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	760																
63	62	369/2	369/2	0.0	0	0	Dynamic	6/8	1	1	0					p								111							
63	62	369/2	369/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	761									111							
63	62	186	186	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	762									111							
63	62	373/2	373/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	763									111							
63	62	187	187	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	764									111							
63	62	369/2	369/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	765																
63	62	369/2	369/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	766																
63	62	369/2	369/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	767									115							
63	62	186	186	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	768																
64	63	375/2	375/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	769									111							
64	63	375/2	375/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	770									111							
64	63	377/2	377/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	771																
64	63	375/2	375/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	772																
64	63	189	189	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	773									116							
64	63	379/2	379/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	774									116							
64	63	190	190	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	775									116							
64	63	375/2	375/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	776																
65	64	192	192	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	777									117							
65	64	192	192	0.0	3/8	3/8	Chord	6/8	2	1	0	acciaccatura	1/8	1	778																
65	64	192	192	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	779																
65	64	381/2	381/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	780																
65	64	383/2	383/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	781																
65	64	192	192	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	782									118							
65	64	193	193	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	783																
66	65	387/2	387/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	784									117							
66	65	195	195	0.0	3/8	3/8	StaffText	6/8	1	1	0							crescendo						117							
66	65	195	195	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	785									117							
66	65	387/2	387/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	786																
66	65	195	195	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	787																
66	65	387/2	387/2	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	788																
66	65	387/2	387/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	789									119							
66	65	389/2	389/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	790																
66	65	195	195	0.0	3/8	3/8	Chord	6/8	2	2	0	acciaccatura	1/8	1	791																
66	65	195	195	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	792																
67	66	393/2	393/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	793									117							
67	66	198	198	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	794									117							
67	66	397/2	397/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	795									117							
67	66	199	199	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	796									117							
67	66	393/2	393/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	797																
67	66	393/2	393/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	798																
67	66	393/2	393/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	799									120							
67	66	197	197	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	800									120							
67	66	395/2	395/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	801									120							
67	66	198	198	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	802									121							
68	67	399/2	399/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	803									117							
68	67	399/2	399/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	804									117							
68	67	401/2	401/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	805																
68	67	202	202	0.0	5/8	5/8	Spanner	6/8	1	1	0																				10
68	67	202	202	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	806									122							10
68	67	399/2	399/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	807																10
68	67	399/2	399/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	808																
68	67	202	202	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	809																
68	67	399/2	399/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	810									121							
68	67	401/2	401/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	811																
68	67	202	202	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	812									123							
69	68	405/2	405/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	813									122							10
69	68	204	204	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	814																10
69	68	405/2	405/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	815																
69	68	405/2	405/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	816									123							
69	68	204	204	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	817																
70	69	411/2	411/2	0.0	0	0	Spanner	6/8	1	1	0																				
70	69	207	207	0.0	3/8	3/8	Dynamic	6/8	1	1	0					f															
