mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
70	69	207	207	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	818																
70	69	207	207	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	819																
71	70	417/2	417/2	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>sostenuto"													
71	70	417/2	417/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	820									124							
71	70	210	210	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	821									124							
71	70	421/2	421/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	822									124							
71	70	211	211	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	823									124							
71	70	417/2	417/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	824																
71	70	837/4	837/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	825																
71	70	419/2	419/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	826																
71	70	210	210	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	827																
72	71	423/2	423/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	828									124							
72	71	423/2	423/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	829		articAccentAbove							124							
72	71	425/2	425/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	830																
72	71	213	213	0.0	3/8	3/8	Spanner	6/8	1	1	0														2						
72	71	213	213	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	831										2						
72	71	425/2	425/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	832									125							
72	71	213	213	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	833																
72	71	214	214	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	834																
72	71	423/2	423/2	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>riten."													
72	71	425/2	425/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	835									126							
72	71	213	213	0.0	3/8	3/8	Spanner	6/8	2	1	0														3						
72	71	213	213	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	836										3						
72	71	214	214	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	837										3						
72	71	425/2	425/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	838																
72	71	213	213	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	839																
73	72	429/2	429/2	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>Scherzando"													
73	72	429/2	429/2	0.0	0	0	Spanner	6/8	1	1	0																				
73	72	429/2	429/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	840																
73	72	429/2	429/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	841		articStaccatoBelow														
73	72	215	215	0.0	1/8	1/8	Dynamic	6/8	1	1	0					f															
73	72	215	215	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	842		articStaccatoBelow														
73	72	863/4	863/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	843									127							
73	72	216	216	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	844		articStaccatoBelow														
73	72	433/2	433/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	845		articAccentStaccatoBelow														
73	72	429/2	429/2	0.0	0	0	Spanner	6/8	2	1	0																				
73	72	429/2	429/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	846		articStaccatoBelow							128							
73	72	215	215	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	847		articStaccatoBelow							128							
73	72	431/2	431/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	848		articStaccatoBelow							128							
73	72	216	216	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	849																
73	72	433/2	433/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	850		articStaccatoAbove							129							
73	72	217	217	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	851		articStaccatoAbove							129							
74	73	435/2	435/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	852																
74	73	435/2	435/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	853																
74	73	435/2	435/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	854																
74	73	873/4	873/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	855									130							
74	73	219	219	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	2/3	856																
74	73	219	219	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	857																
74	73	658/3	658/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	858																
74	73	439/2	439/2	0.16666666666666666	1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	859																
74	73	659/3	659/3	0.16666666666666666	13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	860																
74	73	1319/6	1319/6	0.16666666666666666	7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	861																
74	73	220	220	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24		1/16	2/3	862																
74	73	1321/6	1321/6	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24		1/16	2/3	863																
74	73	661/3	661/3	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24		1/16	2/3	864																
74	73	219	219	0.16666666666666666	3/8	3/8	Chord	6/8	1	2	1/24		1/16	2/3	865																
74	73	658/3	658/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	2	1/24		1/16	2/3	866																
74	73	439/2	439/2	0.16666666666666666	1/2	1/2	Chord	6/8	1	2	1/24		1/16	2/3	867																
74	73	659/3	659/3	0.16666666666666666	13/24	13/24	Chord	6/8	1	2	1/24		1/16	2/3	868																
74	73	1319/6	1319/6	0.16666666666666666	7/12	7/12	Chord	6/8	1	2	1/24		1/16	2/3	869																
74	73	220	220	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	870																
74	73	435/2	435/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	871		articStaccatoAbove							129							
74	73	218	218	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	872		articStaccatoAbove														
74	73	437/2	437/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	873		articAccentStaccatoAbove														
75	74	441/2	441/2	0.0	0	0	Spanner	6/8	1	1	0																			6	
75	74	221	221	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	874		articStaccatoBelow													6	
75	74	443/2	443/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	875		articStaccatoBelow													6	
75	74	445/2	445/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	876		articStaccatoBelow													6	
75	74	223	223	0.0	5/8	5/8	Spanner	6/8	1	1	0																				
75	74	223	223	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	877		articStaccatoBelow														
75	74	441/2	441/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	878		articStaccatoBelow														
75	74	221	221	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	879		articStaccatoBelow														
75	74	887/4	887/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	880		articStaccatoBelow														
75	74	222	222	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	881		articStaccatoBelow														
75	74	445/2	445/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	882																
76	75	224	224	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	883		articStaccatoAbove														
76	75	449/2	449/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	884		articAccentStaccatoAbove														
76	75	447/2	447/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	885																
76	75	897/4	897/4	0.0	3/16	3/16	Spanner	6/8	2	1	0																			7	
76	75	897/4	897/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	886									131						7	
76	75	449/2	449/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																				
76	75	449/2	449/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	887																
76	75	225	225	0.0	3/8	3/8	Chord	6/8	2	1	0	acciaccatura	1/8	2/3	888																
76	75	225	225	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24		1/16	2/3	889									132							
76	75	676/3	676/3	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24		1/16	2/3	890									132							
76	75	451/2	451/2	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24		1/16	2/3	891									132							
76	75	677/3	677/3	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24		1/16	2/3	892									132							
76	75	1355/6	1355/6	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24		1/16	2/3	893									132							
76	75	226	226	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24		1/16	2/3	894									132							
76	75	1357/6	1357/6	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24		1/16	2/3	895									132							
76	75	679/3	679/3	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24		1/16	2/3	896																
77	76	227	227	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	897		articAccentStaccatoAbove							133							
77	76	455/2	455/2	0.0	1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	898																
77	76	455/2	455/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	899		articAccentStaccatoAbove														
77	76	457/2	457/2	0.14285714285714285	1/2	1/2	Chord	6/8	1	1	1/28		1/16	4/7	900									134							
77	76	3201/14	3201/14	0.14285714285714285	15/28	15/28	Chord	6/8	1	1	1/28		1/16	4/7	901									134							
77	76	109817/480	109817/480	0.14285714285714285	1097/1920	1097/1920	Chord	6/8	1	1	1/28		1/16	4/7	902									134							
77	76	769199/3360	769199/3360	0.14285714285714285	8159/13440	8159/13440	Chord	6/8	1	1	1/28		1/16	4/7	903									134							
77	76	54977/240	54977/240	0.14285714285714285	617/960	617/960	Chord	6/8	1	1	1/28		1/16	4/7	904									134							
77	76	385079/1680	385079/1680	0.14285714285714285	4559/6720	4559/6720	Chord	6/8	1	1	1/28		1/16	4/7	905									134							
77	76	36697/160	36697/160	0.14285714285714285	457/640	457/640	Chord	6/8	1	1	1/28		1/16	4/7	906									134							
77	76	453/2	453/2	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>leggierissimo"													
77	76	453/2	453/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	907		articStaccatoBelow							135							
77	76	227	227	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	908		articStaccatoBelow							135							
77	76	455/2	455/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	909		articStaccatoBelow														
77	76	228	228	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	910		articStaccatoAbove							136							
77	76	457/2	457/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	911		articStaccatoAbove							136							
77	76	229	229	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	912		articStaccatoAbove														
78	77	459/2	459/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	913																
78	77	230	230	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	914		articAccentStaccatoAbove							137							
78	77	461/2	461/2	0.0	1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	915																
78	77	461/2	461/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	916		articAccentStaccatoAbove														
78	77	463/2	463/2	0.14285714285714285	1/2	1/2	Chord	6/8	1	1	1/28		1/16	4/7	917									138							
78	77	3243/14	3243/14	0.14285714285714285	15/28	15/28	Chord	6/8	1	1	1/28		1/16	4/7	918									138							
78	77	111257/480	111257/480	0.14285714285714285	1097/1920	1097/1920	Chord	6/8	1	1	1/28		1/16	4/7	919									138							
78	77	779279/3360	779279/3360	0.14285714285714285	8159/13440	8159/13440	Chord	6/8	1	1	1/28		1/16	4/7	920									138							
78	77	779759/3360	779759/3360	0.14285714285714285	8639/13440	8639/13440	Chord	6/8	1	1	1/28		1/16	4/7	921									138							
78	77	780239/3360	780239/3360	0.14285714285714285	9119/13440	9119/13440	Chord	6/8	1	1	1/28		1/16	4/7	922									138							
78	77	390359/1680	390359/1680	0.14285714285714285	4799/6720	4799/6720	Chord	6/8	1	1	1/28		1/16	4/7	923									138							
78	77	459/2	459/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	924		articStaccatoAbove							139							
78	77	230	230	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	925		articStaccatoAbove							139							
78	77	461/2	461/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	926		articStaccatoAbove														
78	77	231	231	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	927		articStaccatoBelow							140							
78	77	463/2	463/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	928		articStaccatoBelow							140							
78	77	232	232	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	929		articStaccatoBelow														
79	78	233	233	0.0	1/8	1/8	Spanner	6/8	1	1	0																1				
79	78	233	233	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	930		articAccentAbove										1				
79	78	467/2	467/2	0.0	1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	931												1				
79	78	467/2	467/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	932		articAccentAbove										1				
79	78	469/2	469/2	0.14285714285714285	1/2	1/2	Chord	6/8	1	1	1/28		1/16	4/7	933									141			1				
79	78	3285/14	3285/14	0.14285714285714285	15/28	15/28	Chord	6/8	1	1	1/28		1/16	4/7	934									141			1				
79	78	112697/480	112697/480	0.14285714285714285	1097/1920	1097/1920	Chord	6/8	1	1	1/28		1/16	4/7	935									141			1				
79	78	789359/3360	789359/3360	0.14285714285714285	8159/13440	8159/13440	Chord	6/8	1	1	1/28		1/16	4/7	936									141			1				
79	78	56417/240	56417/240	0.14285714285714285	617/960	617/960	Chord	6/8	1	1	1/28		1/16	4/7	937									141			1				
79	78	395159/1680	395159/1680	0.14285714285714285	4559/6720	4559/6720	Chord	6/8	1	1	1/28		1/16	4/7	938									141			1				
79	78	37657/160	37657/160	0.14285714285714285	457/640	457/640	Chord	6/8	1	1	1/28		1/16	4/7	939									141			1				
79	78	465/2	465/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	940		articStaccatoBelow							142							
79	78	233	233	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	941		articStaccatoBelow							142							
79	78	467/2	467/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	942		articStaccatoBelow														
79	78	234	234	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	943		articStaccatoAbove							143							
79	78	469/2	469/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	944		articStaccatoAbove							143							
79	78	235	235	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	945		articStaccatoAbove														
80	79	471/2	471/2	0.16666666666666666	0	0	Chord	6/8	1	1	1/24		1/16	2/3	946												1				
80	79	1415/6	1415/6	0.0	1/12	1/12	Dynamic	6/8	1	1	0					p											1				
80	79	1415/6	1415/6	0.16666666666666666	1/12	1/12	Chord	6/8	1	1	1/24		1/16	2/3	947									144			1				
80	79	236	236	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24		1/16	2/3	948									144			1				
80	79	1417/6	1417/6	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24		1/16	2/3	949									144			1				
80	79	709/3	709/3	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24		1/16	2/3	950									144			1				
80	79	473/2	473/2	0.0	1/4	1/4	Spanner	6/8	1	1	0													144							
80	79	473/2	473/2	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	951									144							
80	79	710/3	710/3	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	952									144							
80	79	1421/6	1421/6	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	953									144							
80	79	237	237	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	954									144							
80	79	1423/6	1423/6	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24		1/16	2/3	955									144							
80	79	712/3	712/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	956									144							
80	79	475/2	475/2	0.16666666666666666	1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	957									144							
80	79	713/3	713/3	0.16666666666666666	13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	958									144							
80	79	1427/6	1427/6	0.16666666666666666	7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	959									144							
80	79	238	238	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24		1/16	2/3	960									144							
80	79	1429/6	1429/6	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24		1/16	2/3	961									144							
80	79	715/3	715/3	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24		1/16	2/3	962									144							
80	79	471/2	471/2	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>leggiero"													
81	80	477/2	477/2	0.0	0	0	Dynamic	6/8	1	1	0					p															
81	80	477/2	477/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	963									145							
81	80	955/4	955/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	964									145							
81	80	239	239	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	965									145							
81	80	957/4	957/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	966									145							
81	80	479/2	479/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	967									145							
81	80	959/4	959/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	968									145							
81	80	240	240	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	969									145							
81	80	961/4	961/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	970									145							
81	80	481/2	481/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	971									145							
81	80	963/4	963/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	972									145							
81	80	241	241	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	973									145							
81	80	965/4	965/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	974									145							
81	80	479/2	479/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	975									146							
81	80	240	240	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	976																
81	80	241	241	0.0	5/8	5/8	StaffText	6/8	2	1	0							crescendo													
81	80	241	241	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	977									147							
82	81	483/2	483/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	978									145							
82	81	967/4	967/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	979									145							
82	81	242	242	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	980									145							
82	81	969/4	969/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	981									145							
82	81	485/2	485/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	982									145							
82	81	971/4	971/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	983									145							
82	81	243	243	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	984									145							
82	81	973/4	973/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	985									145							
82	81	487/2	487/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	986									145							
82	81	975/4	975/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	987									145							
82	81	244	244	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	988									145							
82	81	977/4	977/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	989									145							
82	81	483/2	483/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	990																
82	81	485/2	485/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	991									148							
82	81	243	243	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	992																
82	81	244	244	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	993									149							
83	82	489/2	489/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	994									145							
83	82	979/4	979/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	995									145							
83	82	245	245	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	996									145							
83	82	981/4	981/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	997									145							
83	82	491/2	491/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	998									145							
83	82	983/4	983/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	999									145							
83	82	246	246	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1000									145							
83	82	985/4	985/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1001									145							
83	82	493/2	493/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1002									145							
83	82	987/4	987/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1003									145							
83	82	247	247	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1004									145							
83	82	989/4	989/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1005									145							
83	82	489/2	489/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1006																
83	82	491/2	491/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																			8	
83	82	491/2	491/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1007									150						8	
83	82	246	246	0.0	3/8	3/8	Spanner	6/8	2	1	0																				
83	82	246	246	0.0	3/8	3/8	Spanner	6/8	2	1	0																				11
83	82	246	246	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1008									151							11
84	83	495/2	495/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1009									145							
84	83	991/4	991/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1010									145							
84	83	248	248	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1011									145							
84	83	993/4	993/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1012									145							
84	83	497/2	497/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1013									145							
84	83	995/4	995/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1014									145							
84	83	249	249	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1015									145							
84	83	997/4	997/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1016									145							
84	83	499/2	499/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1017									145							
84	83	999/4	999/4	0.0	9/16	9/16	Spanner	6/8	1	1	0													145						9	
84	83	999/4	999/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1018									145						9	
84	83	250	250	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1019									145						9	
84	83	1001/4	1001/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1020															9	
84	83	495/2	495/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1021																11
84	83	249	249	0.0	3/8	3/8	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>dimin."													
84	83	249	249	0.0	3/8	3/8	Spanner	6/8	2	1	0																				
84	83	249	249	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1022																
84	83	250	250	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1023									152							
85	84	501/2	501/2	0.0	0	0	Spanner	6/8	1	1	0																				
85	84	1003/4	1003/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1024									153							
85	84	251	251	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1025									153							
85	84	1005/4	1005/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1026									153							
85	84	503/2	503/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1027									153							
85	84	1007/4	1007/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1028									153							
85	84	252	252	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1029									153							
85	84	1009/4	1009/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1030									153							
85	84	505/2	505/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1031									153							
85	84	1011/4	1011/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1032									153							
85	84	253	253	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1033									153							
85	84	1013/4	1013/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1034									153							
85	84	501/2	501/2	0.0	0	0	Dynamic	6/8	2	1	0					mp								152							
85	84	501/2	501/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1035									152							
85	84	503/2	503/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1036									152							
85	84	252	252	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1037									152							
85	84	505/2	505/2	0.0	1/2	1/2	Spanner	6/8	2	1	0																			10	
85	84	505/2	505/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1038															10	
85	84	253	253	0.0	5/8	5/8	Spanner	6/8	2	1	0																				
85	84	253	253	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1039																
86	85	507/2	507/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1040									153							
86	85	1015/4	1015/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1041									153							
86	85	254	254	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1042									153							
86	85	1017/4	1017/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1043									153							
86	85	509/2	509/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1044									153							
86	85	1019/4	1019/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1045									153							
86	85	255	255	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1046									153							
86	85	1021/4	1021/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1047									153							
86	85	511/2	511/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1048									153							
