mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
40	38	1/8	1/8	2/4	2	1	ii64							G	I		ii64		ii		64					m	0	0	4, 3, 0		3	4	0	6	0.0	0.0	0.625	0.0
40	38	1/4	1/4	2/4	2	1	V7(9)	-0.107503	5.82406		/			G	I		V7(9)		V		7	9				Mm7	0	0	2, 6, 3, 0	4	2	2	0	2	0.0	0.0	0.125	0.0
40	38	5/16	5/16	2/4	2	1	V7							G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.25	0.0
40	38	3/8	3/8	2/4	2	1	V/vi							G	I		V/vi		V				vi			M	0	0	5, 9, 6		5	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
40	38	7/16	7/16	2/4	2	1	V2/vi							G	I		V2/vi		V		2		vi			Mm7	0	0	3, 5, 9, 6		5	3	0	4	0.0	0.0	0.25	0.0
41	39	0	0	2/4	2	1	vi(#72)							G	I		vi(#72)		vi			#72				m	0	0	6, 1, 5	9	4	6	0	5	0.0	0.0	0.375	0.0
41	39	1/16	1/16	2/4	2	1	vi							G	I		vi		vi							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	0.3125	0.0
41	39	1/8	1/8	2/4	2	1	vi2						ii2/V	G	I		vi2		vi		2					mm7	0	0	2, 4, 1, 5		4	2	0	7	0.0	0.0	0.6875	0.0
41	39	1/4	1/4	2/4	2	1	vii%7/V							G	I		vii%7/V		vii	%	7		V			%7	0	0	7, 4, 1, 5		7	7	2	8	0.2	0.125	0.5625	0.18181818181818182
42	40	0	0	2/4	2	1	V7(9)							G	I		V7(9)		V		7	9				Mm7	0	0	2, 6, 3, 0	4	2	2	1	8	0.1111111111111111	0.0	1.25	0.0
42	40	1/4	1/4	2/4	2	1	V(9+64)							G	I		V(9+64)		V			9+64				M	0	0	2, 1, 3	4, 5	2	2	2	6	0.25	0.125	0.375	0.25
43	41	0	0	2/4	2	1	V7(6)							G	I		V7(6)		V		7	6				Mm7	0	0	2, 6, 5, 0		2	2	2	9	0.18181818181818182	0.125	1.0	0.1111111111111111
43	41	1/4	1/4	2/4	2	1	V(964)							G	I		V(964)		V			964				M	0	0	2, 1, 5	4	2	2	2	6	0.25	0.09375	0.46875	0.16666666666666666
44	42	0	0	2/4	2	1	V(4)							G	I		V(4)		V			4				M	0	0	2, 1, 3		2	2	1	3	0.25	0.03125	0.21875	0.125
44	42	1/8	1/8	2/4	2	1	V							G	I		V		V							M	0	0	2, 6, 3		2	2	1	3	0.25	0.03125	0.46875	0.0625
44	42	1/4	1/4	2/4	2	1	V7(9)							G	I		V7(9)		V		7	9				Mm7	0	0	2, 6, 3, 0	4	2	2	0	3	0.0	0.0	0.125	0.0
44	42	3/8	3/8	2/4	2	1	ii7							G	I		ii7		ii		7					mm7	0	0	3, 0, 4, 1		3	3	0	4	0.0	0.0	0.25	0.0
45	43	0	0	2/4	2	1	V(9)							G	I		V(9)		V			9				M	0	0	2, 6, 3	4	2	2	1	3	0.25	0.03125	0.59375	0.05
45	43	1/8	1/8	2/4	2	1	V(6)							G	I		V(6)		V			6				M	0	0	2, 6, 5		2	2	1	2	0.3333333333333333	0.03125	0.09375	0.25
45	43	1/4	1/4	2/4	2	1	V43						ii(4)	G	I		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	4	0.0	0.0	0.25	0.0
45	43	3/8	3/8	2/4	2	1	V7(9)							G	I		V7(9)		V		7	9				Mm7	0	0	2, 6, 3, 0	4	2	2	0	3	0.0	0.0	0.25	0.0
46	44	0	0	2/4	2	1	I[I|PAC}{							G	I	I	I		I					PAC	}{	M	0	0	1, 5, 2		1	1	1	4	0.2	0.03125	0.15625	0.16666666666666666
46	44	1/8	1/8	2/4	2	1	V7	-0.107503	5.30087		/			G	I	I	V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	5	0.16666666666666666	0.03125	0.21875	0.125
46	44	1/4	1/4	2/4	2	1	vi7							G	I	I	vi7		vi		7					mm7	0	0	4, 1, 5, 2		4	4	1	2	0.3333333333333333	0.03125	0.09375	0.25
46	44	5/16	5/16	2/4	2	1	ii(94)							G	I	I	ii(94)		ii			94				m	0	0	3, 2, 4	5	3	3	0	3	0.0	0.0	0.1875	0.0
46	44	3/8	3/8	2/4	2	1	V7(9)							G	I	I	V7(9)		V		7	9				Mm7	0	0	2, 6, 3, 0	4	2	2	1	4	0.2	0.03125	0.15625	0.16666666666666666
47	45	0	0	2/4	2	1	I							G	I	I	I		I							M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.03125	0.21875	0.125
47	45	1/8	1/8	2/4	2	1	V7							G	I	I	V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	5	0.16666666666666666	0.03125	0.21875	0.125
47	45	1/4	1/4	2/4	2	1	vi7							G	I	I	vi7		vi		7					mm7	0	0	4, 1, 5, 2		4	4	1	2	0.3333333333333333	0.03125	0.09375	0.25
47	45	5/16	5/16	2/4	2	1	ii(94)							G	I	I	ii(94)		ii			94				m	0	0	3, 2, 4	5	3	3	0	3	0.0	0.0	0.1875	0.0
47	45	3/8	3/8	2/4	2	1	V7(9)							G	I	I	V7(9)		V		7	9				Mm7	0	0	2, 6, 3, 0	4	2	2	1	4	0.2	0.03125	0.15625	0.16666666666666666
48	46	0	0	2/4	2	1	I							G	I	I	I		I							M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.03125	0.21875	0.125
48	46	1/8	1/8	2/4	2	1	V7							G	I	I	V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	5	0.16666666666666666	0.03125	0.21875	0.125
48	46	1/4	1/4	2/4	2	1	I64(2)						V(6)	G	I	I	I64(2)		I		64	2				M	0	0	2, 3, 5		1	2	0	6	0.0	0.0	0.25	0.0
48	46	3/8	3/8	2/4	2	1	ii							G	I	I	ii		ii							m	0	0	3, 0, 4		3	3	1	5	0.16666666666666666	0.03125	0.21875	0.125
49	47	0	0	2/4	2	1	V7	0	5.34707		/			G	I	I	V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	6	0.0	0.0	0.25	0.0
49	47	1/8	1/8	2/4	2	1	I(6)	0.107503	5.98894		/			G	I	I	I(6)		I			6				M	0	0	1, 5, 4		1	1	2	4	0.3333333333333333	0.09375	0.15625	0.375
49	47	1/4	1/4	2/4	2	1	V							G	I	I	V		V							M	0	0	2, 6, 3		2	2	1	5	0.16666666666666666	0.03125	0.21875	0.125
49	47	3/8	3/8	2/4	2	1	I]|PAC}							G	I	I	I		I					PAC	}	M	0	0	1, 5, 2		1	1	0	7	0.0	0.0	0.3125	0.0
50	48	0	0	2/4	2	1	V43							G	I		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	4	0.0	0.0	0.125	0.0
50	48	1/16	1/16	2/4	2	1	I6							G	I		I6		I		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	0.125	0.0
50	48	1/8	1/8	2/4	2	1	IV(9)							G	I		IV(9)		IV			9				M	0	0	0, 4, 1	2	0	0	0	4	0.0	0.0	0.125	0.0
50	48	3/16	3/16	2/4	2	1	V(6)						iii6	G	I		V(6)		V			6				M	0	0	2, 6, 5		2	2	0	4	0.0	0.0	0.125	0.0
50	48	1/4	1/4	2/4	2	1	IV6(9)						vi7	G	I		IV6(9)		IV		6	9				M	0	0	4, 1, 0	2	0	4	0	4	0.0	0.0	0.125	0.0
50	48	5/16	5/16	2/4	2	1	V6							G	I		V6		V		6					M	0	0	6, 3, 2		2	6	1	3	0.25	0.0	0.1875	0.0
50	48	3/8	3/8	2/4	2	1	I							G	I		I		I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.0625	0.0
50	48	7/16	7/16	2/4	2	1	viio6							G	I		viio6		vii	o	6					o	0	0	3, 0, 6		6	3	1	3	0.25	0.03125	0.09375	0.25
51	49	0	0	2/4	2	1	I6							G	I		I6		I		6					M	0	0	5, 2, 1		1	5	1	3	0.25	0.03125	0.09375	0.25
51	49	1/16	1/16	2/4	2	1	IVM7							G	I		IVM7		IV	M	7					MM7	0	0	0, 4, 1, 5		0	0	0	3	0.0	0.0	0.125	0.0
51	49	1/8	1/8	2/4	2	1	V7							G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	3	0.25	0.03125	0.09375	0.25
51	49	3/16	3/16	2/4	2	1	vi							G	I		vi		vi							m	0	0	4, 1, 5		4	4	0	3	0.0	0.0	0.125	0.0
51	49	1/4	1/4	2/4	2	1	ii65							G	I		ii65		ii		65					mm7	0	0	0, 4, 1, 3		3	0	1	4	0.2	0.0625	0.125	0.3333333333333333
51	49	3/8	3/8	2/4	2	1	V(6)							G	I		V(6)		V			6				M	0	0	2, 6, 5		2	2	2	3	0.4	0.0625	0.15625	0.2857142857142857
52	50	0	0	2/4	2	1	I(64)}							G	I		I(64)		I			64			}	M	0	0	1, 0, 4		1	1	0	3	0.0	0.0	0.3125	0.0
52	50	1/8	1/8	2/4	2	1	I|IAC							G	I		I		I					IAC		M	0	0	1, 5, 2		1	1	0	10	0.0	0.0	3.75	0.0
54	52	1/8	1/8	2/4	2	1	iii.i{							G	iii		i		i						{	m	0	1	5, 2, 6		5	5	4	8	0.3333333333333333	0.125	0.625	0.16666666666666666
55	53	0	0	2/4	2	1	v6							G	iii		v6		v		6					m	0	1	3, 7, 6		6	3	0	2	0.0	0.0	0.25	0.0
55	53	1/8	1/8	2/4	2	1	v							G	iii		v		v							m	0	1	6, 3, 7		6	6	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
55	53	3/8	3/8	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
56	54	0	0	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	2	9	0.18181818181818182	0.0625	1.3125	0.045454545454545456
56	54	3/8	3/8	2/4	2	1	ii%7							G	iii		ii%7		ii	%	7					%7	0	1	7, 4, 1, 5		7	7	0	4	0.0	0.0	0.5	0.0
57	55	0	0	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	4	0.0	0.0	0.5	0.0
57	55	1/8	1/8	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	0	4	0.0	0.0	0.5	0.0
57	55	1/4	1/4	2/4	2	1	VI							G	iii		VI		VI							M	0	1	1, 5, 2		1	1	0	5	0.0	0.0	0.5	0.0
57	55	3/8	3/8	2/4	2	1	v6							G	iii		v6		v		6					m	0	1	3, 7, 6		6	3	0	5	0.0	0.0	0.4375	0.0
58	56	0	0	2/4	2	1	i7							G	iii		i7		i		7					mm7	0	1	5, 2, 6, 3		5	5	0	5	0.0	0.0	0.625	0.0
58	56	1/8	1/8	2/4	2	1	v							G	iii		v		v							m	0	1	6, 3, 7		6	6	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
58	56	3/8	3/8	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
59	57	0	0	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	2	9	0.18181818181818182	0.0625	1.3125	0.045454545454545456
59	57	3/8	3/8	2/4	2	1	ii%7							G	iii		ii%7		ii	%	7					%7	0	1	7, 4, 1, 5		7	7	0	4	0.0	0.0	0.5	0.0
60	58	0	0	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	4	0.0	0.0	0.5	0.0
60	58	1/8	1/8	2/4	2	1	i(9)							G	iii		i(9)		i			9				m	0	1	5, 2, 6	7	5	5	0	5	0.0	0.0	0.5	0.0
60	58	1/4	1/4	2/4	2	1	VIM7							G	iii		VIM7		VI	M	7					MM7	0	1	1, 5, 2, 6		1	1	0	4	0.0	0.0	0.5	0.0
60	58	3/8	3/8	2/4	2	1	v6							G	iii		v6		v		6					m	0	1	3, 7, 6		6	3	0	5	0.0	0.0	0.4375	0.0
61	59	0	0	2/4	2	1	i7							G	iii		i7		i		7					mm7	0	1	5, 2, 6, 3		5	5	0	5	0.0	0.0	0.625	0.0
61	59	1/8	1/8	2/4	2	1	v							G	iii		v		v							m	0	1	6, 3, 7		6	6	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
61	59	3/8	3/8	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
62	60	0	0	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	2	9	0.18181818181818182	0.0625	1.3125	0.045454545454545456
62	60	3/8	3/8	2/4	2	1	ii%7							G	iii		ii%7		ii	%	7					%7	0	1	7, 4, 1, 5		7	7	0	4	0.0	0.0	0.5	0.0
63	61	0	0	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	4	0.0	0.0	0.5	0.0
63	61	1/8	1/8	2/4	2	1	i7							G	iii		i7		i		7					mm7	0	1	5, 2, 6, 3		5	5	0	5	0.0	0.0	0.5	0.0
63	61	1/4	1/4	2/4	2	1	#vi%43	-5.91266	5.34022	0.0699884	/		ii%43/v	G	iii		#vi%43		#vi	%	43					%7	0	1	2, 6, 8, 5		8	2	0	4	0.0	0.0	0.75	0.0
64	62	0	0	2/4	2	1	ii(11)							G	iii		ii(11)		ii			11				m	0	1	7, 4, 8	6	7	7	0	4	0.0	0.0	0.5	0.0
64	62	1/8	1/8	2/4	2	1	ii7							G	iii		ii7		ii		7					mm7	0	1	7, 4, 8, 5		7	7	0	4	0.0	0.0	0.5	0.0
64	62	1/4	1/4	2/4	2	1	vii%43							G	iii		vii%43		vii	%	43					%7	0	1	-3, 1, 3, 0		3	-3	4	0	1.0	0.75	0.0	1.0
65	63	0	0	2/4	2	1	i6(#7#6)							G	iii		i6(#7#6)		i		6	#7#6				m	0	1	2, 6, 10	8	5	2	0	4	0.0	0.0	0.5	0.0
65	63	1/8	1/8	2/4	2	1	i6(9#7)							G	iii		i6(9#7)		i		6	9#7				m	0	1	2, 6, 10	7	5	2	0	4	0.0	0.0	0.5	0.0
65	63	1/4	1/4	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	1	0.0	0.0	0.125	0.0
65	63	3/8	3/8	2/4	2	1	i64							G	iii		i64		i		64					m	0	1	6, 5, 2		5	6	0	6	0.0	0.0	0.75	0.0
66	64	0	0	2/4	2	1	VII64							G	iii		VII64		VII		64					M	0	1	4, 3, 7		3	4	4	6	0.4	0.5	1.75	0.2222222222222222
66	64	3/8	3/8	2/4	2	1	iv							G	iii		iv		iv							m	0	1	4, 1, 5		4	4	0	6	0.0	0.0	0.75	0.0
67	65	0	0	2/4	2	1	viio6						V64	G	iii		viio6		vii	o	6					o	0	1	0, -3, 3		3	0	4	0	1.0	0.5	0.0	1.0
67	65	1/8	1/8	2/4	2	1	V2							G	iii		V2		V		2					Mm7	0	1	4, 6, 10, 7		6	4	0	4	0.0	0.0	0.5	0.0
67	65	1/4	1/4	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	4	0.0	0.0	0.75	0.0
67	65	3/8	3/8	2/4	2	1	iv							G	iii		iv		iv							m	0	1	4, 1, 5		4	4	0	2	0.0	0.0	0.25	0.0
68	66	0	0	2/4	2	1	ii%7						vii%7/III	G	iii		ii%7		ii	%	7					%7	0	1	7, 4, 1, 5		7	7	0	4	0.0	0.0	0.5	0.0
68	66	1/8	1/8	2/4	2	1	III							G	iii		III		III							M	0	1	2, 6, 3		2	2	0	6	0.0	0.0	0.75	0.0
68	66	1/4	1/4	2/4	2	1	vii%65/VII							G	iii		vii%65/VII		vii	%	65		VII			%7	0	1	5, 2, 6, 8		8	5	0	8	0.0	0.0	1.0	0.0
69	67	0	0	2/4	2	1	V2(^6)/VII							G	iii		V2(^6)/VII		V		2	^6	VII			Mm7	0	1	7, 4, 8, 5		4	7	0	4	0.0	0.0	0.5	0.0
69	67	1/8	1/8	2/4	2	1	V2/VII							G	iii		V2/VII		V		2		VII			Mm7	0	1	2, 4, 8, 5		4	2	0	4	0.0	0.0	0.5	0.0
69	67	1/4	1/4	2/4	2	1	I6(9)/VII							G	iii		I6(9)/VII		I		6	9	VII			M	0	1	7, 4, 3	5	3	7	0	4	0.0	0.0	0.75	0.0
69	67	3/8	3/8	2/4	2	1	I6/VII							G	iii		I6/VII		I		6		VII			M	0	1	7, 4, 3		3	7	0	2	0.0	0.0	0.25	0.0
70	68	0	0	2/4	2	1	I(6)/VII							G	iii		I(6)/VII		I			6	VII			M	0	1	3, 7, 6		3	3	4	10	0.2857142857142857	0.25	1.5	0.14285714285714285
70	68	3/8	3/8	2/4	2	1	I/VII							G	iii		I/VII		I				VII			M	0	1	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
71	69	0	0	2/4	2	1	i						viio6/VII	G	iii		i		i							m	0	1	5, 2, 6		5	5	0	4	0.0	0.0	0.5	0.0
71	69	1/8	1/8	2/4	2	1	iio						I6/VII	G	iii		iio		ii	o						o	0	1	7, 4, 1		7	7	0	4	0.0	0.0	0.75	0.0
71	69	1/4	1/4	2/4	2	1	V						vi/III	G	iii		V		V							M	0	1	6, 10, 7		6	6	0	2	0.0	0.0	0.25	0.0
71	69	3/8	3/8	2/4	2	1	VI							G	iii		VI		VI							M	0	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
72	70	0	0	2/4	2	1	iv7							G	iii		iv7		iv		7					mm7	0	1	4, 1, 5, 2		4	4	2	4	0.3333333333333333	0.25	1.0	0.2
72	70	1/4	1/4	2/4	2	1	#viio64							G	iii		#viio64		#vii	o	64					o	0	1	4, 10, 7		10	4	0	2	0.0	0.0	0.25	0.0
72	70	3/8	3/8	2/4	2	1	V|HC}	-1.82755	6.22013		/			G	iii		V		V					HC	}	M	0	1	6, 10, 7		6	6	0	4	0.0	0.0	0.5	0.0
73	71	1/8	1/8	2/4	2	1	i6(13){							G	iii		i6(13)		i		6	13			{	m	0	1	2, 6, 5	1	5	2	3	9	0.25	0.0625	0.1875	0.25
73	71	1/4	1/4	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
73	71	3/8	3/8	2/4	2	1	V7/V							G	iii		V7/V		V		7		V			Mm7	0	1	7, 11, 8, 5		7	7	0	6	0.0	0.0	0.75	0.0
74	72	0	0	2/4	2	1	V(6)							G	iii		V(6)		V			6				M	0	1	6, 10, 2		6	6	0	2	0.0	0.0	0.1875	0.0
74	72	1/8	1/8	2/4	2	1	V7							G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6	6	0	9	0.0	0.0	0.75	0.0
75	73	1/8	1/8	2/4	2	1	i6(13)							G	iii		i6(13)		i		6	13				m	0	1	2, 6, 5	1	5	2	3	9	0.25	0.0625	0.1875	0.25
75	73	1/4	1/4	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
75	73	3/8	3/8	2/4	2	1	V7/V							G	iii		V7/V		V		7		V			Mm7	0	1	7, 11, 8, 5		7	7	0	6	0.0	0.0	0.75	0.0
76	74	0	0	2/4	2	1	V(6)							G	iii		V(6)		V			6				M	0	1	6, 10, 2		6	6	0	3	0.0	0.0	0.625	0.0
76	74	1/8	1/8	2/4	2	1	V7							G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6	6	0	10	0.0	0.0	0.875	0.0
77	75	0	0	2/4	2	1	Ger6(b8)							G	iii		Ger6(b8)	Ger	vii	o	65	b8b3	V			Ger	0	1	1, 5, 2, 11		11	1	1	2	0.3333333333333333	0.125	0.5	0.2
77	75	1/8	1/8	2/4	2	1	Ger6	0	-6.00401		/			G	iii		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	1, 5, 2, 11		11	1	0	10	0.0	0.0	0.875	0.0
78	76	0	0	2/4	2	1	V43(6)/III							G	iii		V43(6)/III		V		43	6	III			Mm7	0	1	6, 1, 3, 7		3	6	1	1	0.5	0.0625	0.125	0.3333333333333333
78	76	1/8	1/8	2/4	2	1	V43/III	0	-5.84933		/			G	iii		V43/III		V		43		III			Mm7	0	1	4, 1, 3, 7		3	4	0	11	0.0	0.0	0.9375	0.0
79	77	0	0	2/4	2	1	V65(6)/iv							G	iii		V65(6)/iv		V		65	6	iv			Mm7	0	1	9, 1, 3, 5		5	9	0	2	0.0	0.0	0.1875	0.0
79	77	1/8	1/8	2/4	2	1	V65/iv							G	iii		V65/iv		V		65		iv			Mm7	0	1	9, 6, 3, 5		5	9	0	10	0.0	0.0	0.875	0.0
80	78	0	0	2/4	2	1	bVII.vii%2(4)							G	bVII		vii%2(4)		vii	%	2	4				%7	0	0	2, 4, 3, -2		4	2	0	2	0.0	0.0	0.1875	0.0
80	78	1/8	1/8	2/4	2	1	vii%2							G	bVII		vii%2		vii	%	2					%7	0	0	2, 4, 1, -2		4	2	0	9	0.0	0.0	0.875	0.0
81	79	0	0	2/4	2	1	vii%2(4)							G	bVII		vii%2(4)		vii	%	2	4				%7	0	0	2, 4, 3, -2		4	2	0	4	0.0	0.0	0.5	0.0
81	79	1/8	1/8	2/4	2	1	vii%2							G	bVII		vii%2		vii	%	2					%7	0	0	2, 4, 1, -2		4	2	0	35	0.0	0.0	3.875	0.0
84	82	0	0	2/4	2	1	V7(9)|HC}{							G	bVII		V7(9)		V		7	9		HC	}{	Mm7	0	0	0, 4, 1, -2	2	0	0	2	85	0.022988505747126436	0.125	6.375	0.019230769230769232
87	85	3/8	3/8	2/4	2	1	vii%7/bVI							G	bVII		vii%7/bVI		vii	%	7		bVI			%7	0	0	0, -3, -6, -2		0	0	2	38	0.05	0.125	2.8125	0.0425531914893617
89	87	3/8	3/8	2/4	2	1	V65/bVI	0	-5.84933		/			G	bVII		V65/bVI		V		65		bVI			Mm7	0	0	0, -3, -6, -4		-4	0	1	4	0.2	0.0625	0.3125	0.16666666666666666
90	88	0	0	2/4	2	1	vii%7/bVI							G	bVII		vii%7/bVI		vii	%	7		bVI			%7	0	0	0, -3, -6, -2		0	0	0	44	0.0	0.0	3.1875	0.0
91	89	3/8	3/8	2/4	2	1	#vii%43/ii							G	bVII		#vii%43/ii		#vii	%	43		ii			%7	0	0	0, 4, 6, 3		6	0	2	39	0.04878048780487805	0.125	2.9375	0.04081632653061224
93	91	3/8	3/8	2/4	2	1	V65/ii							G	bVII		V65/ii		V		65		ii			Mm7	0	0	6, 3, 0, 2		2	6	1	4	0.2	0.0625	0.3125	0.16666666666666666
94	92	0	0	2/4	2	1	#vii%43/ii							G	bVII		#vii%43/ii		#vii	%	43		ii			%7	0	0	0, 4, 6, 3		6	0	1	36	0.02702702702702703	0.0625	2.6875	0.022727272727272728
96	94	0	0	2/4	2	1	V2/ii							G	bVII		V2/ii		V		2		ii			Mm7	0	0	0, 2, 6, 3		2	0	0	7	0.0	0.0	0.4375	0.0
96	94	1/4	1/4	2/4	2	1	V6(13)/V							G	bVII		V6(13)/V		V		6	13	V			M	0	0	5, 2, 1	4	1	5	0	7	0.0	0.0	0.5	0.0
97	95	0	0	2/4	2	1	iii/iii.Ger6(4)	-1.29003	8.18353		/			G	iii/iii		Ger6(4)	Ger	vii	o	65	4b3	V			Ger	0	1	-2, 7, 2, -1, 8		8	-2	1	1	0.5	0.125	0.0625	0.6666666666666666
97	95	1/8	1/8	2/4	2	1	Ger6	0	-6.01644		/			G	iii/iii		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-2, 2, -1, 8		8	-2	3	12	0.2	0.1875	1.0	0.15789473684210525
98	96	1/4	1/4	2/4	2	1	V64/iv							G	iii/iii		V64/iv		V		64		iv			M	0	1	3, 2, 6		2	3	1	6	0.14285714285714285	0.0625	0.4375	0.125
99	97	0	0	2/4	2	1	iv(#7)	0.215006	10.1484		/			G	iii/iii		iv(#7)		iv			#7				m	0	1	1, -2, 2	6	1	1	0	2	0.0	0.0	0.1875	0.0
99	97	1/8	1/8	2/4	2	1	iv							G	iii/iii		iv		iv							m	0	1	1, -2, 2		1	1	1	3	0.25	0.0625	0.25	0.2
99	97	1/4	1/4	2/4	2	1	ii%2							G	iii/iii		ii%2		ii	%	2					%7	0	1	2, 4, 1, -2		4	2	1	6	0.14285714285714285	0.0625	0.9375	0.0625
100	98	0	0	2/4	2	1	iii.V(94)							G	iii		V(94)		V			94				M	0	1	6, 5, 7	1	6	6	2	4	0.3333333333333333	0.125	0.2916666666666667	0.3
100	98	1/4	1/4	2/4	2	1	V(13)							G	iii		V(13)		V			13				M	0	1	6, 10, 7	2	6	6	2	8	0.2	0.0625	0.6875	0.08333333333333333
101	99	0	0	2/4	2	1	V(64)							G	iii		V(64)		V			64				M	0	1	6, 5, 2		6	6	1	7	0.125	0.0625	0.6875	0.08333333333333333
101	99	1/4	1/4	2/4	2	1	V7(134)							G	iii		V7(134)		V		7	134				Mm7	0	1	6, 5, 7, 4	2	6	6	0	8	0.0	0.0	0.75	0.0
102	100	0	0	2/4	2	1	iii6							G	iii		iii6		iii		6					m	0	1	-1, 3, 2		2	-1	1	7	0.125	0.0625	0.6875	0.08333333333333333
102	100	1/4	1/4	2/4	2	1	iii6(119)							G	iii		iii6(119)		iii		6	119				m	0	1	-1, 3, 2	1, 4	2	-1	0	10	0.0	0.0	0.75	0.0
103	101	0	0	2/4	2	1	iii6							G	iii		iii6		iii		6					m	0	1	-1, 3, 2		2	-1	1	7	0.125	0.0625	0.6875	0.08333333333333333
103	101	1/4	1/4	2/4	2	1	iii6(b134)							G	iii		iii6(b134)		iii		6	b134				m	0	1	1, 3, 2	-2	2	1	2	6	0.25	0.14583333333333334	0.6041666666666666	0.19444444444444445
104	102	0	0	2/4	2	1	V7/V/iii						IV7	G	iii		V7/V/iii		V		7		V/iii			Mm7	0	1	4, 8, 5, 2		4	4	1	7	0.125	0.0625	0.6875	0.08333333333333333
104	102	1/4	1/4	2/4	2	1	IV7(6#4)	1.39754	8.99145		/			G	iii		IV7(6#4)		IV		7	6#4				Mm7	0	1	4, 8, 10, 7, 2		4	4	0	10	0.0	0.0	0.75	0.0
105	103	0	0	2/4	2	1	IV7							G	iii		IV7		IV		7					Mm7	0	1	4, 8, 5, 2		4	4	1	7	0.125	0.0625	0.6875	0.08333333333333333
105	103	1/4	1/4	2/4	2	1	IV7(6)							G	iii		IV7(6)		IV		7	6				Mm7	0	1	4, 8, 7, 2		4	4	1	7	0.125	0.0625	0.6875	0.08333333333333333
106	104	0	0	2/4	2	1	VI43							G	iii		VI43		VI		43					Mm7	0	1	2, -1, 1, 5		1	2	1	8	0.1111111111111111	0.0625	0.7708333333333334	0.075
106	104	1/4	1/4	2/4	2	1	VI43(13)							G	iii		VI43(13)		VI		43	13				Mm7	0	1	2, -1, 1, 5	4	1	2	0	10	0.0	0.0	0.75	0.0
107	105	0	0	2/4	2	1	V7(9)/V							G	iii		V7(9)/V		V		7	9	V			Mm7	0	1	7, 11, 8, 5	9	7	7	2	6	0.25	0.3125	0.4375	0.4166666666666667
107	105	1/4	1/4	2/4	2	1	V7(13b5)							G	iii		V7(13b5)		V		7	13b5				Mm7	0	1	6, 10, 0, 4	2	6	6	1	10	0.09090909090909091	0.0625	0.9375	0.0625
108	106	0	0	2/4	2	1	i|PAC}							G	iii		i		i					PAC	}	m	0	1	5, 2, 6		5	5	4	15	0.21052631578947367	0.125	1.5	0.07692307692307693
