mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
45	44	1/4	1/4	4/4	2	1	iv7							f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1.0	-1.0	2	9	0.18181818181818182	0.125	1.125	0.1
45	44	1/2	1/2	4/4	2	1	i							f	v		i		i							m	1	1	0, -3, 1		0.0	0.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
45	44	5/8	5/8	4/4	2	1	i6							f	v		i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	2	8	0.2	0.125	0.875	0.125
45	44	7/8	7/8	4/4	2	1	i64							f	v		i64		i		64					m	1	1	1, 0, -3		0.0	1.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
46	45	0	0	4/4	2	1	iv65							f	v		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1.0	-4.0	2	8	0.2	0.125	0.875	0.125
46	45	1/4	1/4	4/4	2	1	iv7							f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1.0	-1.0	2	9	0.18181818181818182	0.125	1.125	0.1
46	45	1/2	1/2	4/4	2	1	i							f	v		i		i							m	1	1	0, -3, 1		0.0	0.0	3	13	0.1875	0.1875	1.3125	0.125
46	45	7/8	7/8	4/4	2	1	iv7	0.076016	5.17235		/			f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1.0	-1.0	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
47	46	0	0	4/4	2	1	i							f	v		i		i							m	1	1	0, -3, 1		0.0	0.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
47	46	1/8	1/8	4/4	2	1	iv7	0	4.9443		/			f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1.0	-1.0	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
47	46	1/4	1/4	4/4	2	1	i							f	v		i		i							m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.5	0.0
47	46	3/8	3/8	4/4	2	1	V7(6)							f	v		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1.0	1.0	3	7	0.3	0.1875	1.0625	0.15
47	46	5/8	5/8	4/4	2	1	V7							f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
47	46	3/4	3/4	4/4	2	1	i|PAC}	-1.59634	6.20708		/			f	v		i		i					PAC	}	m	1	1	0, -3, 1		0.0	0.0	0	5	0.0	0.0	1.25	0.0
48	47	0	0	4/4	2	1	i.III{							f	i		III		III						{	M	1	1	-4, 0, -3		-4.0	-4.0	4	11	0.26666666666666666	0.25	1.25	0.16666666666666666
48	47	3/8	3/8	4/4	2	1	VI							f	i		VI		VI							M	1	1	-5, -1, -4		-5.0	-5.0	2	5	0.2857142857142857	0.125	0.875	0.125
48	47	5/8	5/8	4/4	2	1	vii%7/VII							f	i		vii%7/VII		vii	%	7		VII			%7	1	1	2, -1, -4, 0		2.0	2.0	1	4	0.2	0.0625	0.4375	0.125
48	47	3/4	3/4	4/4	2	1	VII(64)							f	i		VII(64)		VII			64				M	1	1	-3, -4, 0		-3.0	-3.0	1	3	0.25	0.0625	0.4375	0.125
48	47	7/8	7/8	4/4	2	1	VII							f	i		VII		VII							M	1	1	-3, 1, -2		-3.0	-3.0	5	13	0.2777777777777778	0.3125	1.4375	0.17857142857142858
49	48	3/8	3/8	4/4	2	1	IIIM7							f	i		IIIM7		III	M	7					MM7	1	1	-4, 0, -3, 1		-4.0	-4.0	3	5	0.375	0.1875	0.8125	0.1875
49	48	5/8	5/8	4/4	2	1	IIIM65							f	i		IIIM65		III	M	65					MM7	1	1	0, -3, 1, -4		-4.0	0.0	1	4	0.2	0.0625	0.4375	0.125
49	48	3/4	3/4	4/4	2	1	VI(64)							f	i		VI(64)		VI			64				M	1	1	-5, 1, -2		-5.0	-5.0	1	3	0.25	0.0625	0.4375	0.125
49	48	7/8	7/8	4/4	2	1	VI							f	i		VI		VI							M	1	1	-5, -1, -4		-5.0	-5.0	5	13	0.2777777777777778	0.3125	1.4375	0.17857142857142858
50	49	3/8	3/8	4/4	2	1	bIIM7							f	i		bIIM7		bII	M	7					MM7	1	1	-6, -2, -5, -1		-6.0	-6.0	4	11	0.26666666666666666	0.25	1.25	0.16666666666666666
50	49	3/4	3/4	4/4	2	1	VI							f	i		VI		VI							M	1	1	-5, -1, -4		-5.0	-5.0	2	6	0.25	0.125	1.125	0.1
51	50	0	0	4/4	2	1	ii6							f	i		ii6		ii		6					m	1	1	-2, 2, 1		1.0	-2.0	2	5	0.2857142857142857	0.125	0.875	0.125
51	50	1/4	1/4	4/4	2	1	Ger7							f	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	5, -5, -1, -4		5.0	5.0	2	5	0.2857142857142857	0.125	0.875	0.125
51	50	1/2	1/2	4/4	2	1	V|HC}							f	i		V		V					HC	}	M	1	1	0, 4, 1		0.0	0.0	5	7	0.4166666666666667	0.3125	0.9375	0.25
52	51	0	0	4/4	2	1	#iii/V{							f	i		#iii/V		#iii				V		{	m	1	1	11, 8, 12		11.0	11.0	6	0	1.0	0.5	0.0	1.0
52	51	1/8	1/8	4/4	2	1	iv65/#iii/V							f	i		iv65/#iii/V		iv		65		#iii/V			mm7	1	1	7, 11, 8, 10		10.0	7.0	6	0	1.0	0.375	0.0	1.0
52	51	1/4	1/4	4/4	2	1	#iii/V							f	i		#iii/V		#iii				V			m	1	1	11, 8, 12		11.0	11.0	6	0	1.0	0.5	0.0	1.0
52	51	3/8	3/8	4/4	2	1	iv65/#iii/V							f	i		iv65/#iii/V		iv		65		#iii/V			mm7	1	1	7, 11, 8, 10		10.0	7.0	6	0	1.0	0.375	0.0	1.0
52	51	1/2	1/2	4/4	2	1	#iii/V							f	i		#iii/V		#iii				V			m	1	1	11, 8, 12		11.0	11.0	6	0	1.0	0.5	0.0	1.0
52	51	5/8	5/8	4/4	2	1	#iii6/V							f	i		#iii6/V		#iii		6		V			m	1	1	8, 12, 11		11.0	8.0	10	0	1.0	1.0	0.0	1.0
52	51	7/8	7/8	4/4	2	1	#iii64/V							f	i		#iii64/V		#iii		64		V			m	1	1	12, 11, 8		11.0	12.0	6	0	1.0	0.5	0.0	1.0
53	52	0	0	4/4	2	1	iv65/#iii/V							f	i		iv65/#iii/V		iv		65		#iii/V			mm7	1	1	7, 11, 8, 10		10.0	7.0	10	0	1.0	1.0	0.0	1.0
53	52	1/4	1/4	4/4	2	1	iv7/#iii/V							f	i		iv7/#iii/V		iv		7		#iii/V			mm7	1	1	10, 7, 11, 8		10.0	10.0	11	0	1.0	1.25	0.0	1.0
53	52	1/2	1/2	4/4	2	1	#iii/V							f	i		#iii/V		#iii				V			m	1	1	11, 8, 12		11.0	11.0	6	0	1.0	0.5	0.0	1.0
53	52	5/8	5/8	4/4	2	1	#iii6/V							f	i		#iii6/V		#iii		6		V			m	1	1	8, 12, 11		11.0	8.0	10	0	1.0	1.0	0.0	1.0
53	52	7/8	7/8	4/4	2	1	#iii64/V							f	i		#iii64/V		#iii		64		V			m	1	1	12, 11, 8		11.0	12.0	6	0	1.0	0.5	0.0	1.0
54	53	0	0	4/4	2	1	iv65/#iii/V							f	i		iv65/#iii/V		iv		65		#iii/V			mm7	1	1	7, 11, 8, 10		10.0	7.0	10	0	1.0	1.0	0.0	1.0
54	53	1/4	1/4	4/4	2	1	iv7/#iii/V							f	i		iv7/#iii/V		iv		7		#iii/V			mm7	1	1	10, 7, 11, 8		10.0	10.0	11	0	1.0	1.25	0.0	1.0
54	53	1/2	1/2	4/4	2	1	#iii/V							f	i		#iii/V		#iii				V			m	1	1	11, 8, 12		11.0	11.0	16	0	1.0	1.5	0.0	1.0
54	53	7/8	7/8	4/4	2	1	iv7/#iii/V							f	i		iv7/#iii/V		iv		7		#iii/V			mm7	1	1	10, 7, 11, 8		10.0	10.0	6	0	1.0	0.375	0.0	1.0
55	54	0	0	4/4	2	1	#iii/V							f	i		#iii/V		#iii				V			m	1	1	11, 8, 12		11.0	11.0	6	0	1.0	0.5	0.0	1.0
55	54	1/8	1/8	4/4	2	1	iv65/#iii/V							f	i		iv65/#iii/V		iv		65		#iii/V			mm7	1	1	7, 11, 8, 10		10.0	7.0	6	0	1.0	0.375	0.0	1.0
55	54	1/4	1/4	4/4	2	1	#iii/V							f	i		#iii/V		#iii				V			m	1	1	11, 8, 12		11.0	11.0	4	0	1.0	0.5	0.0	1.0
55	54	3/8	3/8	4/4	2	1	V/V/V							f	i		V/V/V		V				V/V			M	1	1	2, 6, 3		2.0	2.0	3	15	0.16666666666666666	0.1875	1.6875	0.1
55	54	3/4	3/4	4/4	2	1	V/V							f	i		V/V		V				V			M	1	1	1, 5, 2		1.0	1.0	0	4	0.0	0.0	1.0	0.0
56	55	0	0	4/4	2	1	i.V[V}{							f	i	V	V		V						}{	M	1	1	0, 4, 1		0.0	0.0	0	6	0.0	0.0	2.75	0.0
56	55	1/2	1/2	4/4	2	1	V7							f	i	V	V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	1	4	0.2	0.125	0.875	0.125
57	56	0	0	4/4	2	1	i							f	i	V	i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	7	0.0	0.0	2.0	0.0
57	56	3/8	3/8	4/4	2	1	iv7							f	i	V	iv7		iv		7					mm7	1	1	-2, -5, -1, -4		-2.0	-2.0	0	3	0.0	0.0	0.375	0.0
57	56	1/2	1/2	4/4	2	1	V							f	i	V	V		V							M	1	1	0, 4, 1		0.0	0.0	0	5	0.0	0.0	1.5	0.0
58	57	0	0	4/4	2	1	V7							f	i	V	V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	5	0.0	0.0	2.5	0.0
58	57	3/8	3/8	4/4	2	1	i							f	i	V	i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
58	57	1/2	1/2	4/4	2	1	V							f	i	V	V		V							M	1	1	0, 4, 1		0.0	0.0	2	6	0.25	0.1	0.5	0.16666666666666669
58	57	3/4	3/4	4/4	2	1	i							f	i	V	i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
58	57	7/8	7/8	4/4	2	1	iv7							f	i	V	iv7		iv		7					mm7	1	1	-2, -5, -1, -4		-2.0	-2.0	0	3	0.0	0.0	0.375	0.0
59	58	0	0	4/4	2	1	V							f	i	V	V		V							M	1	1	0, 4, 1		0.0	0.0	1	7	0.125	0.125	2.0	0.058823529411764705
59	58	1/2	1/2	4/4	2	1	V7							f	i	V	V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	3	6	0.3333333333333333	0.375	1.25	0.23076923076923078
59	58	7/8	7/8	4/4	2	1	i							f	i	V	i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	5	0.0	0.0	0.625	0.0
60	59	0	0	4/4	2	1	V7(9)							f	i	V	V7(9)		V		7	9				Mm7	1	1	0, 4, 1, -2	-5	0.0	0.0	0	12	0.0	0.0	3.375	0.0
60	59	1/2	1/2	4/4	2	1	i(#139)							f	i	V	i(#139)		i			#139				m	1	1	-1, -4, 0	2, 1	-1.0	-1.0	0	5	0.0	0.0	1.125	0.0
60	59	3/4	3/4	4/4	2	1	viio7/V							f	i	V	viio7/V		vii	o	7		V			o7	1	1	5, 2, -1, -4		5.0	5.0	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
61	60	0	0	4/4	2	1	V							f	i	V	V		V							M	1	1	0, 4, 1		0.0	0.0	0	8	0.0	0.0	2.375	0.0
61	60	3/8	3/8	4/4	2	1	i7						iv7/V	f	i	V	i7		i		7					mm7	1	1	-1, -4, 0, -3		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
61	60	1/2	1/2	4/4	2	1	V/V							f	i	V	V/V		V				V			M	1	1	1, 5, 2		1.0	1.0	1	6	0.14285714285714285	0.375	1.5	0.2
62	61	0	0	4/4	2	1	V7							f	i	V	V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	1	4	0.2	0.0	2.125	0.0
62	61	3/8	3/8	4/4	2	1	V7(9b5)						Ger6/iv	f	i	V	V7(9b5)		V		7	9b5				Mm7	1	1	0, 4, -6, -2	-5	0.0	0.0	0	4	0.0	0.0	0.375	0.0
62	61	1/2	1/2	4/4	2	1	I]							f	i	V	I		I							M	1	1	-1, 3, 0		-1.0	-1.0	0	6	0.0	0.0	1.5	0.0
63	62	0	0	4/4	2	1	III.V65/V	-0.684144	6.69712	0.260766	/			f	III		V65/V		V		65		V			Mm7	1	0	2, -1, -4, -2		-2.0	2.0	1	3	0.25	0.0	1.125	0.0
63	62	3/8	3/8	4/4	2	1	V65(b9b5)/V						Ger7	f	III		V65(b9b5)/V		V		65	b9b5	V			Mm7	1	0	2, -8, -4, -2	-7	-2.0	2.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
63	62	1/2	1/2	4/4	2	1	V|HC}	-3.7626	7.00859		/			f	III		V		V					HC	}	M	1	0	-3, 1, -2		-3.0	-3.0	0	5	0.0	0.0	1.5	0.0
64	63	0	0	4/4	2	1	I{							f	III		I		I						{	M	1	0	-4, 0, -3		-4.0	-4.0	2	9	0.18181818181818182	0.25	2.75	0.08333333333333333
64	63	1/2	1/2	4/4	2	1	iv6(112)							f	III		iv6(112)		iv		6	112				m	1	0	-8, -4, -3	1	-5.0	-8.0	3	1	0.75	0.625	0.125	0.8333333333333334
64	63	5/8	5/8	4/4	2	1	ii6							f	III		ii6		ii		6					m	1	0	-5, -1, -2		-2.0	-5.0	0	2	0.0	0.0	0.25	0.0
64	63	3/4	3/4	4/4	2	1	ii7(9)							f	III		ii7(9)		ii		7	9				mm7	1	0	-2, -5, -1, -4	0	-2.0	-2.0	0	4	0.0	0.0	0.75	0.0
65	64	0	0	4/4	2	1	V							f	III		V		V							M	1	0	-3, 1, -2		-3.0	-3.0	2	4	0.3333333333333333	0.25	1.0	0.2
65	64	3/8	3/8	4/4	2	1	I6							f	III		I6		I		6					M	1	0	0, -3, -4		-4.0	0.0	0	4	0.0	0.0	0.5	0.0
65	64	1/2	1/2	4/4	2	1	ii43(42)							f	III		ii43(42)		ii		43	42				mm7	1	0	-1, -4, 0, -3		-2.0	-1.0	0	4	0.0	0.0	0.75	0.0
65	64	5/8	5/8	4/4	2	1	ii43							f	III		ii43		ii		43					mm7	1	0	-1, -4, -2, -5		-2.0	-1.0	0	2	0.0	0.0	0.25	0.0
65	64	3/4	3/4	4/4	2	1	IVM7							f	III		IVM7		IV	M	7					MM7	1	0	-5, -1, -4, 0		-5.0	-5.0	0	4	0.0	0.0	0.75	0.0
66	65	0	0	4/4	2	1	vii%7							f	III		vii%7		vii	%	7					%7	1	0	1, -2, -5, -1		1.0	1.0	2	4	0.3333333333333333	0.5	0.75	0.4
66	65	1/4	1/4	4/4	2	1	V(6)							f	III		V(6)		V			6				M	1	0	-3, 1, 0		-3.0	-3.0	0	2	0.0	0.0	0.5	0.0
66	65	3/8	3/8	4/4	2	1	V7							f	III		V7		V		7					Mm7	1	0	-3, 1, -2, -5		-3.0	-3.0	0	2	0.0	0.0	0.25	0.0
66	65	1/2	1/2	4/4	2	1	I							f	III		I		I							M	1	0	-4, 0, -3		-4.0	-4.0	4	4	0.5	0.5	0.5	0.5
66	65	3/4	3/4	4/4	2	1	vi7							f	III		vi7		vi		7					mm7	1	0	-1, -4, 0, -3		-1.0	-1.0	1	5	0.16666666666666666	0.125	0.875	0.125
67	66	0	0	4/4	2	1	IV							f	III		IV		IV							M	1	0	-5, -1, -4		-5.0	-5.0	2	2	0.5	0.25	0.5	0.3333333333333333
67	66	1/4	1/4	4/4	2	1	V43							f	III		V43		V		43					Mm7	1	0	-2, -5, -3, 1		-3.0	-2.0	0	4	0.0	0.0	0.5	0.0
67	66	3/8	3/8	4/4	2	1	i.i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.5	0.0
67	66	1/2	1/2	4/4	2	1	iio							f	i		iio		ii	o						o	1	1	1, -2, -5		1.0	1.0	0	4	0.0	0.0	0.75	0.0
67	66	3/4	3/4	4/4	2	1	V65(64)							f	i		V65(64)		V		65	64				Mm7	1	1	-1, -4, -2, 0		0.0	-1.0	0	5	0.0	0.0	1.0	0.0
67	66	7/8	7/8	4/4	2	1	V65							f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0.0	4.0	0	2	0.0	0.0	0.25	0.0
68	67	0	0	4/4	2	1	i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	5	3	0.625	0.625	1.625	0.2777777777777778
68	67	1/2	1/2	4/4	2	1	i43							f	i		i43		i		43					mm7	1	1	0, -3, -1, -4		-1.0	0.0	0	6	0.0	0.0	1.25	0.0
68	67	7/8	7/8	4/4	2	1	viio7/V							f	i		viio7/V		vii	o	7		V			o7	1	1	5, 2, -1, -4		5.0	5.0	0	2	0.0	0.0	0.25	0.0
69	68	0	0	4/4	2	1	#viio43(4)							f	i		#viio43(4)		#vii	o	43	4				o7	1	1	-2, -5, 4, -4		4.0	-2.0	2	5	0.2857142857142857	0.375	1.0	0.2727272727272727
69	68	1/4	1/4	4/4	2	1	#viio43							f	i		#viio43		#vii	o	43					o7	1	1	-2, -5, 4, 1		4.0	-2.0	0	1	0.0	0.0	0.125	0.0
69	68	3/8	3/8	4/4	2	1	I6							f	i		I6		I		6					M	1	1	3, 0, -1		-1.0	3.0	0	3	0.0	0.0	0.375	0.0
69	68	1/2	1/2	4/4	2	1	VIM43							f	i		VIM43		VI	M	43					MM7	1	1	-4, 0, -5, -1		-5.0	-4.0	0	8	0.0	0.0	1.75	0.0
69	68	7/8	7/8	4/4	2	1	V7(b5)/V	-8.06272	7.4407		/		Fr7	f	i		V7(b5)/V		V		7	b5	V			Mm7	1	1	1, 5, -5, -1		1.0	1.0	0	2	0.0	0.0	0.25	0.0
70	69	0	0	4/4	2	1	V(64)							f	i		V(64)		V			64				M	1	1	0, -1, -4		0.0	0.0	1	7	0.125	0.125	1.375	0.08333333333333333
70	69	3/8	3/8	4/4	2	1	#viio2							f	i		#viio2		#vii	o	2					o7	1	1	-5, 4, 1, -2		4.0	-5.0	0	5	0.0	0.0	0.625	0.0
70	69	1/2	1/2	4/4	2	1	V(64)							f	i		V(64)		V			64				M	1	1	0, -1, -4		0.0	0.0	0	5	0.0	0.0	0.625	0.0
70	69	5/8	5/8	4/4	2	1	iio6							f	i		iio6		ii	o	6					o	1	1	-2, -5, 1		1.0	-2.0	0	5	0.0	0.0	0.625	0.0
70	69	3/4	3/4	4/4	2	1	IV7(^2)						i6(+4)	f	i		IV7(^2)		IV		7	^2				Mm7	1	1	-2, 0, -1, -4		-2.0	-2.0	0	5	0.0	0.0	0.625	0.0
70	69	7/8	7/8	4/4	2	1	IV2							f	i		IV2		IV		2					Mm7	1	1	-4, -2, 2, -1		-2.0	-4.0	0	5	0.0	0.0	0.625	0.0
71	70	0	0	4/4	2	1	V64							f	i		V64		V		64					M	1	1	1, 0, 4		0.0	1.0	0	5	0.0	0.0	0.625	0.0
71	70	1/8	1/8	4/4	2	1	i(#6)							f	i		i(#6)		i			#6				m	1	1	-1, -4, 0	2	-1.0	-1.0	0	5	0.0	0.0	0.625	0.0
71	70	1/4	1/4	4/4	2	1	V							f	i		V		V							M	1	1	0, 4, 1		0.0	0.0	0	5	0.0	0.0	1.25	0.0
71	70	1/2	1/2	4/4	2	1	i|PAC}							f	i		i		i					PAC	}	m	1	1	-1, -4, 0		-1.0	-1.0	2	4	0.3333333333333333	0.0	2.0	0.0
72	71	0	0	4/4	2	1	iv.i6{	-1.74837	6.15887		/			f	iv		i6		i		6				{	m	1	1	-5, -1, -2		-2.0	-5.0	0	6	0.0	0.0	2.25	0.0
72	71	1/2	1/2	4/4	2	1	v64							f	iv		v64		v		64					m	1	1	0, -1, -4		-1.0	0.0	0	6	0.0	0.0	1.5	0.0
72	71	3/4	3/4	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	6	0.0	0.0	1.5	0.0
73	72	0	0	4/4	2	1	i							f	iv		i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	6	0.0	0.0	2.25	0.0
73	72	1/4	1/4	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	11	0.0	0.0	1.25	0.0
73	72	1/2	1/2	4/4	2	1	v64(4)							f	iv		v64(4)		v		64	4				m	1	1	0, -1, -2		-1.0	0.0	0	9	0.0	0.0	1.25	0.0
73	72	3/4	3/4	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	7	0.0	0.0	1.25	0.0
74	73	0	0	4/4	2	1	i							f	iv		i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	6	0.0	0.0	2.25	0.0
74	73	1/4	1/4	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	9	0.0	0.0	1.0	0.0
74	73	1/2	1/2	4/4	2	1	v64(4)							f	iv		v64(4)		v		64	4				m	1	1	0, -1, -2		-1.0	0.0	0	8	0.0	0.0	1.2083333333333333	0.0
74	73	3/4	3/4	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	7	0.0	0.0	1.25	0.0
75	74	0	0	4/4	2	1	i							f	iv		i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	6	0.0	0.0	2.0	0.0
75	74	1/4	1/4	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	8	0.0	0.0	0.3333333333333333	0.0
75	74	1/2	1/2	4/4	2	1	v64(4)							f	iv		v64(4)		v		64	4				m	1	1	0, -1, -2		-1.0	0.0	0	6	0.0	0.0	0.5833333333333334	0.0
75	74	3/4	3/4	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
76	75	0	0	4/4	2	1	i							f	iv		i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	12	0.0	0.0	1.5416666666666667	0.0
76	75	1/2	1/2	4/4	2	1	v6							f	iv		v6		v		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	5	0.0	0.0	0.625	0.0
76	75	3/4	3/4	4/4	2	1	VI6							f	iv		VI6		VI		6					M	1	1	-2, -5, -6		-6.0	-2.0	0	5	0.0	0.0	0.75	0.0
77	76	0	0	4/4	2	1	VIM7							f	iv		VIM7		VI	M	7					MM7	1	1	-6, -2, -5, -1		-6.0	-6.0	0	3	0.0	0.0	0.75	0.0
77	76	1/4	1/4	4/4	2	1	VII							f	iv		VII		VII							M	1	1	-4, 0, -3		-4.0	-4.0	0	8	0.0	0.0	0.5416666666666666	0.0
77	76	1/2	1/2	4/4	2	1	III6							f	iv		III6		III		6					M	1	1	-1, -4, -5		-5.0	-1.0	0	5	0.0	0.0	0.625	0.0
77	76	3/4	3/4	4/4	2	1	iv6							f	iv		iv6		iv		6					m	1	1	-6, -2, -3		-3.0	-6.0	0	5	0.0	0.0	0.75	0.0
78	77	0	0	4/4	2	1	iv							f	iv		iv		iv							m	1	1	-3, -6, -2		-3.0	-3.0	0	3	0.0	0.0	0.75	0.0
78	77	1/4	1/4	4/4	2	1	iv6							f	iv		iv6		iv		6					m	1	1	-6, -2, -3		-3.0	-6.0	0	8	0.0	0.0	0.5416666666666666	0.0
78	77	1/2	1/2	4/4	2	1	III6							f	iv		III6		III		6					M	1	1	-1, -4, -5		-5.0	-1.0	0	5	0.0	0.0	0.625	0.0
78	77	3/4	3/4	4/4	2	1	VI							f	iv		VI		VI							M	1	1	-6, -2, -5		-6.0	-6.0	0	5	0.0	0.0	0.75	0.0
79	78	0	0	4/4	2	1	bII6							f	iv		bII6		bII		6					M	1	1	-3, -6, -7		-7.0	-3.0	0	5	0.0	0.0	1.0	0.0
79	78	1/4	1/4	4/4	2	1	viio/VI							f	iv		viio/VI		vii	o			VI			o	1	1	-1, -4, -7		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
79	78	1/2	1/2	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	5	0.0	0.0	1.0	0.0
79	78	3/4	3/4	4/4	2	1	iv							f	iv		iv		iv							m	1	1	-3, -6, -2		-3.0	-3.0	0	4	0.0	0.0	0.5	0.0
80	79	0	0	4/4	2	1	i|PC}							f	iv		i		i					PC	}	m	1	1	-2, -5, -1		-2.0	-2.0	0	3	0.0	0.0	0.75	0.0
80	79	1/4	1/4	4/4	2	1	i6{							f	iv		i6		i		6				{	m	1	1	-5, -1, -2		-2.0	-5.0	0	6	0.0	0.0	1.5	0.0
80	79	1/2	1/2	4/4	2	1	v64							f	iv		v64		v		64					m	1	1	0, -1, -4		-1.0	0.0	0	6	0.0	0.0	1.5	0.0
80	79	3/4	3/4	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	6	0.0	0.0	1.5	0.0
81	80	0	0	4/4	2	1	i							f	iv		i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	6	0.0	0.0	2.25	0.0
81	80	1/4	1/4	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	11	0.0	0.0	1.25	0.0
81	80	1/2	1/2	4/4	2	1	v64(4)							f	iv		v64(4)		v		64	4				m	1	1	0, -1, -2		-1.0	0.0	0	9	0.0	0.0	1.25	0.0
81	80	3/4	3/4	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	7	0.0	0.0	1.25	0.0
82	81	0	0	4/4	2	1	i							f	iv		i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	6	0.0	0.0	2.25	0.0
82	81	1/4	1/4	4/4	2	1	i64							f	iv		i64		i		64					m	1	1	-1, -2, -5		-2.0	-1.0	0	9	0.0	0.0	1.0	0.0
82	81	1/2	1/2	4/4	2	1	iv(9)							f	iv		iv(9)		iv			9				m	1	1	-3, -6, -2	-1	-3.0	-3.0	0	8	0.0	0.0	1.2083333333333333	0.0
82	81	3/4	3/4	4/4	2	1	i64							f	iv		i64		i		64					m	1	1	-1, -2, -5		-2.0	-1.0	0	7	0.0	0.0	1.25	0.0
83	82	0	0	4/4	2	1	i6							f	iv		i6		i		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	6	0.0	0.0	2.0	0.0
83	82	1/4	1/4	4/4	2	1	i2							f	iv		i2		i		2					mm7	1	1	-4, -2, -5, -1		-2.0	-4.0	0	10	0.0	0.0	1.25	0.0
83	82	1/2	1/2	4/4	2	1	i2(#6)							f	iv		i2(#6)		i		2	#6				mm7	1	1	1, -2, -5, -1		-2.0	1.0	0	9	0.0	0.0	1.4583333333333333	0.0
83	82	3/4	3/4	4/4	2	1	i2							f	iv		i2		i		2					mm7	1	1	-4, -2, -5, -1		-2.0	-4.0	1	9	0.1	0.0625	1.6875	0.03571428571428571
84	83	0	0	4/4	2	1	v							f	iv		v		v							m	1	1	-1, -4, 0		-1.0	-1.0	0	7	0.0	0.0	2.75	0.0
