mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
134	134	267	267	0.5	1/4	1/4	2/4	3	1	iv6		a	i		iv6		iv		6						m	1	1	-4, 0, -1		-1	-4
134	134	535/2	535/2	0.5	3/8	3/8	2/4	3	1	V43(b5)/iv		a	i		V43(b5)/iv		V		43	b5	iv				Mm7	1	1	-6, -2, 0, 4		0	-6
135	135	268	268	0.5	0	0	2/4	3	1	bII6		a	i		bII6		bII		6						M	1	1	-1, -4, -5		-5	-1
135	135	537/2	537/2	0.5	1/8	1/8	2/4	3	1	bV	IV/bII	a	i		bV		bV								M	1	1	-6, -2, -5		-6	-6
135	135	269	269	0.5	1/4	1/4	2/4	3	1	V43(6)		a	i		V43(6)		V		43	6					Mm7	1	1	-3, -1, 1, 5		1	-3
135	135	539/2	539/2	0.5	3/8	3/8	2/4	3	1	Fr6/iv	V43(b5)	a	i		Fr6/iv	Fr	V		43	b5	V/iv				Fr	1	1	-5, -1, 1, 5		1	-5
136	136	270	270	0.5	0	0	2/4	3	1	i		a	i		i		i								m	1	1	0, -3, 1		0	0
136	136	541/2	541/2	0.5	1/8	1/8	2/4	3	1	V2/iv		a	i		V2/iv		V		2		iv				Mm7	1	1	-2, 0, 4, 1		0	-2
136	136	271	271	0.5	1/4	1/4	2/4	3	1	iv6		a	i		iv6		iv		6						m	1	1	-4, 0, -1		-1	-4
136	136	543/2	543/2	0.5	3/8	3/8	2/4	3	1	V43(b5)/iv		a	i		V43(b5)/iv		V		43	b5	iv				Mm7	1	1	-6, -2, 0, 4		0	-6
137	137	272	272	0.5	0	0	2/4	3	1	bII6		a	i		bII6		bII		6						M	1	1	-1, -4, -5		-5	-1
137	137	545/2	545/2	0.5	1/8	1/8	2/4	3	1	bV	IV/bII	a	i		bV		bV								M	1	1	-6, -2, -5		-6	-6
137	137	273	273	0.5	1/4	1/4	2/4	3	1	V43(6)		a	i		V43(6)		V		43	6					Mm7	1	1	-3, -1, 1, 5		1	-3
137	137	547/2	547/2	0.5	3/8	3/8	2/4	3	1	Fr6/iv	V43(b5)	a	i		Fr6/iv	Fr	V		43	b5	V/iv				Fr	1	1	-5, -1, 1, 5		1	-5
138	138	274	274	0.5	0	0	2/4	3	1	i[V/iv		a	i	i	V/iv		V				iv				M	1	1	0, 4, 1		0	0
138	138	549/2	549/2	0.5	1/8	1/8	2/4	3	1	bII		a	i		bII		bII								M	1	1	-5, -1, -4		-5	-5
138	138	275	275	0.5	1/4	1/4	2/4	3	1	V7/#VII		a	i		V7/#VII		V		7		#VII				Mm7	1	1	6, 10, 7, 4		6	6
138	138	551/2	551/2	0.5	3/8	3/8	2/4	3	1	V/iv		a	i		V/iv		V				iv				M	1	1	0, 4, 1		0	0
139	139	276	276	0.5	0	0	2/4	3	1	VI(#2)		a	i		VI(#2)		VI			#2					M	1	1	-4, 5, -3		-4	-4
139	139	553/2	553/2	0.5	1/8	1/8	2/4	3	1	bII		a	i		bII		bII								M	1	1	-5, -1, -4		-5	-5
139	139	277	277	0.5	1/4	1/4	2/4	3	1	V7		a	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1	1
139	139	555/2	555/2	0.5	3/8	3/8	2/4	3	1	V7(6)		a	i		V7(6)		V		7	6					Mm7	1	1	1, 5, -3, -1		1	1
140	140	278	278	0.5	0	0	2/4	3	1	#viio43/v		a	i		#viio43/v		#vii	o	43		v				o7	1	1	0, -3, 6, 3		6	0
140	140	557/2	557/2	0.5	1/8	1/8	2/4	3	1	v		a	i		v		v								m	1	1	1, -2, 2		1	1
140	140	279	279	0.5	1/4	1/4	2/4	3	1	V65/v		a	i		V65/v		V		65		v				Mm7	1	1	6, 3, 0, 2		2	6
140	140	559/2	559/2	0.5	3/8	3/8	2/4	3	1	V7(6)/v		a	i		V7(6)/v		V		7	6	v				Mm7	1	1	2, 6, -2, 0		2	2
141	141	280	280	0.5	0	0	2/4	3	1	#viio43/iv		a	i		#viio43/iv		#vii	o	43		iv				o7	1	1	-2, -5, 4, 1		4	-2
141	141	561/2	561/2	0.5	1/8	1/8	2/4	3	1	V7/III		a	i		V7/III		V		7		III				Mm7	1	1	-2, 2, -1, -4		-2	-2
141	141	281	281	0.5	1/4	1/4	2/4	3	1	IIIM7		a	i		IIIM7		III	M	7						MM7	1	1	-3, 1, -2, 2		-3	-3
141	141	563/2	563/2	0.5	3/8	3/8	2/4	3	1	#viio7/iv		a	i		#viio7/iv		#vii	o	7		iv				o7	1	1	4, 1, -2, -5		4	4
142	142	282	282	0.5	0	0	2/4	3	1	IV		a	i		IV		IV								M	1	1	-1, 3, 0		-1	-1
142	142	565/2	565/2	0.5	1/8	1/8	2/4	3	1	VI		a	i		VI		VI								M	1	1	-4, 0, -3		-4	-4
142	142	283	283	2.5	1/4	1/4	2/4	3	1	i]		a	i		i		i					]			m	1	1	0, -3, 1		0	0
143	143	571/2	571/2	0.30000000000001137	3/8	3/8	2/4	3	1	V7/bI		a	i		V7/bI		V		7		bI				Mm7	1	1	-6, -2, -5, -8		-6	-6
143	143	1429/5	1429/5	0.19999999999998863	9/20	9/20	2/4	3	1	vo7		a	i		vo7		v	o	7						o7	1	1	1, -2, -5, -8		1	1
144	144	286	286	2.0	0	0	2/4	3	1	i|PAC}		a	i		i		i						PAC	}	m	1	1	0, -3, 1		0	0
